check,pass
eight_exact_reverse_blocks,True
one_exact_constructor_job,True
all69_jobs_and_audits_charged_once,True
constructor_reaped_and_unlocked,True
registered_chest_after_constructor,True
no_accounting_reset,True
registered_calendar_after_constructor,True
registered_temporal_route,True
temporal_cap180,True
draw_limits_unchanged,True
constructor_repeat_blocked,True
chest_before_constructor_blocked,True
calendar_before_constructor_blocked,True
wrong_constructor_driver_blocked,True
extra_constructor_argument_blocked,True
CONSTRUCT-CHEST-B-SUPPORT-RECOVERY-002_blocked,True
CONSTRUCT-CHEST-B-OTHER_blocked,True
PRIMARY-ANY-RETRY_blocked,True
DERIVE-PRIMARY-ESTIMANDS-V9_blocked,True
R2-PRIMARY_blocked,True
SHAPLEY-PRIMARY_blocked,True
RENDER-REPORT_blocked,True
ARBITRARY_blocked,True
original_constructor_blocked,True
new_constructor_alias_blocked,True
changed_constructor_blocked,True
tamper_DERIVE-PRIMARY-ESTIMANDS_start.json,True
tamper_DERIVE-PRIMARY-ESTIMANDS_finish.json,True
tamper_DERIVE-PRIMARY-ESTIMANDS_execution.log,True
tamper_DERIVE-PRIMARY-ESTIMANDS-V2_start.json,True
tamper_DERIVE-PRIMARY-ESTIMANDS-V2_finish.json,True
tamper_DERIVE-PRIMARY-ESTIMANDS-V2_execution.log,True
tamper_DIAGNOSTICS-PRIMARY-ANY_start.json,True
tamper_DIAGNOSTICS-PRIMARY-ANY_finish.json,True
tamper_DIAGNOSTICS-PRIMARY-ANY_execution.log,True
tamper_DERIVE-SENSITIVITY-SIMPLE-FRAMES_start.json,True
tamper_DERIVE-SENSITIVITY-SIMPLE-FRAMES_finish.json,True
tamper_DERIVE-SENSITIVITY-SIMPLE-FRAMES_execution.log,True
tamper_CONSTRUCT-CHEST-B_start.json,True
tamper_CONSTRUCT-CHEST-B_finish.json,True
tamper_CONSTRUCT-CHEST-B_execution.log,True
exclusive_lock,True
new_failure_preserved,True
new_failure_blocks_fit,True
timeout_preserved,True
timeout_reaped_only_mock_child_signalled,True
timeout_blocks_fit,True
ordinary121_rejected,True
original1200_ceiling,True
remaining_limited,True
remaining_cap1_5,True
