"path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","pass"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/authority_flags.md","f2d1545af92917308d25ffe2f61846a6a9b853402faa5e088bda9adcadecce29","f2d1545af92917308d25ffe2f61846a6a9b853402faa5e088bda9adcadecce29",2570,2570,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/build_preflight_checks.R","8cea32922002c22ff214f51abeb2ce6d8d17fd472547975326384cdc51ac48d1","8cea32922002c22ff214f51abeb2ce6d8d17fd472547975326384cdc51ac48d1",28102,28102,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/display_component_caption_map.csv","1c93deaf67a73ebb093721258105e101758f8babb23535f053dc701a06ce8559","1c93deaf67a73ebb093721258105e101758f8babb23535f053dc701a06ce8559",10022,10022,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/owner_path_and_serial_order.md","c79334583a19e1efced264cf61a1598764a1e2ad4b41212369863da0513043e1","c79334583a19e1efced264cf61a1598764a1e2ad4b41212369863da0513043e1",4973,4973,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/preflight_checks.csv","35237a29f9310c842bb712b33de28d7d8ddcba8ce47cb0e722daddf7e7ac386e","35237a29f9310c842bb712b33de28d7d8ddcba8ce47cb0e722daddf7e7ac386e",6750,6750,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/proposed_change_matrix.csv","09a868d322bc0354862f2b5a23d9aa67063337e16aff8ffcb85e1060999df338","09a868d322bc0354862f2b5a23d9aa67063337e16aff8ffcb85e1060999df338",15256,15256,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/prospective_checks.md","a995c29e49e45c719a976eb54f5629f7d945a32316782984223874d0be19cd3d","a995c29e49e45c719a976eb54f5629f7d945a32316782984223874d0be19cd3d",6899,6899,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/REPORT018-ORDER72I-CONSOLIDATED-DISPLAY-PREFLIGHT-REVIEW.md","1f96d3da1f5d8d628216f11f56d1132d2e35f660ad25771ada547fee7fc2bbb4","1f96d3da1f5d8d628216f11f56d1132d2e35f660ad25771ada547fee7fc2bbb4",2170,2170,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/seal_preflight_manifest.R","1fe1e4aa8a5fcc995cba494399a3afbf4d4428c9713e53297210ec41572e3a5e","1fe1e4aa8a5fcc995cba494399a3afbf4d4428c9713e53297210ec41572e3a5e",1318,1318,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/session_info.txt","2ea5036fcd0455d4d671bb8606153070cb0b703245da8cc55e11b90c0887e8f3","2ea5036fcd0455d4d671bb8606153070cb0b703245da8cc55e11b90c0887e8f3",691,691,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/read_only_preflight/source_authority_inventory.csv","73dc935990faa34d162a377d13662f7f4c0f6f16f3698b29a064c9e1bc4cf481","73dc935990faa34d162a377d13662f7f4c0f6f16f3698b29a064c9e1bc4cf481",20298,20298,TRUE
