scenario_id,model_implementation_id,position,position_role,site,Id,local_date,metric_id,metric_definition,alternative_preprocessing_value,viable_ratio_minutes,expected_minutes,viable_ratio_fraction,raw_source_rows,observed_local_minutes,duplicated_local_minutes,duplicate_source_rows,excluded_nonfinite_source_minutes,excluded_zero_either_minutes,excluded_zero_medi_minutes,excluded_zero_light_minutes,excluded_both_zero_minutes,excluded_nonfinite_ratio_minutes,minimum_viable_fraction,passes_viable_ratio_support,support_threshold_enforced,ratio_scaled_or_weighted,estimable,failure_reason,duplicate_minute_rule,expected_day_rule
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S001,2025-06-11,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.9014168722183727,998,1440,0.6930555555555555,1440,1440,0,0,27,415,415,415,415,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S001,2025-06-12,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.9077785147516189,913,1440,0.6340277777777777,1440,1440,0,0,120,407,406,407,406,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S001,2025-06-13,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.9251713560648924,885,1440,0.6145833333333334,1440,1440,0,0,146,409,409,409,409,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S001,2025-06-14,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.8746013775324482,855,1440,0.59375,1440,1440,0,0,170,415,415,413,413,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S001,2025-06-15,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.9421773525004435,1023,1440,0.7104166666666667,1440,1440,0,0,0,417,417,416,416,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S001,2025-06-16,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.9391547325981321,1039,1440,0.7215277777777778,1440,1440,0,0,0,401,401,401,401,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S002,2025-06-11,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.859370016174079,1059,1440,0.7354166666666667,1440,1440,0,0,0,381,381,374,374,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S002,2025-06-12,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.8919005438359625,969,1440,0.6729166666666667,1440,1440,0,0,48,423,423,415,415,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S002,2025-06-13,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.8780765646110209,887,1440,0.6159722222222223,1440,1440,0,0,140,413,413,406,406,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
alternative_preprocessing,hypothesis_models,glasses,near_eye_primary,BAUA,BAUA_S002,2025-06-14,mder_mean_of_viable_ratios,mean_of_positive_finite_minute_ratios,0.7349046819629116,866,1440,0.6013888888888889,1440,1440,0,0,94,480,480,437,437,0,0.5,TRUE,TRUE,FALSE,TRUE,,channel_mean_before_ratio,complete_1440_local_wall_clock_minutes
