run_id,placement,time_hour,activity,estimated_mel_edi_lx,pointwise_conf_low_lx,pointwise_conf_high_lx,pointwise_log_se,sites_standardized,estimand,interval_type,covariance_source,interval_critical_value,resampling_replicates,simultaneous_band,curve_wide_inference,activity_code,display_order
temporal_activity_long__near_eye,Near-eye,0,Sleeping,0.3434610372179867,0.16032815748319434,0.7357752121564824,0.3886994782414761,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,0.5,Sleeping,0.2007813073112017,0.10488138740288759,0.38436880331052253,0.3313195023253127,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,1,Sleeping,0.12506314376144378,0.07074892566154381,0.22107459274109148,0.29065377981443297,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,1.5,Sleeping,0.07946250759114887,0.04658766178821312,0.13553567340164158,0.27242325010856117,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,2,Sleeping,0.049649132383355735,0.02974633520225717,0.08286857287323698,0.2613647845705172,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,2.5,Sleeping,0.031414082131199644,0.019426753974548842,0.05079822174299578,0.24520667398855792,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,3,Sleeping,0.021867192846984244,0.013933613787627721,0.03431802619875907,0.22994045467246468,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,3.5,Sleeping,0.018405342226367822,0.011861120482760093,0.028560254738335594,0.2241709673350275,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,4,Sleeping,0.02046470120244302,0.01326073807448172,0.03158225378956829,0.22137442065580182,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__near_eye,Near-eye,4.5,Sleeping,0.031388922957743134,0.020833285554488844,0.04729280371404711,0.20913422650103755,9,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
