analysis_hour_id,placement,participant,participant_day,site,time_hour,observed_mel_edi_lx,fitted_mean_lx,pearson_residual,working_zero_probability,observed_zero,membership_rows,membership_weight_sum
BAUA.BAUA_S001.2025-06-11.0,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,0.5,0,0.08694266857965847,-1.1887169891754037,0.9226687881587488,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.1020,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,17.5,4031.050438680744,854.6384047427161,10.963206723389296,0.00397176498423968,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1080,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,18.5,357.0076354382742,512.9748154939516,-1.3963376141056316,0.012633974211785795,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1140,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,19.5,173.8988835123299,203.57707510362766,-0.2025518044790093,0.05742363595167466,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.120,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,2.5,0,0.024652279541302318,-0.6729479353356043,0.9559315677040457,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.1200,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,20.5,18.900747946879097,58.7834990484241,-2.166672509404113,0.19920012043342983,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1260,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,21.5,9.818717099908627,5.122246524853558,1.1150042852378974,0.5915529136401,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1320,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,22.5,0.016677119421410674,0.8532063934888133,-2.004851155198605,0.7944052672004863,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1380,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,23.5,0,0.14930063689863268,-0.9852670242306834,0.9019304452653005,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.180,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,3.5,0,0.02429772676860752,-0.7024243135330366,0.9562178027461957,TRUE,1,1
