placement,state_domain,signal,clock_bin,exceedance_probability,participant_probability_q10,participant_probability_q25,participant_probability_median,participant_probability_q75,participant_probability_q90,participant_days,participants,observations,valid_minutes,exceedance_minutes,participant_days_with_input,participants_with_input,participant_observations,profile_variant,profile_scope,profile_site,held_out_site,bin_minutes,exceedance_threshold_lx,exceedance_comparison,probability_unit,probability_aggregation,participant_day_count_basis,minimum_participants,profile_supported,support_reason,supported_exceedance_probability,probability_total,probability_weight,supported_bins,profile_complete,profile_estimable,training_sites,training_site_count
chest,full_day,MEDI,0,0.0025912106135986736,0,0,0,0,0,783,134,32580,23334,49,1086,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0.0025912106135986736,5.981155586069894,4.332290936610311e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,30,0.0031923714759535655,0,0,0,0,0,782,134,32580,23427,57,1086,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0.0031923714759535655,5.981155586069894,5.337382433903903e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,60,0.002694859038142619,0,0,0,0,0,786,134,32580,23493,45,1086,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0.002694859038142619,5.981155586069894,0.00045055825740747206,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,90,0.0019071310116086197,0,0,0,0,0,786,134,32580,23569,30,1086,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0.0019071310116086197,5.981155586069894,3.188566129345182e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,120,0.0017993366500829206,0,0,0,0,0,785,134,32520,23545,25,1084,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0.0017993366500829206,5.981155586069894,3.0083428263822027e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,150,0.0016504018369690025,0,0,0,0,0,786,134,32520,23576,23,1084,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0.0016504018369690025,5.981155586069894,2.7593360734718e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,180,0.0014925373134328367,0,0,0,0,0,786,134,32580,23575,20,1086,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0.0014925373134328367,5.981155586069894,2.49539957948754e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,210,6.663113006396592e-5,0,0,0,0,0,786,134,32580,23576,1,1086,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,6.663113006396592e-5,5.981155586069894,1.1140176694140805e-5,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,240,0,0,0,0,0,0,787,134,32580,23582,0,1086,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0,5.981155586069894,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,270,0,0,0,0,0,0,787,134,32580,23558,0,1086,135,134,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,250,strict_greater_than,proportion_of_valid_wall_minutes,valid_minutes_within_participant_day_bin;equal_days_within_participant_bin;equal_participants_within_profile_bin,.profile_participant_day,20,TRUE,supported,0,5.981155586069894,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
