percent_of_frame,boundary_reason,analysis_order,run_id,analysis_label,placement_label,frame_kind,boundary_reason_id,observations
96.40322068015679,Continuous with preceding observation,1,main__glasses__all_available,Primary near eye,Near eye,accepted,continuous,36398
2.161245894692234,Participant-day start,1,main__glasses__all_available,Primary near eye,Near eye,accepted,participant_day_start,816
1.4037503972878482,Elapsed-time discontinuity,1,main__glasses__all_available,Primary near eye,Near eye,accepted,elapsed_discontinuity,530
0.02118868524208073,Non-one-to-one wall-clock outcome,1,main__glasses__all_available,Primary near eye,Near eye,accepted,non_one_to_one_wall_outcome,8
0.010594342621040365,First observation after a non-one-to-one wall-clock outcome,1,main__glasses__all_available,Primary near eye,Near eye,accepted,after_non_one_to_one_wall_outcome,4
96.39835571913389,Continuous with preceding observation,2,main__chest__all_available,Complementary chest,Chest,accepted,continuous,40335
2.1557286936570907,Participant-day start,2,main__chest__all_available,Complementary chest,Chest,accepted,participant_day_start,902
1.431575928492902,Elapsed-time discontinuity,2,main__chest__all_available,Complementary chest,Chest,accepted,elapsed_discontinuity,599
0.009559772477415037,Non-one-to-one wall-clock outcome,2,main__chest__all_available,Complementary chest,Chest,accepted,non_one_to_one_wall_outcome,4
0.004779886238707519,First observation after a non-one-to-one wall-clock outcome,2,main__chest__all_available,Complementary chest,Chest,accepted,after_non_one_to_one_wall_outcome,2
96.86461186607451,Continuous with preceding observation,3,manuscript_prepared_data__glasses__all_available,Gap-timing-unaware near eye,Near eye,accepted,continuous,36424
2.151424088503577,Participant-day start,3,manuscript_prepared_data__glasses__all_available,Gap-timing-unaware near eye,Near eye,accepted,participant_day_start,809
0.952051698002819,Elapsed-time discontinuity,3,manuscript_prepared_data__glasses__all_available,Gap-timing-unaware near eye,Near eye,accepted,elapsed_discontinuity,358
0.021274898279392603,Non-one-to-one wall-clock outcome,3,manuscript_prepared_data__glasses__all_available,Gap-timing-unaware near eye,Near eye,accepted,non_one_to_one_wall_outcome,8
0.010637449139696302,First observation after a non-one-to-one wall-clock outcome,3,manuscript_prepared_data__glasses__all_available,Gap-timing-unaware near eye,Near eye,accepted,after_non_one_to_one_wall_outcome,4
96.92300307219662,Continuous with preceding observation,4,manuscript_prepared_data__chest__all_available,Gap-timing-unaware chest,Chest,accepted,continuous,40382
2.14573732718894,Participant-day start,4,manuscript_prepared_data__chest__all_available,Gap-timing-unaware chest,Chest,accepted,participant_day_start,894
0.9168586789554531,Elapsed-time discontinuity,4,manuscript_prepared_data__chest__all_available,Gap-timing-unaware chest,Chest,accepted,elapsed_discontinuity,382
0.009600614439324117,Non-one-to-one wall-clock outcome,4,manuscript_prepared_data__chest__all_available,Gap-timing-unaware chest,Chest,accepted,non_one_to_one_wall_outcome,4
0.004800307219662059,First observation after a non-one-to-one wall-clock outcome,4,manuscript_prepared_data__chest__all_available,Gap-timing-unaware chest,Chest,accepted,after_non_one_to_one_wall_outcome,2
94.22931899406538,Continuous with preceding observation,5,activity_context__glasses,Activity-complete near eye,Near eye,activity,continuous,28739
2.3738483228958325,First retained activity-complete observation of participant-day,5,activity_context__glasses,Activity-complete near eye,Near eye,activity,participant_day_activity_start,724
2.0951506606773993,Gap created by activity eligibility filtering,5,activity_context__glasses,Activity-complete near eye,Near eye,activity,activity_filter_gap,639
1.301682022361389,Inherited true-time boundary,5,activity_context__glasses,Activity-complete near eye,Near eye,activity,inherited_true_time_boundary,397
93.94731824248862,Continuous with preceding observation,6,activity_context__chest,Activity-complete chest,Chest,activity,continuous,34489
2.3834817901991228,First retained activity-complete observation of participant-day,6,activity_context__chest,Activity-complete chest,Chest,activity,participant_day_activity_start,875
2.329002206423143,Gap created by activity eligibility filtering,6,activity_context__chest,Activity-complete chest,Chest,activity,activity_filter_gap,855
1.340197760889107,Inherited true-time boundary,6,activity_context__chest,Activity-complete chest,Chest,activity,inherited_true_time_boundary,492
