"path","sha256","bytes"
"audit/report_harmonization/report018_order72h_independent_acceptance/independent_acceptance.md","8870898213aaf300f289d81f5317a2a27faa97b1798f2d2922d7cb3cfb531c59",5189
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/check_release.R","b21fad4c76abca6a027decac4369a3f470576cc54b8fe2aa5ab886dbc0697268",5365
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/finalize_checks.R","45e9e477c397d409ac477f752b30fba7ee023ebd291d947dc8e2e9bf7fd8e7e7",3749
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/owner_manifest_rehash.csv","5a68f79681a7cf76060a641c66eac4482d32e16f73d109fbb46dc9ade5400ae6",6792
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/release_reconciliation.csv","61a91b4512bbadbf0f65a848dcd2c0d9099b4354c62c499851fcdefaa98254e1",33379
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/execution_pins_reconciliation.csv","5bc1735620ec3cba09e75b9522c71ab68c2966c615b2318697d4b8c57b2f6c34",28566
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/owner_visual_evidence_rehash.csv","bcb7d15bfa2bd9078e3b5f2be2d14590003783f54ebefda0135395f98520b0a2",883
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/pre_independent_qa_pins.csv","b579fcc6b25e75e38a2dfa49cfbe1adc76deb6549c6d0b53cd90b1391049fb68",23200
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/served_preflight.csv","7271d1342d50cc1f17c3dd1af6c90fd743ba0f316c2f18de4a597f2e932745f1",179
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/session_info.txt","85e2292ad46e8e88183f46888c9fe677f6a59ce274f3a17c0c6e478e821b6854",146
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/qa/source_checks.csv","8d74d2d60f678471cfe638d752027125359aca72a4c34d8ec5113f46d913e6a4",21163
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/qa/html_checks.csv","22e6c0d62fe9d3f697976e7a9d593bb6220fec1041683fcecd1c5337295d4e04",30853
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/qa/table_endpoint_checks.csv","5a4deb3dd47eb2570d078c6ee818b0e1a434b11972586e1398283482a0b8dda8",1702
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/replay_identity_verification.csv","16938a0bab38a8c0bb406d6919078dbe1e48d09c0b7eb2253e8f7586cc3c92f0",531
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/svg_container_inventory.csv","bc7e2cfdedc14a4e89dfbb55e2a2753a88f8c701547d170f33abd77cc900fdf1",3825
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/independent_browser_observations.csv","bf4e7d02de2b66a9ce0e4585251e1442112ad1b3493ab14d81e0bf2fdcfd4181",444
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/independent_final_checks.csv","a08f43b65f1624f38206f56f8a293100ca877a9a2d6459d4a52da04eff796582",987
"audit/report_harmonization/report018_order72h_independent_acceptance/evidence/seal_independent_acceptance.R","8a2580b0e8b4e12cfc57a8272ffb1b4a5ce82dd27cb42400e80023b7a10db31c",3281
"audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/order72h_scroll_recovery/completion_manifest.csv","13a469421ff156b6357c26564aed0b088960eecafe388efbad4cc7b2fe6295f2",4036
"audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/order72h_scroll_recovery/completion_seal.md","e6a1961e633da603867eec3ad4d510101b0c099f0317045ff43f65d2dee56a80",1685
"audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/order72h_scroll_recovery/verify_selection_svg_scroll_recovery.R","ae2e8a3a4a43c99dc7e0bccf49b812d26cfd695d775e6da001822dbb97983cd7",38251
"audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/order72h_scroll_recovery/preimages/manuscript_figure_table_selection_before_72h.html","82100e0d3990dec39f61e94970e7a434b02cf94a6d25819ede1be4d24f4130a6",30925051
"audit/report_harmonization/report018_order72h_mobile_coordination_scroll/release_manifest.csv","8e0ee4567115cdcabd380dccc2a367195fa5d6890f42232dd8e949797e1aac8e",23071
"audit/report_harmonization/report018_order72h_mobile_coordination_scroll/current_execution_pins.csv","bad7f5c3450a062c521f5619b04c83a5b4fa0254853298211f443d0de28dcc81",19725
"audit/report_harmonization/owner_orders/72h_selection_coordination_scroll_recovery.md","e3a91ec4317c4f053dae6322021ad8cd2ba6df5597aa1b311041fe68e55b5761",8539
"audit/manuscript_nature_health/manuscript_figure_table_selection.qmd","197e571f3aaa2be34747ee742a20018f98d541eed87851250b4f3eda131c72a9",49967
"audit/manuscript_nature_health/manuscript_figure_table_selection.html","7055fc384bd845f8b42e3d37901c846060aeef6b8248536dc75240070e7a51e4",29370796
