contract_group,source_row,display_order,placement,predictor,metric_id,manuscript_name,site,site_display_name,site_color_hex,estimate,conf_low,conf_high,observations,participants,participant_days
site_order_and_colour,,1,,,,,RISE,Borås (SE),#88CCEE,,,,,,
site_order_and_colour,,2,,,,,THUAS,Delft (NL),#117733,,,,,,
site_order_and_colour,,3,,,,,BAUA,Dortmund (DE),#DDCC77,,,,,,
site_order_and_colour,,4,,,,,MPI,Tübingen (DE),#DDCC77,,,,,,
site_order_and_colour,,5,,,,,TUM,Munich (DE),#DDCC77,,,,,,
site_order_and_colour,,6,,,,,FUSPCEU,Madrid (ES),#CC6677,,,,,,
site_order_and_colour,,7,,,,,IZTECH,Izmir (TR),#332288,,,,,,
site_order_and_colour,,8,,,,,UCR,San José (CR),#44AA99,,,,,,
site_order_and_colour,,9,,,,,KNUST,Kumasi (GH),#AA4499,,,,,,
retained_main_association,296,3,chest,age,daily_geometric_mean_medi,Mean melEDI,,,,0.1470752331155612,0.0405368208775248,0.2536136453535976,902,154,902
retained_main_association,297,4,chest,age,m10_mean_medi,Brightest 10 h mean,,,,0.1863403223558928,0.09003998196133169,0.2826406627504539,902,154,902
retained_main_association,298,6,chest,age,duration_above_1000,"Time above 1,000 lx melEDI",,,,0.1862185684334555,0.11297569479983172,0.2594614420670793,902,154,902
retained_main_association,299,7,chest,age,duration_above_250_wake,Time above 250 lx melEDI during wake,,,,0.06444582959562827,0.02604899972381439,0.10284265946744212,818,154,818
retained_main_association,300,10,chest,age,longest_bout_above_250,Longest continuous period above 250 lx melEDI,,,,0.1903043067799422,0.0972311426391217,0.2833774709207627,902,154,902
retained_main_association,301,16,chest,age,dose_time_sensitive_corrected_medi,melEDI dose,,,,0.2186896321034295,0.12640298511389367,0.31097627909296544,851,154,851
retained_main_association,302,3,chest,biological_sex,daily_geometric_mean_medi,Mean melEDI,,,,-0.292918759463866,-0.5041069440213524,-0.08173057490637964,902,154,902
retained_main_association,303,5,chest,biological_sex,l10_mean_medi,Darkest 10 h mean,,,,-0.3653357977985025,-0.5849300643854177,-0.14574153121158714,902,154,902
retained_main_association,304,4,glasses,age,m10_mean_medi,Brightest 10 h mean,,,,0.17766899194913183,0.05733555072511006,0.29800243317315356,816,141,816
retained_main_association,305,6,glasses,age,duration_above_1000,"Time above 1,000 lx melEDI",,,,0.1626351498723247,0.0723244545249181,0.2529458452197313,816,141,816
retained_main_association,306,16,glasses,age,dose_time_sensitive_corrected_medi,melEDI dose,,,,0.17487236246480495,0.05850065246160572,0.29124407246800416,761,141,761
retained_site_interaction_component,307,1,chest,age,m10_midpoint,Midpoint of the brightest 10 hours,RISE,Borås (SE),#88CCEE,17.92501220318406,-2.7176814037189736,38.56770581008709,,16,
retained_site_interaction_component,308,2,chest,age,m10_midpoint,Midpoint of the brightest 10 hours,THUAS,Delft (NL),#117733,3.3941372530223965,-20.47113166670791,27.259406172752705,,15,
retained_site_interaction_component,309,3,chest,age,m10_midpoint,Midpoint of the brightest 10 hours,BAUA,Dortmund (DE),#DDCC77,-1.2197404736289528,-20.90451229171515,18.46503134445725,,20,
retained_site_interaction_component,310,5,chest,age,m10_midpoint,Midpoint of the brightest 10 hours,TUM,Munich (DE),#DDCC77,245.24844720502463,105.5728835720387,384.92401083801064,,10,
retained_site_interaction_component,311,6,chest,age,m10_midpoint,Midpoint of the brightest 10 hours,FUSPCEU,Madrid (ES),#CC6677,-19.274642575693623,-42.10729556865723,3.558010417269987,,22,
retained_site_interaction_component,312,7,chest,age,m10_midpoint,Midpoint of the brightest 10 hours,IZTECH,Izmir (TR),#332288,32.88593704187935,-64.64714993264087,130.4190240163996,,17,
retained_site_interaction_component,313,8,chest,age,m10_midpoint,Midpoint of the brightest 10 hours,UCR,San José (CR),#44AA99,-13.57848406217709,-33.699158260684726,6.54219013633055,,39,
retained_site_interaction_component,314,9,chest,age,m10_midpoint,Midpoint of the brightest 10 hours,KNUST,Kumasi (GH),#AA4499,-57.89717802503935,-212.14042494198557,96.34606889190688,,15,
retained_site_interaction_component,315,1,chest,age,last_timing_above_250,Last light timing above 250 lx melEDI,RISE,Borås (SE),#88CCEE,43.94605507942173,14.83245833336098,73.05965182548249,,16,
retained_site_interaction_component,316,2,chest,age,last_timing_above_250,Last light timing above 250 lx melEDI,THUAS,Delft (NL),#117733,-29.561566376093086,-65.23461159614988,6.111478843963706,,15,
retained_site_interaction_component,317,3,chest,age,last_timing_above_250,Last light timing above 250 lx melEDI,BAUA,Dortmund (DE),#DDCC77,-25.099206363840192,-52.79017147917874,2.5917587514983573,,20,
retained_site_interaction_component,318,5,chest,age,last_timing_above_250,Last light timing above 250 lx melEDI,TUM,Munich (DE),#DDCC77,-39.39546251905223,-235.6148537389863,156.82392870088188,,10,
retained_site_interaction_component,319,6,chest,age,last_timing_above_250,Last light timing above 250 lx melEDI,FUSPCEU,Madrid (ES),#CC6677,35.66183319662061,3.3027772398276696,68.02088915341355,,22,
retained_site_interaction_component,320,7,chest,age,last_timing_above_250,Last light timing above 250 lx melEDI,IZTECH,Izmir (TR),#332288,-27.2523067075767,-164.1334901480701,109.6288767329167,,17,
retained_site_interaction_component,321,8,chest,age,last_timing_above_250,Last light timing above 250 lx melEDI,UCR,San José (CR),#44AA99,14.66469036792921,-13.632735305381182,42.9621160412396,,39,
retained_site_interaction_component,322,9,chest,age,last_timing_above_250,Last light timing above 250 lx melEDI,KNUST,Kumasi (GH),#AA4499,-27.07193847701783,-247.58955520149263,193.44567824745695,,15,
