role,path,sha256,bytes
protected_input,notebooks/hypotheses/H10.qmd,0cf302f74c482168c5f5d4c640bbc6a80ef451333f7d76f3c3be204ac1b5f64d,49224
protected_input,_build/nathealth/notebooks/hypotheses/H10.html,c0f4cbc78b899b41cad904e723891c9ac499bf4485233cf7aefff2ebaa059409,358275
protected_input,artifacts/10_figures/H10/H10_age_site_significant_associations.png,f63973b770ecaca01a3fb2b24fa455b14f7a5208c82df377317578a443d411a6,463728
protected_input,artifacts/10_figures/H10/H10_age_site_significant_associations.pdf,5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf,46187
protected_input,artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv,5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd,41751
protected_input,artifacts/12_manifests/H10/H10_stage3_reader_figure_manifest.csv,4d270e49c99f980e431fbb7e12d51c017edfe86b793a63458c574e0f0564f7a0,1470
protected_input,artifacts/12_manifests/H10/H10_stage3_artifacts.csv,b556d9fdb19eeda766414bab30420846ee5c46138e9d7861f61e92da7516683e,147622
protected_input,audit/manuscript_nature_health/manuscript_figure_table_selection.qmd,d3bc63e3715fdf41daea48129b0107ee330e98ec7e3654efafa235ed01121c23,50031
protected_input,audit/manuscript_nature_health/manuscript_figure_table_selection.html,e149e394e0a23da2063c4db2871c54a123ba75958c9282bb1fa7d171512a68a9,26208611
protected_input,audit/manuscript_nature_health/figure_table_selection_assets/tbl-h10-main-results.html,b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193,18766
selection_candidate_asset,audit/manuscript_nature_health/figure_table_selection_assets/H10_age_site_significant_associations_selection_candidate.png,37c4021eab7d851df9a865c5d7788f21bff4a82935693944eb081144fa960112,459740
candidate_builder_source,audit/hypotheses/H10/manuscript_selection_figure_candidate/build_h10_selection_figure_candidate.R,585b2c184f05fb9e2a3e80cd91947653930d5b0451016b1fab90f631596a3da7,19844
candidate_verifier_source,audit/hypotheses/H10/manuscript_selection_figure_candidate/verify_and_seal_h10_selection_figure_candidate.R,1272cb0ba0893aac14783819ab2177432a5224652ad30cba2ecc5e5c7a0a6a7d,21515
reader_display_text_contract,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_display_text.csv,e34ffd6de2bf1abb1e50a1474fd8c84611a2cef9ee7a8b9b4e7b971a25bb3ce5,1537
candidate_caption,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_caption.md,e2b976ccd9dea28eda15113d68794a93360b6b90a6f75ca4d00048783a6f0b33,940
candidate_build_contract,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_build_contract.csv,d151e7504b9635fb9eba627de82c3ce34e2990d38645fe9865a2d41e9a1dc373,1293
candidate_build_session,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_build_session_info.txt,f331012e6e752502ff399deebf3993ada08ce6d7d2b59899c5cdd98935ccb3ba,1384
170mm_visual_proof,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_170mm_A4_proof.png,821a3c7b63609c1ad9308b989d5cbbf37416245352ea3adb34094a015fd370fa,588075
iteration_record,audit/hypotheses/H10/manuscript_selection_figure_candidate/checker_and_visual_iteration_record.md,57ff80a86991a20fd6b2dc4023ef50dff20620b1b8f04a7be8680c209c4f68ef,1318
manual_visual_qa,audit/hypotheses/H10/manuscript_selection_figure_candidate/visual_qa_observations.csv,1aee214e9b2f701c2a44bc6e2d2420b00f1fae8831ea7bef65c9c9dcf52abcf2,2039
protected_identity_audit,audit/hypotheses/H10/manuscript_selection_figure_candidate/released_pin_audit.csv,1a61498c8c21f8621a8cbbd04d4fa880acf51f869c3cbd1aae57d9130760fc9a,2149
display_and_content_audit,audit/hypotheses/H10/manuscript_selection_figure_candidate/display_and_content_contract_checks.csv,ac47d338817cdf4995eb88fa4e985ff68b7a5bd8989b5df972cfe2eed9d980ac,3308
plotted_value_and_order_audit,audit/hypotheses/H10/manuscript_selection_figure_candidate/plotted_value_order_audit.csv,b348760b79157ab63a660b9e988b08fa968ee1c40762ebfb7b19c62d48e7226b,5640
execution_record,audit/hypotheses/H10/manuscript_selection_figure_candidate/verifier_execution_record.csv,17494c3e4f283ed04f28df32f2c8a5a6d77c60d7de3ffc733f93bbcfecee0412,694
