path,expected_sha256,exists,observed_sha256,bytes,pass
notebooks/hypotheses/H10.qmd,0cf302f74c482168c5f5d4c640bbc6a80ef451333f7d76f3c3be204ac1b5f64d,TRUE,0cf302f74c482168c5f5d4c640bbc6a80ef451333f7d76f3c3be204ac1b5f64d,49224,TRUE
_build/nathealth/notebooks/hypotheses/H10.html,c0f4cbc78b899b41cad904e723891c9ac499bf4485233cf7aefff2ebaa059409,TRUE,c0f4cbc78b899b41cad904e723891c9ac499bf4485233cf7aefff2ebaa059409,358275,TRUE
artifacts/10_figures/H10/H10_age_site_significant_associations.png,f63973b770ecaca01a3fb2b24fa455b14f7a5208c82df377317578a443d411a6,TRUE,f63973b770ecaca01a3fb2b24fa455b14f7a5208c82df377317578a443d411a6,463728,TRUE
artifacts/10_figures/H10/H10_age_site_significant_associations.pdf,5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf,TRUE,5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf,46187,TRUE
artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv,5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd,TRUE,5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd,41751,TRUE
artifacts/12_manifests/H10/H10_stage3_reader_figure_manifest.csv,4d270e49c99f980e431fbb7e12d51c017edfe86b793a63458c574e0f0564f7a0,TRUE,4d270e49c99f980e431fbb7e12d51c017edfe86b793a63458c574e0f0564f7a0,1470,TRUE
artifacts/12_manifests/H10/H10_stage3_artifacts.csv,b556d9fdb19eeda766414bab30420846ee5c46138e9d7861f61e92da7516683e,TRUE,b556d9fdb19eeda766414bab30420846ee5c46138e9d7861f61e92da7516683e,147622,TRUE
audit/manuscript_nature_health/manuscript_figure_table_selection.qmd,d3bc63e3715fdf41daea48129b0107ee330e98ec7e3654efafa235ed01121c23,TRUE,d3bc63e3715fdf41daea48129b0107ee330e98ec7e3654efafa235ed01121c23,50031,TRUE
audit/manuscript_nature_health/manuscript_figure_table_selection.html,e149e394e0a23da2063c4db2871c54a123ba75958c9282bb1fa7d171512a68a9,TRUE,e149e394e0a23da2063c4db2871c54a123ba75958c9282bb1fa7d171512a68a9,26208611,TRUE
audit/manuscript_nature_health/figure_table_selection_assets/tbl-h10-main-results.html,b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193,TRUE,b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193,18766,TRUE
