role,path,sha256,bytes
protected_input,notebooks/hypotheses/H10.qmd,0cf302f74c482168c5f5d4c640bbc6a80ef451333f7d76f3c3be204ac1b5f64d,49224
protected_input,_build/nathealth/notebooks/hypotheses/H10.html,c0f4cbc78b899b41cad904e723891c9ac499bf4485233cf7aefff2ebaa059409,358275
protected_input,artifacts/10_figures/H10/H10_age_site_significant_associations.png,f63973b770ecaca01a3fb2b24fa455b14f7a5208c82df377317578a443d411a6,463728
protected_input,artifacts/10_figures/H10/H10_age_site_significant_associations.pdf,5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf,46187
protected_input,artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv,5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd,41751
protected_input,artifacts/12_manifests/H10/H10_stage3_reader_figure_manifest.csv,4d270e49c99f980e431fbb7e12d51c017edfe86b793a63458c574e0f0564f7a0,1470
protected_input,artifacts/12_manifests/H10/H10_stage3_artifacts.csv,b556d9fdb19eeda766414bab30420846ee5c46138e9d7861f61e92da7516683e,147622
protected_input,audit/manuscript_nature_health/manuscript_figure_table_selection.qmd,f430fe5bcbb6e40420a80797e8858d6b5ce42a7a046ad2da73877ae925c7acf3,50118
protected_input,audit/manuscript_nature_health/manuscript_figure_table_selection.html,e149e394e0a23da2063c4db2871c54a123ba75958c9282bb1fa7d171512a68a9,26208611
protected_input,audit/manuscript_nature_health/figure_table_selection_assets/tbl-h10-main-results.html,b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193,18766
selection_candidate_asset,audit/manuscript_nature_health/figure_table_selection_assets/H10_age_site_significant_associations_selection_candidate.png,e989646f21543203ef07916dde8917e85243667d54b5aa492815476edc6c4b60,460731
candidate_builder_source,audit/hypotheses/H10/manuscript_selection_figure_candidate/build_h10_selection_figure_candidate.R,5a2f9cb8fee62a5f19002405db4bb4868a7a1b13ebc950719335dd33458b8c7c,19928
candidate_verifier_source,audit/hypotheses/H10/manuscript_selection_figure_candidate/verify_and_seal_h10_selection_figure_candidate.R,d065a3efcba594a62a7c15234768d2d9421451b033b8a789804a1355d70a7064,22241
reader_display_text_contract,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_display_text.csv,e34ffd6de2bf1abb1e50a1474fd8c84611a2cef9ee7a8b9b4e7b971a25bb3ce5,1537
candidate_caption,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_caption.md,d28424cbc3073705a305a2524bc6cd87bb0791d5f714a783625e24e9597101d8,940
candidate_build_contract,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_build_contract.csv,7c6151291c261b24aeb2afdf033b57a9ca3b32c58d1cbb6eb586eb7b7af20db6,1334
candidate_build_session,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_build_session_info.txt,f331012e6e752502ff399deebf3993ada08ce6d7d2b59899c5cdd98935ccb3ba,1384
170mm_visual_proof,audit/hypotheses/H10/manuscript_selection_figure_candidate/candidate_170mm_A4_proof.png,ca08e113602e250b961038becd103f992b5bc94b55fee123f99c7547d79022f9,586662
iteration_record,audit/hypotheses/H10/manuscript_selection_figure_candidate/checker_and_visual_iteration_record.md,caa787d18a36f168d0c5ff8a988eb4a3a6b0bf7f60f459322302ad2792359d73,2552
manual_visual_qa,audit/hypotheses/H10/manuscript_selection_figure_candidate/visual_qa_observations.csv,37f4a962ec719337c9911f00ad30cb1fe4816513ad4f7d8190e3b87926bbc9f9,2096
protected_identity_audit,audit/hypotheses/H10/manuscript_selection_figure_candidate/released_pin_audit.csv,f059071ca1f5bc00d7168318dff41fb1d455c741c50ebb9fa77dde85d10ff561,2149
display_and_content_audit,audit/hypotheses/H10/manuscript_selection_figure_candidate/display_and_content_contract_checks.csv,bcdffb7e14b6c170708eef97f6affff2f45e1f735f90ec1da3cb8ff5bf970733,3372
plotted_value_and_order_audit,audit/hypotheses/H10/manuscript_selection_figure_candidate/plotted_value_order_audit.csv,b348760b79157ab63a660b9e988b08fa968ee1c40762ebfb7b19c62d48e7226b,5640
execution_record,audit/hypotheses/H10/manuscript_selection_figure_candidate/verifier_execution_record.csv,2cde1b65c5357b228beed077241573361cdc344f39d2ce2327ac1eb3e2bb5f3e,1164
