"component","basis","charged_seconds"
"previous_sealed_accounting","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_001/accounting_summary.json",799.985078168022
"figure_candidate_independent","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/figure_candidate_independent_execution_001/finish.json",0.238446875009686
"current_report_projections","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/current_report_projections_execution_001/finish.json",0.231368582986761
"internal_fixture_cells","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/internal_fixture_cells_execution_001/finish.json",0.778360915952362
"results_fixture_cells","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/results_fixture_cells_execution_001/finish.json",0.423543000011705
"methods_fixture_cells","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/methods_fixture_cells_execution_001/finish.json",0.372843042016029
"internal_render_structure","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/internal_render_structure_execution_001/finish.json",0.309122124977876
"internal_render_table_cells","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/internal_render_table_cells_execution_001/finish.json",0.719333458051551
"internal_render_images","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/internal_render_images_execution_001/finish.json",0.250362084014341
"internal_recovery_audit","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/independent_evidence/recovery_execution/finish.json",35.9770302079851
