run_id,placement,fitted_bin,long_rows,effective_weighted_hours,observed_mean_lx,fitted_mean_lx,pearson_mean,zero_weighted_fraction
main__near_eye,Near-eye,1,864,856.5,1.1315153811562635,3.0021901310714987,-0.7614893529869327,0.8056042031523643
main__near_eye,Near-eye,2,864,857.5,1.225317935383974,4.209069730136491,-0.9553274200543325,0.7860058309037901
main__near_eye,Near-eye,3,864,860.5,4.119828583548414,5.513327720528058,-0.3820725675048073,0.8099941894247531
main__near_eye,Near-eye,4,864,840,6.3412243010490155,6.253301006897625,0.10235266184747775,0.6773809523809524
main__near_eye,Near-eye,5,864,848.5,17.416372030311482,12.17043907809041,0.6701359336571934,0.6511490866234532
main__near_eye,Near-eye,6,864,839.6666666666667,14.602935163738923,13.752936699264394,0.17282734051203652,0.7270742358078602
main__near_eye,Near-eye,7,863,857.5,25.187771435012927,17.278607173759813,0.8613802993681499,0.6034985422740525
main__near_eye,Near-eye,8,863,851,38.38311815555918,34.32042315948842,0.23398225264272995,0.10810810810810811
main__near_eye,Near-eye,9,863,821.3333333333334,46.6563441438001,54.11239371199831,-0.35775146558050003,0.09679383116883117
main__near_eye,Near-eye,10,863,817.5000000000001,63.257080721849555,62.24625497538691,-0.0071408722302481265,0.05015290519877675
main__near_eye,Near-eye,11,863,855.5,115.67670135239851,91.984505265674,0.7536306387785439,0.040911747516072475
main__near_eye,Near-eye,12,863,800.1666666666666,135.24576869478258,121.18448411464216,0.31521493467294387,0.044365757133930435
main__near_eye,Near-eye,13,863,824.6666666666667,89.65443143813954,142.87745197201608,-1.1553545155885565,0.030315278900565883
main__near_eye,Near-eye,14,863,833.3333333333334,199.0867917958072,155.18946852389368,0.8858157778691343,0.020399999999999998
main__near_eye,Near-eye,15,863,829.6666666666667,180.27371188784218,161.4752134191707,0.3328211307048082,0.0295299316994777
main__near_eye,Near-eye,16,863,807.0000000000001,187.94328339082514,192.9036097549231,-0.031470816753878604,0.04646840148698884
main__near_eye,Near-eye,17,863,822.8333333333334,276.0623536176988,350.4020117089704,-0.8298403297372188,0.02005266356086692
main__near_eye,Near-eye,18,863,832.0000000000002,334.38984671553595,422.65455625288774,-0.8366295926285803,0.012019230769230766
main__near_eye,Near-eye,19,863,753.6666666666672,601.5493836153919,596.1991323762128,0.09989144233550286,0.035161432994250306
main__near_eye,Near-eye,20,863,717.1666666666666,1643.1015116010192,1514.5512597220727,0.6334996398659599,0.04671159656053916
main__chest,Chest,1,1054,1049,1.2177507794282338,4.275443018935293,-1.0055753902744773,0.8627264061010487
main__chest,Chest,2,1054,1038,10.520986382564798,4.516146498994015,1.9146785740252372,0.7745664739884393
main__chest,Chest,3,1054,1040,5.783546083550097,5.7844586412891434,0.07130667508759478,0.6408653846153847
main__chest,Chest,4,1054,1040,4.892547129872123,6.501488542133992,-0.3841121201631431,0.7524038461538461
main__chest,Chest,5,1054,1030,2.470919412957928,10.066170132793424,-1.298058704476173,0.7907766990291262
main__chest,Chest,6,1054,1046.5,27.155185817703114,12.106211089991142,1.8799632127899062,0.6832298136645962
main__chest,Chest,7,1054,1013.1666666666665,11.234282293588661,21.612675290559583,-1.2584818107586366,0.6711630202335912
main__chest,Chest,8,1054,1037.5,24.183738453805514,49.909159497352626,-1.2612720061522782,0.14795180722891565
main__chest,Chest,9,1054,982.6666666666666,73.58847446916498,60.31116894852539,0.4452382524070717,0.030020352781546814
main__chest,Chest,10,1054,1013.5,84.27221882487652,74.1201046378422,0.3575596513923565,0.053280710409472125
main__chest,Chest,11,1054,1003.8333333333334,165.3690457576453,113.96378522210347,1.264263708214877,0.03586252697991034
main__chest,Chest,12,1053,1021,141.59793624319332,120.24267630308707,0.43113896931504636,0.04603330068560235
main__chest,Chest,13,1053,1028,134.18733589734677,132.5267187234746,0.07876122954536358,0.029182879377431907
main__chest,Chest,14,1053,982.5000000000001,160.64833393334342,161.21233125932687,-0.004956644719105673,0.043765903307888036
main__chest,Chest,15,1053,1009.8333333333333,134.01565234427596,176.70462891176442,-0.7891466265494824,0.02723221653738241
main__chest,Chest,16,1053,1027.5,229.59562638466429,227.9654696766073,0.06005041761365914,0.031143552311435525
main__chest,Chest,17,1053,986.0000000000002,289.4202762816213,310.1489279577874,-0.2611879520489237,0.028904665314401615
main__chest,Chest,18,1053,983.8333333333334,388.0293756670832,425.6138644368626,-0.39045265821154146,0.028968321192613923
main__chest,Chest,19,1053,930.4999999999999,758.6067388491634,776.0875206377242,-0.1200663213824256,0.0231058570660935
main__chest,Chest,20,1053,864.6666666666663,1752.0655732448042,1647.8117848212835,0.1570590975874145,0.028334618350038563
