run_id,placement,scale,group_1,group_2,covariance
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,global_time,4.520930050885088
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,activity_deviations,global_time,1.9205929385781848
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,global_time,0.004830340366707187
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,global_time,0.041397352746580234
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,global_time,0.0023069154319764703
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,activity_deviations,1.9205929385781846
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,activity_deviations,activity_deviations,1.7297517543889107
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,activity_deviations,0.04765769594142574
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,activity_deviations,0.09197799467699658
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,activity_deviations,0.012440144138116924
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,site_deviations,0.004830340366707191
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,activity_deviations,site_deviations,0.04765769594142594
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,site_deviations,0.6214210237233789
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,site_deviations,0.0228016749781246
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,site_deviations,8.448455920548162e-4
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,participant_curves,0.04139735274658025
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,activity_deviations,participant_curves,0.09197799467699654
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,participant_curves,0.022801674978124613
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,participant_curves,0.8329103620979694
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,participant_curves,0.04885864150882077
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,participant_day_shifts,0.0023069154319764733
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,activity_deviations,participant_day_shifts,0.012440144138116921
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,participant_day_shifts,8.448455920548186e-4
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,participant_day_shifts,0.048858641508820765
temporal_activity_long__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,participant_day_shifts,0.27801764053280886
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,global_time,global_time,4.502370666329101
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,activity_deviations,global_time,2.158180055245426
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,global_time,-0.005468372763214174
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,global_time,0.03738433195717344
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,global_time,0.002810060690748411
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,global_time,activity_deviations,2.158180055245426
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,activity_deviations,activity_deviations,2.0457674204889296
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,activity_deviations,0.04595034759783255
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,activity_deviations,0.07547203595917759
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,activity_deviations,0.021419906849108956
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,global_time,site_deviations,-0.005468372763214174
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,activity_deviations,site_deviations,0.04595034759783255
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,site_deviations,0.8131784381105862
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,site_deviations,0.018264593818833073
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,site_deviations,-3.964608114168858e-4
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,global_time,participant_curves,0.03738433195717347
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,activity_deviations,participant_curves,0.07547203595917759
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,participant_curves,0.018264593818833073
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,participant_curves,0.7413640874892672
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,participant_curves,0.07125123608646587
temporal_activity_long__chest,Chest,natural-log conditional-mean linear predictor,global_time,participant_day_shifts,0.002810060690748416
