placement,site,participant_key,local_date,photoperiod_hours,absolute_latitude_deg,deterministic_plot_offset_deg,plot_latitude_deg,display_order,display_name,color_hex
chest,RISE,RISE::RISE_S001,2025-03-04,12.179657288326158,57.715675,-0.2,57.515674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S001,2025-03-05,12.261009983155462,57.715675,-0.17500000000000002,57.540675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S001,2025-03-06,12.34262978831927,57.715675,-0.15000000000000002,57.565675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S001,2025-03-07,12.424510966539383,57.715675,-0.125,57.590675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S001,2025-03-08,12.506648212075234,57.715675,-0.1,57.615674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S001,2025-03-09,12.58903662721316,57.715675,-0.07500000000000001,57.640674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S002,2025-03-18,13.341199753284455,57.715675,-0.04999999999999999,57.665675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S002,2025-03-19,13.42590415040652,57.715675,-0.024999999999999994,57.690675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S002,2025-03-20,13.510826363431082,57.715675,0,57.715675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S002,2025-03-21,13.595964657399389,57.715675,0.024999999999999994,57.740674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S002,2025-03-22,13.68131742046939,57.715675,0.04999999999999999,57.765674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S002,2025-03-23,13.766883142524295,57.715675,0.07500000000000001,57.790675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S003,2025-03-18,13.341199753284455,57.715675,0.10000000000000003,57.815675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S003,2025-03-19,13.42590415040652,57.715675,0.125,57.840675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S003,2025-03-20,13.510826363431082,57.715675,0.15000000000000002,57.865674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S003,2025-03-21,13.595964657399389,57.715675,0.175,57.890674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S003,2025-03-22,13.68131742046939,57.715675,0.2,57.915675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S003,2025-03-23,13.766883142524295,57.715675,-0.2,57.515674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S004,2025-03-25,13.938647803200615,57.715675,-0.17500000000000002,57.540675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S004,2025-03-26,14.024844036764568,57.715675,-0.15000000000000002,57.565675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S004,2025-03-27,14.111247775289748,57.715675,-0.125,57.590675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S004,2025-03-28,14.19785769297017,57.715675,-0.1,57.615674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S004,2025-03-29,14.284672434462442,57.715675,-0.07500000000000001,57.640674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S004,2025-03-30,14.371690592434671,57.715675,-0.04999999999999999,57.665675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S005,2025-04-01,14.54633112874296,57.715675,-0.024999999999999994,57.690675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S005,2025-04-02,14.633950222267044,57.715675,0,57.715675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S005,2025-04-03,14.721766114168696,57.715675,0.024999999999999994,57.740674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S005,2025-04-04,14.809776781466272,57.715675,0.04999999999999999,57.765674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S005,2025-04-05,14.897980003555615,57.715675,0.07500000000000001,57.790675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S005,2025-04-06,14.986373335785336,57.715675,0.10000000000000003,57.815675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S006,2025-04-15,15.78991743306319,57.715675,0.125,57.840675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S006,2025-04-16,15.880007472435633,57.715675,0.15000000000000002,57.865674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S006,2025-04-17,15.970237473911709,57.715675,0.175,57.890674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S006,2025-04-18,16.060599889622793,57.715675,0.2,57.915675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S006,2025-04-19,16.15108650598261,57.715675,-0.2,57.515674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S006,2025-04-20,16.241688398917518,57.715675,-0.17500000000000002,57.540675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S007,2025-04-15,15.78991743306319,57.715675,-0.15000000000000002,57.565675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S007,2025-04-16,15.880007472435633,57.715675,-0.125,57.590675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S007,2025-04-17,15.970237473911709,57.715675,-0.1,57.615674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S007,2025-04-18,16.060599889622793,57.715675,-0.07500000000000001,57.640674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S007,2025-04-19,16.15108650598261,57.715675,-0.04999999999999999,57.665675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S007,2025-04-20,16.241688398917518,57.715675,-0.024999999999999994,57.690675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S008,2025-04-29,17.06040390630563,57.715675,0,57.715675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S008,2025-04-30,17.151474550233946,57.715675,0.024999999999999994,57.740674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S008,2025-05-01,17.242500105102856,57.715675,0.04999999999999999,57.765674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S008,2025-05-02,17.33345867547724,57.715675,0.07500000000000001,57.790675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S008,2025-05-03,17.424326815075343,57.715675,0.10000000000000003,57.815675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S008,2025-05-04,17.515079435838594,57.715675,0.125,57.840675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S009,2025-05-27,19.47890533533361,57.715675,0.15000000000000002,57.865674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S009,2025-05-28,19.55297898358769,57.715675,0.175,57.890674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S009,2025-05-29,19.625408908989694,57.715675,0.2,57.915675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S009,2025-05-30,19.696082001328467,57.715675,-0.2,57.515674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S009,2025-05-31,19.76488055811988,57.715675,-0.17500000000000002,57.540675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S009,2025-06-01,19.831682472030323,57.715675,-0.15000000000000002,57.565675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S010,2025-06-10,20.321251919137108,57.715675,-0.125,57.590675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S010,2025-06-11,20.360735110441844,57.715675,-0.1,57.615674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S010,2025-06-12,20.396744766698944,57.715675,-0.07500000000000001,57.640674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S010,2025-06-13,20.429159809152285,57.715675,-0.04999999999999999,57.665675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S010,2025-06-14,20.457867281238237,57.715675,-0.024999999999999994,57.690675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S012,2025-06-10,20.321251919137108,57.715675,0,57.715675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S012,2025-06-11,20.360735110441844,57.715675,0.024999999999999994,57.740674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S012,2025-06-12,20.396744766698944,57.715675,0.04999999999999999,57.765674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S012,2025-06-13,20.429159809152285,57.715675,0.07500000000000001,57.790675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S012,2025-06-14,20.457867281238237,57.715675,0.10000000000000003,57.815675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S012,2025-06-15,20.482763924863605,57.715675,0.125,57.840675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S012,2025-06-16,20.503757714099354,57.715675,0.15000000000000002,57.865674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S013,2025-06-24,20.52484733098083,57.715675,0.175,57.890674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S013,2025-06-25,20.508991887436974,57.715675,0.2,57.915675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S013,2025-06-26,20.489147805107965,57.715675,-0.2,57.515674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S013,2025-06-27,20.465393348733585,57.715675,-0.17500000000000002,57.540675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S013,2025-06-28,20.43781963951058,57.715675,-0.15000000000000002,57.565675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S013,2025-06-29,20.406529225375916,57.715675,-0.125,57.590675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S014,2025-10-07,12.295595754848586,57.715675,-0.1,57.615674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S014,2025-10-08,12.215335908797051,57.715675,-0.07500000000000001,57.640674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S014,2025-10-09,12.135332807037566,57.715675,-0.04999999999999999,57.665675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S014,2025-10-10,12.055592330296834,57.715675,-0.024999999999999994,57.690675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S014,2025-10-11,11.976120831569036,57.715675,0,57.715675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S014,2025-10-12,11.896925158434444,57.715675,0.024999999999999994,57.740674999999996,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S015,2025-10-07,12.295595754848586,57.715675,0.04999999999999999,57.765674999999995,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S015,2025-10-08,12.215335908797051,57.715675,0.07500000000000001,57.790675,1,Borås (SE),#88CCEE
chest,RISE,RISE::RISE_S015,2025-10-09,12.135332807037566,57.715675,0.10000000000000003,57.815675,1,Borås (SE),#88CCEE
