"endpoint","table_id","row","column","expected","actual","exact_value"
"tbl-implementation-contract","measurement",1,"Aspect","Daytime","Daytime",TRUE
"tbl-implementation-contract","measurement",1,"Construction","melEDI at least 250 lx, outside the three-hour Pre-sleep window","melEDI at least 250 lx, outside the three-hour Pre-sleep window",TRUE
"tbl-implementation-contract","measurement",1,"Interpretation","Near-eye primary measurement","Near-eye primary measurement",TRUE
"tbl-implementation-contract","measurement",2,"Aspect","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-contract","measurement",2,"Construction","melEDI at most 10 lx, in the three hours before sleep","melEDI at most 10 lx, in the three hours before sleep",TRUE
"tbl-implementation-contract","measurement",2,"Interpretation","Near-eye primary measurement","Near-eye primary measurement",TRUE
"tbl-implementation-contract","measurement",3,"Aspect","Sleep","Sleep",TRUE
"tbl-implementation-contract","measurement",3,"Construction","melEDI at most 1 lx during recorded Sleep","melEDI at most 1 lx during recorded Sleep",TRUE
"tbl-implementation-contract","measurement",3,"Interpretation","Bedside measurement, not ocular or whole-bedroom exposure","Bedside measurement, not ocular or whole-bedroom exposure",TRUE
"tbl-implementation-contract","measurement",4,"Aspect","Numerator","Numerator",TRUE
"tbl-implementation-contract","measurement",4,"Construction","Number of valid minutes meeting the inclusive window-specific threshold","Number of valid minutes meeting the inclusive window-specific threshold",TRUE
"tbl-implementation-contract","measurement",4,"Interpretation","Threshold equality counts as adherence","Threshold equality counts as adherence",TRUE
"tbl-implementation-contract","measurement",5,"Aspect","Denominator","Denominator",TRUE
"tbl-implementation-contract","measurement",5,"Construction","All valid minutes in that window, adherent plus non-adherent","All valid minutes in that window, adherent plus non-adherent",TRUE
"tbl-implementation-contract","measurement",5,"Interpretation","Missing minutes are not imputed; exact zero and one proportions are retained","Missing minutes are not imputed; exact zero and one proportions are retained",TRUE
"tbl-implementation-contract","measurement",6,"Aspect","Coverage","Coverage",TRUE
"tbl-implementation-contract","measurement",6,"Construction","Valid minutes divided by the exact expected interval duration","Valid minutes divided by the exact expected interval duration",TRUE
"tbl-implementation-contract","measurement",6,"Interpretation","Expected minutes define coverage, not the model denominator","Expected minutes define coverage, not the model denominator",TRUE
"tbl-implementation-contract","measurement",7,"Aspect","Independent eligibility","Independent eligibility",TRUE
"tbl-implementation-contract","measurement",7,"Construction","Any valid period is primary; at least 80% is the coverage sensitivity","Any valid period is primary; at least 80% is the coverage sensitivity",TRUE
"tbl-implementation-contract","measurement",7,"Interpretation","One window may contribute while another is missing","One window may contribute while another is missing",TRUE
"tbl-implementation-contract","measurement",8,"Aspect","Day ownership","Day ownership",TRUE
"tbl-implementation-contract","measurement",8,"Construction","Work or Free day of the wake-start calendar date","Work or Free day of the wake-start calendar date",TRUE
"tbl-implementation-contract","measurement",8,"Interpretation","Preceding Sleep, Daytime and following Pre-sleep form one cycle; midnight does not split it","Preceding Sleep, Daytime and following Pre-sleep form one cycle; midnight does not split it",TRUE
"tbl-implementation-samples","samples",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-implementation-samples","samples",1,"Window periods","2298","2298",TRUE
"tbl-implementation-samples","samples",1,"Participants","140","140",TRUE
"tbl-implementation-samples","samples",1,"Wake-anchored cycles","794","794",TRUE
"tbl-implementation-samples","samples",1,"Valid minutes","1043192","1043192",TRUE
"tbl-implementation-samples","samples",2,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-implementation-samples","samples",2,"Window periods","2069","2069",TRUE
"tbl-implementation-samples","samples",2,"Participants","140","140",TRUE
"tbl-implementation-samples","samples",2,"Wake-anchored cycles","762","762",TRUE
"tbl-implementation-samples","samples",2,"Valid minutes","996868","996868",TRUE
"tbl-implementation-support","support",1,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",1,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",1,"Site","Borås (SE)","Borås (SE)",TRUE
"tbl-implementation-support","support",1,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",1,"Periods","45","45",TRUE
"tbl-implementation-support","support",1,"Participants","12","12",TRUE
"tbl-implementation-support","support",1,"Both day types","12","12",TRUE
"tbl-implementation-support","support",1,"Valid minutes","34883","34883",TRUE
"tbl-implementation-support","support",1,"Expected minutes","36519","36519",TRUE
"tbl-implementation-support","support",1,"Median valid minutes","786","786.0",TRUE
"tbl-implementation-support","support",1,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",1,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",2,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",2,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",2,"Site","Borås (SE)","Borås (SE)",TRUE
"tbl-implementation-support","support",2,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",2,"Periods","45","45",TRUE
"tbl-implementation-support","support",2,"Participants","12","12",TRUE
"tbl-implementation-support","support",2,"Both day types","12","12",TRUE
"tbl-implementation-support","support",2,"Valid minutes","7401","7401",TRUE
"tbl-implementation-support","support",2,"Expected minutes","8100","8100",TRUE
"tbl-implementation-support","support",2,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",2,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",2,"Exactly 100%","2","2",TRUE
"tbl-implementation-support","support",3,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",3,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",3,"Site","Borås (SE)","Borås (SE)",TRUE
"tbl-implementation-support","support",3,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",3,"Periods","45","45",TRUE
"tbl-implementation-support","support",3,"Participants","12","12",TRUE
"tbl-implementation-support","support",3,"Both day types","12","12",TRUE
"tbl-implementation-support","support",3,"Valid minutes","19580","19580",TRUE
"tbl-implementation-support","support",3,"Expected minutes","20267","20267",TRUE
"tbl-implementation-support","support",3,"Median valid minutes","420","420.0",TRUE
"tbl-implementation-support","support",3,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",3,"Exactly 100%","27","27",TRUE
"tbl-implementation-support","support",4,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",4,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",4,"Site","Delft (NL)","Delft (NL)",TRUE
"tbl-implementation-support","support",4,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",4,"Periods","41","41",TRUE
"tbl-implementation-support","support",4,"Participants","12","12",TRUE
"tbl-implementation-support","support",4,"Both day types","12","12",TRUE
"tbl-implementation-support","support",4,"Valid minutes","29710","29710",TRUE
"tbl-implementation-support","support",4,"Expected minutes","31703","31703",TRUE
"tbl-implementation-support","support",4,"Median valid minutes","727","727.0",TRUE
"tbl-implementation-support","support",4,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",4,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",5,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",5,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",5,"Site","Delft (NL)","Delft (NL)",TRUE
"tbl-implementation-support","support",5,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",5,"Periods","38","38",TRUE
"tbl-implementation-support","support",5,"Participants","12","12",TRUE
"tbl-implementation-support","support",5,"Both day types","12","12",TRUE
"tbl-implementation-support","support",5,"Valid minutes","6162","6162",TRUE
"tbl-implementation-support","support",5,"Expected minutes","6840","6840",TRUE
"tbl-implementation-support","support",5,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",5,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",5,"Exactly 100%","5","5",TRUE
"tbl-implementation-support","support",6,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",6,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",6,"Site","Delft (NL)","Delft (NL)",TRUE
"tbl-implementation-support","support",6,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",6,"Periods","41","41",TRUE
"tbl-implementation-support","support",6,"Participants","12","12",TRUE
"tbl-implementation-support","support",6,"Both day types","12","12",TRUE
"tbl-implementation-support","support",6,"Valid minutes","19908","19908",TRUE
"tbl-implementation-support","support",6,"Expected minutes","20543","20543",TRUE
"tbl-implementation-support","support",6,"Median valid minutes","480","480.0",TRUE
"tbl-implementation-support","support",6,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",6,"Exactly 100%","10","10",TRUE
"tbl-implementation-support","support",7,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",7,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",7,"Site","Dortmund (DE)","Dortmund (DE)",TRUE
"tbl-implementation-support","support",7,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",7,"Periods","57","57",TRUE
"tbl-implementation-support","support",7,"Participants","18","18",TRUE
"tbl-implementation-support","support",7,"Both day types","15","15",TRUE
"tbl-implementation-support","support",7,"Valid minutes","42555","42555",TRUE
"tbl-implementation-support","support",7,"Expected minutes","45591","45591",TRUE
"tbl-implementation-support","support",7,"Median valid minutes","740","740.0",TRUE
"tbl-implementation-support","support",7,"Exactly 0%","3","3",TRUE
"tbl-implementation-support","support",7,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",8,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",8,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",8,"Site","Dortmund (DE)","Dortmund (DE)",TRUE
"tbl-implementation-support","support",8,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",8,"Periods","58","58",TRUE
"tbl-implementation-support","support",8,"Participants","18","18",TRUE
"tbl-implementation-support","support",8,"Both day types","16","16",TRUE
"tbl-implementation-support","support",8,"Valid minutes","9654","9654",TRUE
"tbl-implementation-support","support",8,"Expected minutes","10440","10440",TRUE
"tbl-implementation-support","support",8,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",8,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",8,"Exactly 100%","4","4",TRUE
"tbl-implementation-support","support",9,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",9,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",9,"Site","Dortmund (DE)","Dortmund (DE)",TRUE
"tbl-implementation-support","support",9,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",9,"Periods","57","57",TRUE
"tbl-implementation-support","support",9,"Participants","18","18",TRUE
"tbl-implementation-support","support",9,"Both day types","15","15",TRUE
"tbl-implementation-support","support",9,"Valid minutes","25781","25781",TRUE
"tbl-implementation-support","support",9,"Expected minutes","26895","26895",TRUE
"tbl-implementation-support","support",9,"Median valid minutes","465","465.0",TRUE
"tbl-implementation-support","support",9,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",9,"Exactly 100%","18","18",TRUE
"tbl-implementation-support","support",10,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",10,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",10,"Site","Tübingen (DE)","Tübingen (DE)",TRUE
"tbl-implementation-support","support",10,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",10,"Periods","87","87",TRUE
"tbl-implementation-support","support",10,"Participants","26","26",TRUE
"tbl-implementation-support","support",10,"Both day types","25","25",TRUE
"tbl-implementation-support","support",10,"Valid minutes","65595","65595",TRUE
"tbl-implementation-support","support",10,"Expected minutes","70079","70079",TRUE
"tbl-implementation-support","support",10,"Median valid minutes","754","754.0",TRUE
"tbl-implementation-support","support",10,"Exactly 0%","2","2",TRUE
"tbl-implementation-support","support",10,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",11,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",11,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",11,"Site","Tübingen (DE)","Tübingen (DE)",TRUE
"tbl-implementation-support","support",11,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",11,"Periods","89","89",TRUE
"tbl-implementation-support","support",11,"Participants","26","26",TRUE
"tbl-implementation-support","support",11,"Both day types","25","25",TRUE
"tbl-implementation-support","support",11,"Valid minutes","14849","14849",TRUE
"tbl-implementation-support","support",11,"Expected minutes","16020","16020",TRUE
"tbl-implementation-support","support",11,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",11,"Exactly 0%","2","2",TRUE
"tbl-implementation-support","support",11,"Exactly 100%","3","3",TRUE
"tbl-implementation-support","support",12,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",12,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",12,"Site","Tübingen (DE)","Tübingen (DE)",TRUE
"tbl-implementation-support","support",12,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",12,"Periods","90","90",TRUE
"tbl-implementation-support","support",12,"Participants","26","26",TRUE
"tbl-implementation-support","support",12,"Both day types","25","25",TRUE
"tbl-implementation-support","support",12,"Valid minutes","39753","39753",TRUE
"tbl-implementation-support","support",12,"Expected minutes","41615","41615",TRUE
"tbl-implementation-support","support",12,"Median valid minutes","457","457.0",TRUE
"tbl-implementation-support","support",12,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",12,"Exactly 100%","30","30",TRUE
"tbl-implementation-support","support",13,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",13,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",13,"Site","Munich (DE)","Munich (DE)",TRUE
"tbl-implementation-support","support",13,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",13,"Periods","30","30",TRUE
"tbl-implementation-support","support",13,"Participants","10","10",TRUE
"tbl-implementation-support","support",13,"Both day types","10","10",TRUE
"tbl-implementation-support","support",13,"Valid minutes","22002","22002",TRUE
"tbl-implementation-support","support",13,"Expected minutes","23731","23731",TRUE
"tbl-implementation-support","support",13,"Median valid minutes","717.5","717.5",TRUE
"tbl-implementation-support","support",13,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",13,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",14,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",14,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",14,"Site","Munich (DE)","Munich (DE)",TRUE
"tbl-implementation-support","support",14,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",14,"Periods","30","30",TRUE
"tbl-implementation-support","support",14,"Participants","10","10",TRUE
"tbl-implementation-support","support",14,"Both day types","10","10",TRUE
"tbl-implementation-support","support",14,"Valid minutes","5120","5120",TRUE
"tbl-implementation-support","support",14,"Expected minutes","5400","5400",TRUE
"tbl-implementation-support","support",14,"Median valid minutes","180","180.0",TRUE
