path,sha256,bytes,role,producer,r_version
artifacts/06_model_data/H01.rds,0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00,253472,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/06_model_data/H01/metric_contract.csv,006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307,4215,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/H01_latitude_leave_one_site_out.csv,a66a352bd40df8cceade3fd21cb7d3404ae013d5e818c1f79f408cb5a81f2d0f,460805,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,eae7ae0492a45f3b945005aeb2aa321edd0c2f4c7f1842048866aa2d8ccfb262,53456,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/H01_participant_influence.csv,a301a0b0af19ea2cc80bc75af9b9e7a4a73a0ea006c6cf7ef5418dd34a438124,155717,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/H01_r2_bootstrap_audit.csv,45f69668378faadf6735d50f725e4756e7f30c8e6fd3b0599ebfbdb7bcfaf8bb,28891,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png,9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076,165969,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png,57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5,180891,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png,de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a,180767,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png,bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a,166089,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/08_diagnostics/H01/stage3/H01_stage3_reporting_provenance.csv,99d143926a3a66ade9f070867da0a2b3b8d1921c97ac099e193ad01373967e70,1214,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/descriptives/metric_descriptive_summary_replica.csv,efd808cabcb90ca0d1254bf0195cc5ccb198a1d0d615037682bf8ed674d6a03b,107081,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_exact_samples_by_site.csv,c2aa3751e809e68ad2e52040043c0e6361b5eee839d64e273f038378e66567f9,201047,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_exact_samples.csv,6f06ef2ad21b91803a98a92de97568f2f11704d02f5c1286e517030bd63b5840,33832,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_exactly_identified_period_sensitivity.csv,1d487c3d6fcfb27418d70572be57b64d2b94a7cfb4018b1472aea41b57987a95,9821,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_l10_noon_conversion_model_tests.csv,828ba8575822fdd7cf17edcec4ae463447bf7027c12ba837ca6f989c8cc2cefa,12013,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_l10_noon_conversion_samples.csv,12210b69708bf7402b57d3e156b4fe15f9b316c2a0a95fd2b69d28604841e0dc,2701,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_l10_noon_conversion_term_effects.csv,835c4a55ddb837473b17d5751551f1ed515692040139f3a6bfa02fbd93f29454,7586,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_marginalization_comparison.csv,efeaa0b864804c8e14ec07be9a02af824aefe13e58d586fe2aae9140e4fba5b1,51583,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_model_level_tests.csv,fb20ebe8ab25a24c24c8008c44214fefe28730b1c07d506cabba922154620bff,230713,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_model_manifest.csv,bf3d14af655fb6f9638b3e55d67a734695292d2357579c97374433c272ca14b8,479496,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_preregistered_scope_sensitivity.csv,3e2c1e3fc0afc9194458bf4226648ba9a1173a96f27f7ee2c000ff53b7fe1b80,23087,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_r2_bootstrap_summaries.csv,5b7d45f2944608fe0d50c49b9a7c5007cf9c1124255a36d2a379b37a97ba6d3a,358133,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_site_deviations.csv,93c304975c52794c6de677bc3764dc3da7fcdfccb275c585ca3ca5d52a8b8060,491379,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/H01_term_effects.csv,0ca6561b3b7072e189c2107967a1994895c7ea76cfeb9be7a0728d3617493397,105144,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_deviations.csv,2671fc9af9d6764a8b64c1417c8c84b3eb63a2f0a0c2c4ff4adb4eddeb03a347,5916,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv,6362997efcfee92e6a0a8d7a4c101f192d0d31c32f5844ce89d8be71be283ced,12737,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_exact_period_sensitivity.csv,537062d9ca339220fff4f9ce570dfc4c9dd7823b0c50765cfd43843db3db2be9,6198,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_exact_samples_by_site.csv,1b60bd7356fb4a079ab474955b0ed36f364977a46d38b627909fdff20854387e,555161,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv,7bf6d03454d9b8a2ff9b640844d911519ecd0514bf2d121837e63adb2e228212,76475,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv,5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5,2148,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_formula_manifest.csv,0ad0d83f5a1215a6709674fecdeec9e0e665de729154a0acf03653ae6810e2f2,4520,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_influence_summary.csv,55e09e45be7fb2b096e04356149849aa237e3dd8e9404f949d1e2e22de61fde8,13435,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_l10_noon_sensitivity.csv,5a28cf134bd4c91fb8b5164a9dc528811f0d37fb854cdc2400abf0542fda27c3,3001,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_latitude_loo_summary.csv,352f4d19fc900cc24856e26a615d61e97dc03f3078c7db94b61cedf5d4d2687d,13934,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_marginalization.csv,55bcee433de303964ee7f1456b0e2aa3fcc9f66874db15d545ab2d37d258623b,22862,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_metric_registry.csv,515df6a2b1ae0e9a3e5929a44abde03789aa1718e05a50d6dbcc053c52694715,4840,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv,1258a7db2e000b0227d8d5e9ac7b1a0e035b21189ea10e6f9db63186f5d713df,37620,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_paired_placement.csv,2513e118c95021d76b56bf744238504a12031dae7d678bafd003f6ab729508fa,22119,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_primary_metric_synthesis.csv,7f6edc7aa24b23d9eb9076dc06073512435cc61d0bb8eed2fdd8f43ec594a354,19737,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv,38a3f76d72b433bc3ab97d4506e59f02d582887a5d853d58fd070ebf2279309e,5593,H01 Stage 3 reporting output,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
