"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
3,"tbl-plan-h01-metric-synthesis-candidate","id",1,8628859,8628865,"a::stub","tbl-plan-h01-metric-synthesis-candidate--gt-0001","","",8628859,8628906,7,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",2,8629458,8629467,"definition","tbl-plan-h01-metric-synthesis-candidate--gt-0002","","",8629499,8629546,10,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",3,8630093,8630111,"Descriptive summary","tbl-plan-h01-metric-synthesis-candidate--gt-0003","","",8630172,8630219,19,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",4,8630783,8630802,"Association evidence","tbl-plan-h01-metric-synthesis-candidate--gt-0004","","",8630891,8630938,20,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",5,8631470,8631487,"Modelled variation","tbl-plan-h01-metric-synthesis-candidate--gt-0005","","",8631606,8631653,18,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",6,8632530,8632540,"descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0006","","",8632696,8632743,11,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",7,8633155,8633166,"distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0007","","",8633358,8633405,12,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",8,8633780,8633791,"overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0008","","",8634019,8634066,12,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",9,8634396,8634406,"photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0009","","",8634671,8634718,11,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",10,8635016,8635033,"modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0010","","",8635328,8635375,18,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",11,8636473,8636480,"Duration","tbl-plan-h01-metric-synthesis-candidate--gt-0011","","",8636815,8636862,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",12,8636625,8636632,"stub_1_1","tbl-plan-h01-metric-synthesis-candidate--gt-0012","","",8637007,8637054,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","headers",1,8637289,8637316,"Duration stub_1_1 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Duration|stub_1_1|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0002",8637711,8637856,28,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",2,8637891,8637919,"Duration stub_1_1 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Duration|stub_1_1|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0006",8638431,8638576,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",3,8638787,8638816,"Duration stub_1_1 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Duration|stub_1_1|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0007",8639444,8639589,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",4,8745320,8745349,"Duration stub_1_1 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Duration|stub_1_1|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0008",8746093,8746238,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",5,8746035,8746063,"Duration stub_1_1 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Duration|stub_1_1|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0009",8746924,8747069,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",6,8746876,8746911,"Duration stub_1_1 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Duration|stub_1_1|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0010",8747882,8748027,36,146
3,"tbl-plan-h01-metric-synthesis-candidate","id",13,8747737,8747744,"stub_1_2","tbl-plan-h01-metric-synthesis-candidate--gt-0013","","",8748853,8748900,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","headers",7,8748411,8748438,"Duration stub_1_2 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Duration|stub_1_2|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0002",8749567,8749712,28,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",8,8749117,8749145,"Duration stub_1_2 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Duration|stub_1_2|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0006",8750391,8750536,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",9,8750105,8750134,"Duration stub_1_2 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Duration|stub_1_2|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0007",8751496,8751641,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",10,8865026,8865055,"Duration stub_1_2 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Duration|stub_1_2|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0008",8866533,8866678,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",11,8865846,8865874,"Duration stub_1_2 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Duration|stub_1_2|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0009",8867469,8867614,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",12,8866779,8866814,"Duration stub_1_2 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Duration|stub_1_2|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0010",8868519,8868664,36,146
3,"tbl-plan-h01-metric-synthesis-candidate","id",14,8867732,8867739,"stub_1_3","tbl-plan-h01-metric-synthesis-candidate--gt-0014","","",8869582,8869629,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","headers",13,8868406,8868433,"Duration stub_1_3 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0014 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Duration|stub_1_3|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0014|tbl-plan-h01-metric-synthesis-candidate--gt-0002",8870296,8870441,28,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",14,8869005,8869033,"Duration stub_1_3 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0014 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Duration|stub_1_3|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0014|tbl-plan-h01-metric-synthesis-candidate--gt-0006",8871013,8871158,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",15,8869901,8869930,"Duration stub_1_3 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0014 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Duration|stub_1_3|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0014|tbl-plan-h01-metric-synthesis-candidate--gt-0007",8872026,8872171,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",16,8982542,8982571,"Duration stub_1_3 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0014 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Duration|stub_1_3|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0014|tbl-plan-h01-metric-synthesis-candidate--gt-0008",8984783,8984928,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",17,8983270,8983298,"Duration stub_1_3 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0014 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Duration|stub_1_3|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0014|tbl-plan-h01-metric-synthesis-candidate--gt-0009",8985627,8985772,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",18,8984119,8984154,"Duration stub_1_3 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0014 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Duration|stub_1_3|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0014|tbl-plan-h01-metric-synthesis-candidate--gt-0010",8986593,8986738,36,146
3,"tbl-plan-h01-metric-synthesis-candidate","id",15,8984978,8984985,"stub_1_4","tbl-plan-h01-metric-synthesis-candidate--gt-0015","","",8987562,8987609,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","headers",19,8985651,8985678,"Duration stub_1_4 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0015 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Duration|stub_1_4|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0015|tbl-plan-h01-metric-synthesis-candidate--gt-0002",8988275,8988420,28,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",20,8986347,8986375,"Duration stub_1_4 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0015 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Duration|stub_1_4|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0015|tbl-plan-h01-metric-synthesis-candidate--gt-0006",8989089,8989234,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",21,8987335,8987364,"Duration stub_1_4 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0015 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Duration|stub_1_4|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0015|tbl-plan-h01-metric-synthesis-candidate--gt-0007",8990194,8990339,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",22,9074934,9074963,"Duration stub_1_4 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0015 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Duration|stub_1_4|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0015|tbl-plan-h01-metric-synthesis-candidate--gt-0008",9077909,9078054,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",23,9075741,9075769,"Duration stub_1_4 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0015 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Duration|stub_1_4|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0015|tbl-plan-h01-metric-synthesis-candidate--gt-0009",9078832,9078977,29,146
