site,Id,Date,study_day,protocol_day,weekday,selection_rule,duration_above_250_daytime_h,finite_daytime_samples,samples_above_250,participant_order
MPI,MPI_S226,2023-11-01,2,1,Wed,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0,22,0,1
MPI,MPI_S226,2023-11-02,3,2,Thu,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0.5,20,1,1
MPI,MPI_S226,2023-11-03,4,3,Fri,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,5,22,10,1
MPI,MPI_S226,2023-11-04,5,4,Sat,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0,22,0,1
MPI,MPI_S226,2023-11-05,6,5,Sun,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0,22,0,1
BAUA,BAUA_S003,2025-06-12,2,1,Wed,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0,36,0,2
BAUA,BAUA_S003,2025-06-13,3,2,Thu,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,5.5,36,11,2
BAUA,BAUA_S003,2025-06-14,4,3,Fri,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,2.5,36,5,2
BAUA,BAUA_S003,2025-06-15,5,4,Sat,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0,36,0,2
BAUA,BAUA_S003,2025-06-16,6,5,Sun,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0.5,36,1,2
MPI,MPI_S227,2023-11-01,2,1,Wed,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,1.5,22,3,3
MPI,MPI_S227,2023-11-02,3,2,Thu,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,1,22,2,3
MPI,MPI_S227,2023-11-03,4,3,Fri,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,2,20,4,3
MPI,MPI_S227,2023-11-04,5,4,Sat,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0,22,0,3
MPI,MPI_S227,2023-11-05,6,5,Sun,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0,20,0,3
BAUA,BAUA_S022,2025-09-25,2,1,Wed,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,0,26,0,4
BAUA,BAUA_S022,2025-09-26,3,2,Thu,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,4,26,8,4
BAUA,BAUA_S022,2025-09-27,4,3,Fri,Seven fixed example participants and study days 2–6; displayed 30-minute values come directly from the gap-timing-unaware dataset,7,26,14,4
