layer_role,frame_id,source_row,data_scenario_id,placement,placement_label,instrument_order,instrument_id,instrument_name,predictor_value,predictor_centered_value,predictor_unit,predictor_direction,metric_order,metric_id,metric_name,metric_abbreviation,timing_hour,timing_conf_low,timing_conf_high,timing_unit,site,participants,participant_days,observations,main_p_adjusted,fdr_supported,prediction_scope,site_order,site_name,site_colour
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,1,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,2.5416666666666665,-1.5719176319168136,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,13.199999999999999,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,2,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,2.5416666666666665,-1.5719176319168136,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,12.683333333333334,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,3,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,2.5416666666666665,-1.5719176319168136,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,12.65,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,4,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,2.5416666666666665,-1.5719176319168136,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,12.933333333333334,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,5,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,2.5416666666666665,-1.5719176319168136,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,8.1666666666666661,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,6,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,2.5416666666666665,-1.5719176319168136,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,12.566666666666666,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,7,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,6.9940476191706127,2.8804633205871326,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,11.716666666666667,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,8,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,6.9940476191706127,2.8804633205871326,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,12,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,9,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,6.9940476191706127,2.8804633205871326,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,11.766666666666667,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,10,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,6.9940476191706127,2.8804633205871326,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,11.75,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,11,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,6.9940476191706127,2.8804633205871326,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,13.366666666666667,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,12,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,6.9940476191706127,2.8804633205871326,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,13.816666666666666,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,13,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,4.6845238094528519,0.57093951086937178,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,11.183333333333334,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,14,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,4.6845238094528519,0.57093951086937178,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,11.516666666666667,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,15,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,4.6845238094528519,0.57093951086937178,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,11.716666666666667,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,16,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,4.6845238094528519,0.57093951086937178,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,10.983333333333333,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,17,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,4.6845238094528519,0.57093951086937178,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,13.916666666666666,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,18,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,4.6845238094528519,0.57093951086937178,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,14.866666666666667,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,19,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,3.125,-0.98858429858348007,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,12.6,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,20,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,3.125,-0.98858429858348007,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,12.300000000000001,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
participant_day,primary__glasses__all_available__m10_midpoint__MCTQ,21,primary,glasses,Near eye,1,MCTQ,MCTQ MSFsc,3.125,-0.98858429858348007,1 hour,later corrected midsleep,1,m10_midpoint,Midpoint of the brightest 10 hours,M10 midpoint,12.333333333333334,,,local clock hour,RISE,140,810,810,0.016987530319488669,TRUE,,1,Borås (SE),#88CCEE
