"file","viewport_group","sha256","bytes","manual_inspection"
"visual_1440x1000_chest_figure_bottom.png","1440 x 1000","6f5bb3bd4463b4ccee2f8027f1bd37ef07a18938673aa442674efe3ee83fa611",126084,"PASS"
"visual_1440x1000_chest_figure_middle.png","1440 x 1000","4fe7551942750e9aebc87b220288babf9e9b7be62f65c1ceddd0cb8702ae7d8f",109077,"PASS"
"visual_1440x1000_chest_figure_top.png","1440 x 1000","b271cf7c9b88849ac6a298c7411b206029f7a2f2180161e65dfad896fde0a0ad",118029,"PASS"
"visual_1440x1000_interpretation_bottom.png","1440 x 1000","81d7bb6fedd3edbf71db79af4128116997d13330fd09b8c4dcec2089b22bdc9d",169292,"PASS"
"visual_1440x1000_model_checks.png","1440 x 1000","9dd889c68881924359cd3de8068425a85580f90cc4a6cd828e48c3cf4d79365e",181276,"PASS"
"visual_1440x1000_near_figure_bottom.png","1440 x 1000","b5b7fa38d435bd4bddb05600b2cc8d404a12fa10d2a0c59e727c504744a7bb5d",120473,"PASS"
"visual_1440x1000_near_figure_middle.png","1440 x 1000","2e2c8730becf14cbea13d8e9263bd1cd4c2d6f513ea14870d48902591bc68097",110746,"PASS"
"visual_1440x1000_near_figure_top.png","1440 x 1000","eceba5516ab5daf43a023d2c549433b641b03d04dc8d0dbdc3854831f6cf70dc",133524,"PASS"
"visual_1440x1000_sensitivities.png","1440 x 1000","797778be47f019d1040f51822cec7ed72c3810dea2706f610bfa19ec8f1c447c",151514,"PASS"
"visual_1440x1000_site_influence.png","1440 x 1000","8faf760137ea9d9324babfc8f6d778e02933279b294159e9c6df2b7c0984e329",153862,"PASS"
"visual_1440x1000_top.png","1440 x 1000","6d9a8ad27adc3b5b8a8081248a218cc76aaaf5539b11f468a292eeaf74f2bdcc",166952,"PASS"
"visual_708x1000_bottom.png","708 x 1000","d0a07a8ed383102bfea20ec39b90ffce71875a1937cc273ad57a2480ac65510f",87310,"PASS"
"visual_708x1000_chest_figure_bottom.png","708 x 1000","b789853cd8bff1bb8d281b943ebe668a340f962055ec26323e3e2c0168b6090d",90880,"PASS"
"visual_708x1000_chest_figure_top.png","708 x 1000","1f089b871ae79860d1ca79947d547ee7df7cebd439c0aaf5954caaf81b9fdaa4",79967,"PASS"
"visual_708x1000_near_figure_bottom.png","708 x 1000","0bd4a0307a81e1b22297bd3e1cf34f80e9825999ebdf9485c2d530b48dcdbc0e",93095,"PASS"
"visual_708x1000_near_figure_top.png","708 x 1000","cb966870422a6120d844c3347bb177385a9d11898c9af44e60b21b8559a82697",100305,"PASS"
"visual_708x1000_table01.png","708 x 1000","e7086b507ebd1e05cfd5af5fe9d90762c3de503d798b9e6b7beaedff40f2a850",107497,"PASS"
"visual_708x1000_table02.png","708 x 1000","7c44cdf5560e8c5af8fe786ff4f57658e89cabeec12696bb57a28b7701a9a781",101126,"PASS"
"visual_708x1000_table03.png","708 x 1000","ac7a38a2c93616ae346f83779fc0cf48970e7dfbf4bd8517b005c5c57b60b2c1",108818,"PASS"
"visual_708x1000_table04.png","708 x 1000","7971cb791ada278b696d4a221288b18493047b3402ef95a2234a6cb1d5750212",88267,"PASS"
"visual_708x1000_table05.png","708 x 1000","64bb91a00a884b3336294f0fb59cee07a459824357e826e7e2f5f20432052f18",108461,"PASS"
"visual_708x1000_table06_left.png","708 x 1000","a9551749b93d92746536529b1dcb6b03e14d9987350291c4fa298929290711b5",132075,"PASS"
"visual_708x1000_table06_right.png","708 x 1000","73c57a383eeb4f3df50f14d43418551e36cda5cdd438fd9f3780dbef0867e4fe",132726,"PASS"
"visual_708x1000_table07.png","708 x 1000","ad960430b1fd93c173f51a2960056e2ee008011ee51ded8e38dd096ca26ea643",98831,"PASS"
"visual_708x1000_table08.png","708 x 1000","09d68496534a5b13b6f669fe8f81379204d4c1dbf570954834315ae53028d270",73176,"PASS"
"visual_708x1000_table09.png","708 x 1000","bfc518574de01422a5b32738603cfe6e75c4fa1f0bbc74be85ae7f80b6585d2a",109805,"PASS"
"visual_708x1000_table10.png","708 x 1000","ecf2e01c08ac5e60ab45c88b30a626261b7ca4dce6f75dd7eaf928044ffd0886",86818,"PASS"
"visual_708x1000_table11.png","708 x 1000","2694381fe0ec2bcb8000cf8ec53b488f60fe7e4c59c50a541f193978374416e2",87550,"PASS"
"visual_708x1000_top.png","708 x 1000","c547e8b1823d593d05e0af7132ed493c321a89760eba7c73cf39e410883adbfb",113931,"PASS"
"visual_720x500_bottom.png","720 x 500","4acb04e300ac83a66c2f5bf8aeba98d6314a8e9bd5e7933386b52c4a200d208c",39980,"PASS"
"visual_720x500_chest_bottom.png","720 x 500","0b5c22075d72786352773610812e65445e2ca5de81fa2b2774a855db0475203f",42871,"PASS"
"visual_720x500_chest_middle.png","720 x 500","4a9d1e2ed7305246c118845a0cbbc34e60ace86381cd007819150fd6c5c40a32",40282,"PASS"
"visual_720x500_chest_top.png","720 x 500","0e3c620cc8ea3429a8f3c8f6f9b19cb576b828ec4f1a57e7fbe01b3a9a2f92c7",39637,"PASS"
"visual_720x500_near_bottom.png","720 x 500","5392124c4e339115ab66b477b55040b6ae48cc7e4d28687b9eda95b535a4c7ba",39019,"PASS"
"visual_720x500_near_middle.png","720 x 500","1ad43987138af986e37bdd2b96c27b6d54ac4491d0c2d6e33850e21719ebd7e4",41661,"PASS"
"visual_720x500_near_top.png","720 x 500","24baa5ece6a43ed3501f0c9bf4c19a6d0f00f8a61defeba05cd2dd04d574f9b9",43208,"PASS"
"visual_720x500_table01.png","720 x 500","d7f35e01c0343898dfa48acb9ed4d89cf5dafac5e6d8b396f48908f1bf422696",38931,"PASS"
"visual_720x500_table02.png","720 x 500","fd2bb48e848279debc8bcccf75e8fd7e384d114627248739eac078532a2187ae",36927,"PASS"
"visual_720x500_table03_bottom.png","720 x 500","880e1e05b7f749c261baa6b457244c99fe0c28818045a6ecdf359a891bfef2bb",59549,"PASS"
"visual_720x500_table03_top.png","720 x 500","bfb86b33180e570ec598f66ce1cc08e077d1af3b24ec025e4fcd66dfadfab298",51407,"PASS"
"visual_720x500_table04.png","720 x 500","4a21a4c24538196901c7772efa0a9dbff2fc1db92881adda31b2b3a4b5d4bbb8",38816,"PASS"
"visual_720x500_table05_bottom.png","720 x 500","456cd7ce537d40d917b41b08c69c669f1f78454b8c838c9b5c63692f60a7357c",52700,"PASS"
"visual_720x500_table05_top.png","720 x 500","8a2f37d4742b7f415066601310e3b954568eeda3d79e84ced150ff1d7740a7ec",49281,"PASS"
"visual_720x500_table06_right.png","720 x 500","ffa8f1f07a3eeadb19b282fffc301ed5f732db5edb26f573dc0546efa132726b",68102,"PASS"
"visual_720x500_table06.png","720 x 500","e33d3cd11a46e98b636cc51308999e0171307ba9eac1adb8346f2994cc6af35d",66672,"PASS"
"visual_720x500_table07.png","720 x 500","e6647d14c0267fb116cb00de36b4a8bad600b93c2e5b984aacf741ac7a165aa4",38227,"PASS"
"visual_720x500_table08_bottom.png","720 x 500","87110b448cc689cd3e67e4038cb141c1ce0aad0bbedd5342b7a6d8ea3793c9a6",51615,"PASS"
"visual_720x500_table08_top.png","720 x 500","86daae3f00b79b0bd141cf7dd828ad83c0da266c39929e32d9db28972cf6f3cc",38575,"PASS"
"visual_720x500_table09.png","720 x 500","49602ac1cf63f3759a950f6e0e1e2672f5246116add45cab6e5a6f0601a198a8",45288,"PASS"
"visual_720x500_table10.png","720 x 500","eb1da3218f553951fa74d8fb2a285d5092238eb4b12ec9a02e023f51be378df8",37818,"PASS"
"visual_720x500_table11.png","720 x 500","c8f4e9a68fa9c70e8d81eac8b00e2520b3b3bb8cc4e3d414df47ceeb84c5c553",36370,"PASS"
"visual_720x500_top.png","720 x 500","5c1dd43d438a55c822b3c7b1cc4ce629115f1522c32b12e1a339fbcadb1af53f",35726,"PASS"
