"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h07-response-specifications","id",1,38138,38144,"a::stub","tbl-h07-response-specifications--gt-0001","","",38138,38177,7,40
1,"tbl-h07-response-specifications","id",2,38262,38265,"Unit","tbl-h07-response-specifications--gt-0002","","",38295,38334,4,40
1,"tbl-h07-response-specifications","id",3,38387,38404,"Model-distribution","tbl-h07-response-specifications--gt-0003","","",38456,38495,18,40
1,"tbl-h07-response-specifications","id",4,38540,38562,"Response-transformation","tbl-h07-response-specifications--gt-0004","","",38631,38670,23,40
1,"tbl-h07-response-specifications","id",5,38797,38807,"Light level","tbl-h07-response-specifications--gt-0005","","",38905,38944,11,40
1,"tbl-h07-response-specifications","id",6,38953,38960,"stub_1_1","tbl-h07-response-specifications--gt-0006","","",39090,39129,8,40
1,"tbl-h07-response-specifications","headers",1,39092,39116,"Light level stub_1_1 Unit","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0006 tbl-h07-response-specifications--gt-0002","Light level|stub_1_1|Unit","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0006|tbl-h07-response-specifications--gt-0002",39261,39382,25,122
1,"tbl-h07-response-specifications","headers",2,39163,39201,"Light level stub_1_1 Model distribution","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0006 tbl-h07-response-specifications--gt-0003","Light level|stub_1_1|Model-distribution","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0006|tbl-h07-response-specifications--gt-0003",39429,39550,39,122
1,"tbl-h07-response-specifications","headers",3,39254,39297,"Light level stub_1_1 Response transformation","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0006 tbl-h07-response-specifications--gt-0004","Light level|stub_1_1|Response-transformation","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0006|tbl-h07-response-specifications--gt-0004",39603,39724,44,122
1,"tbl-h07-response-specifications","id",7,39356,39363,"stub_1_2","tbl-h07-response-specifications--gt-0007","","",39783,39822,8,40
1,"tbl-h07-response-specifications","headers",4,39514,39538,"Light level stub_1_2 Unit","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0007 tbl-h07-response-specifications--gt-0002","Light level|stub_1_2|Unit","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0007|tbl-h07-response-specifications--gt-0002",39973,40094,25,122
1,"tbl-h07-response-specifications","headers",5,39596,39634,"Light level stub_1_2 Model distribution","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0007 tbl-h07-response-specifications--gt-0003","Light level|stub_1_2|Model-distribution","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0007|tbl-h07-response-specifications--gt-0003",40152,40273,39,122
1,"tbl-h07-response-specifications","headers",6,39698,39741,"Light level stub_1_2 Response transformation","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0007 tbl-h07-response-specifications--gt-0004","Light level|stub_1_2|Response-transformation","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0007|tbl-h07-response-specifications--gt-0004",40337,40458,44,122
1,"tbl-h07-response-specifications","id",8,39801,39808,"stub_1_3","tbl-h07-response-specifications--gt-0008","","",40518,40557,8,40
1,"tbl-h07-response-specifications","headers",7,39946,39970,"Light level stub_1_3 Unit","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0008 tbl-h07-response-specifications--gt-0002","Light level|stub_1_3|Unit","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0008|tbl-h07-response-specifications--gt-0002",40695,40816,25,122
1,"tbl-h07-response-specifications","headers",8,40017,40055,"Light level stub_1_3 Model distribution","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0008 tbl-h07-response-specifications--gt-0003","Light level|stub_1_3|Model-distribution","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0008|tbl-h07-response-specifications--gt-0003",40863,40984,39,122
1,"tbl-h07-response-specifications","headers",9,40108,40151,"Light level stub_1_3 Response transformation","tbl-h07-response-specifications--gt-0005 tbl-h07-response-specifications--gt-0008 tbl-h07-response-specifications--gt-0004","Light level|stub_1_3|Response-transformation","tbl-h07-response-specifications--gt-0005|tbl-h07-response-specifications--gt-0008|tbl-h07-response-specifications--gt-0004",41037,41158,44,122
1,"tbl-h07-response-specifications","id",9,40243,40272,"Duration and continuous period","tbl-h07-response-specifications--gt-0009","","",41250,41289,30,40
1,"tbl-h07-response-specifications","id",10,40437,40444,"stub_1_4","tbl-h07-response-specifications--gt-0010","","",41454,41493,8,40
1,"tbl-h07-response-specifications","headers",10,40602,40645,"Duration and continuous period stub_1_4 Unit","tbl-h07-response-specifications--gt-0009 tbl-h07-response-specifications--gt-0010 tbl-h07-response-specifications--gt-0002","Duration and continuous period|stub_1_4|Unit","tbl-h07-response-specifications--gt-0009|tbl-h07-response-specifications--gt-0010|tbl-h07-response-specifications--gt-0002",41651,41772,44,122
1,"tbl-h07-response-specifications","headers",11,40702,40759,"Duration and continuous period stub_1_4 Model distribution","tbl-h07-response-specifications--gt-0009 tbl-h07-response-specifications--gt-0010 tbl-h07-response-specifications--gt-0003","Duration and continuous period|stub_1_4|Model-distribution","tbl-h07-response-specifications--gt-0009|tbl-h07-response-specifications--gt-0010|tbl-h07-response-specifications--gt-0003",41829,41950,58,122
1,"tbl-h07-response-specifications","headers",12,40836,40898,"Duration and continuous period stub_1_4 Response transformation","tbl-h07-response-specifications--gt-0009 tbl-h07-response-specifications--gt-0010 tbl-h07-response-specifications--gt-0004","Duration and continuous period|stub_1_4|Response-transformation","tbl-h07-response-specifications--gt-0009|tbl-h07-response-specifications--gt-0010|tbl-h07-response-specifications--gt-0004",42027,42148,63,122
1,"tbl-h07-response-specifications","id",11,40942,40949,"stub_1_5","tbl-h07-response-specifications--gt-0011","","",42192,42231,8,40
1,"tbl-h07-response-specifications","headers",13,41106,41149,"Duration and continuous period stub_1_5 Unit","tbl-h07-response-specifications--gt-0009 tbl-h07-response-specifications--gt-0011 tbl-h07-response-specifications--gt-0002","Duration and continuous period|stub_1_5|Unit","tbl-h07-response-specifications--gt-0009|tbl-h07-response-specifications--gt-0011|tbl-h07-response-specifications--gt-0002",42388,42509,44,122
1,"tbl-h07-response-specifications","headers",14,41195,41252,"Duration and continuous period stub_1_5 Model distribution","tbl-h07-response-specifications--gt-0009 tbl-h07-response-specifications--gt-0011 tbl-h07-response-specifications--gt-0003","Duration and continuous period|stub_1_5|Model-distribution","tbl-h07-response-specifications--gt-0009|tbl-h07-response-specifications--gt-0011|tbl-h07-response-specifications--gt-0003",42555,42676,58,122
1,"tbl-h07-response-specifications","headers",15,41318,41380,"Duration and continuous period stub_1_5 Response transformation","tbl-h07-response-specifications--gt-0009 tbl-h07-response-specifications--gt-0011 tbl-h07-response-specifications--gt-0004","Duration and continuous period|stub_1_5|Response-transformation","tbl-h07-response-specifications--gt-0009|tbl-h07-response-specifications--gt-0011|tbl-h07-response-specifications--gt-0004",42742,42863,63,122
1,"tbl-h07-response-specifications","id",12,41425,41432,"stub_1_6","tbl-h07-response-specifications--gt-0012","","",42908,42947,8,40
1,"tbl-h07-response-specifications","headers",16,41600,41643,"Duration and continuous period stub_1_6 Unit","tbl-h07-response-specifications--gt-0009 tbl-h07-response-specifications--gt-0012 tbl-h07-response-specifications--gt-0002","Duration and continuous period|stub_1_6|Unit","tbl-h07-response-specifications--gt-0009|tbl-h07-response-specifications--gt-0012|tbl-h07-response-specifications--gt-0002",43115,43236,44,122
1,"tbl-h07-response-specifications","headers",17,41700,41757,"Duration and continuous period stub_1_6 Model distribution","tbl-h07-response-specifications--gt-0009 tbl-h07-response-specifications--gt-0012 tbl-h07-response-specifications--gt-0003","Duration and continuous period|stub_1_6|Model-distribution","tbl-h07-response-specifications--gt-0009|tbl-h07-response-specifications--gt-0012|tbl-h07-response-specifications--gt-0003",43293,43414,58,122
