placement,data_scenario_id,model_implementation_id,scenario,metric_order,metric_id,analysis_unit,model_question,exclusion_reason,rows
glasses,alternative_preprocessing,hypothesis_models,all_available,7,duration_above_250_wake,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,56
glasses,alternative_preprocessing,hypothesis_models,all_available,7,duration_above_250_wake,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,56
glasses,alternative_preprocessing,hypothesis_models,all_available,8,duration_below_10_pre_sleep,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,31
glasses,alternative_preprocessing,hypothesis_models,all_available,8,duration_below_10_pre_sleep,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,31
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,21
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,21
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,33
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,33
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,33
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,33
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,33
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,33
glasses,alternative_preprocessing,hypothesis_models,all_available,17,mder_mean_of_viable_ratios,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,124
glasses,alternative_preprocessing,hypothesis_models,all_available,17,mder_mean_of_viable_ratios,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,124
chest,alternative_preprocessing,hypothesis_models,all_available,7,duration_above_250_wake,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,58
chest,alternative_preprocessing,hypothesis_models,all_available,7,duration_above_250_wake,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,58
chest,alternative_preprocessing,hypothesis_models,all_available,8,duration_below_10_pre_sleep,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,all_available,8,duration_below_10_pre_sleep,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,19
chest,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,19
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,all_available,17,mder_mean_of_viable_ratios,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,174
chest,alternative_preprocessing,hypothesis_models,all_available,17,mder_mean_of_viable_ratios,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,174
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,1,interdaily_stability,participant,latitude_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,1,interdaily_stability,participant,site_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,2,intradaily_variability,participant,latitude_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,2,intradaily_variability,participant,site_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,7,duration_above_250_wake,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,48
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,7,duration_above_250_wake,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,48
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,19
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,19
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,12
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,12
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,12
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,12
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,12
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,12
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,115
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,47
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,115
glasses,alternative_preprocessing,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,47
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,1,interdaily_stability,participant,latitude_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,1,interdaily_stability,participant,site_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,2,intradaily_variability,participant,latitude_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,2,intradaily_variability,participant,site_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,7,duration_above_250_wake,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,48
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,7,duration_above_250_wake,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,48
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,25
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,19
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,19
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,7
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,7
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,7
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,7
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,7
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,30
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,7
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,latitude_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,146
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,16
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,site_and_photoperiod,metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,146
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:alternative_preprocessing_nonestimable_reason_not_recorded,16
