"path","sha256","bytes","scope"
"/private/tmp/H02-order39b-semantics.JqsD9m/001__build__nathealth__audit__hypotheses__H02__H02_analysis_preparation.html_gt_semantic_ledger.csv","dff487e183d6d82bce042ec0f3531e9b775f1873037ce59b9d491553478d78dd",103183,"external_semantic_evidence"
"/private/tmp/H02-order39b-semantics.JqsD9m/gt_html_semantic_post_render_summary.csv","1197a5304b16269ea54ce719dbda68cd0dfea276a287d0090b18a38d383af19d",497,"external_semantic_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/build_inventory_post.csv","d0ed262e787d2eb377ff5b0f46b44a2776dc4fd23aa30ac4322a2b920d196851",195306,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/build_inventory_pre.csv","e4cb7cd9270c509400e5c7b07f70a0d2dabda25f526caecf93caa8fd7689677b",194873,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/build_symlinks_post.csv","4e96ae72b4abe8247200de19b03635b6c2b2b9bc624642a5a88e71b398a5ec37",92,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/build_symlinks_pre.csv","4e96ae72b4abe8247200de19b03635b6c2b2b9bc624642a5a88e71b398a5ec37",92,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/check_order39b_nonvisual.R","48ad8135ce6f92d7a06e76bad1512a92f7f777823f09a3477bc2ab368d3d5374",18604,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/collect_order39_inventory.R","80c9affd4ef704cb51a9477932f73f47e6d659cd3d1e22d7bf5fadf46b994896",6675,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/completion_record.md","ae695391b57b357f5d98ff05af89063b732cbc19cdfb9c402071e3c2a312d149",5770,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/dispatch_reconciliation_post.csv","d7bbf866122b964808e69e9b6f8c22d08317ba48b5ae827a8953df0bc0bafb7d",8663,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/dispatch_reconciliation_pre.csv","aa9d781c027c626c87ce24ac34e60dcbb3fffac9619e23ee7cd8c898430d19c0",8656,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/order39b_build_delta_classification.csv","1ce76a3a1b33463ddc6c688e931f423220d14c0189fbada945f14346818cdde6",557,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/order39b_link_audit.csv","262f2be12832f5a0dc38afb7f14fd5540fd21c5aff113e99eac4be06d1c9554d",545858,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/order39b_loopback_lifecycle.csv","335c9e46ddf8ad924ecb31e9e9b3b5e6ccac15182c68f7292d018e94530cd7b5",1156,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/order39b_nonvisual_checks.csv","87960652fa204e872599f1f426944ca76a078ee745b81b5cd9e2c7d20de1c125",2705,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/order39b_protected_delta_classification.csv","975cbb9e00e64a2928b87b07a8f63d9c5d8995c2d1236508b9c2cf77993e69ca",1993,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/order39b_test_results.csv","d37b06d5d3913f159c1104d5a25bc7e4efef140f765f72229565aae52cc47c08",834,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/order39b_visual_qa.csv","b9176f593ab37a669021b860452701feee4480dc156e39bfd2073da0c66420b2",3944,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/protected_inventory_post.csv","4feba3136ef144348576ca33278828e380e3817bcc71db3db1cd8e4368af2c0d",42352,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/protected_inventory_pre.csv","ce4b1129ea1ed1872daf11415fe123e00a45edc56e8e5809b4f9aabe000c85e8",42351,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/versions_post.csv","10438ca8c0468ab6a58b659f73a546ad1ddb41d73521b27a82487b7942289ee1",52,"owner_evidence"
"audit/hypotheses/H02/report018_order39_companion_render/versions_pre.csv","10438ca8c0468ab6a58b659f73a546ad1ddb41d73521b27a82487b7942289ee1",52,"owner_evidence"
