path,expected_sha256,observed_sha256,expected_bytes,observed_bytes,disposition,status
audit/report_harmonization/report018_h06_daily_order48_consolidated_repair_concurrence.md,90e36dd860f6cc3226023c91ee65ba021b0a2e156c333e942bf6389ff10b2724,90e36dd860f6cc3226023c91ee65ba021b0a2e156c333e942bf6389ff10b2724,8363,8363,UNCHANGED,PASS
audit/report_harmonization/report018_h06_daily_order48_stopped_independent_acceptance.md,a0864132f3d9a860f178494f080ea02b7c56e873a6c5d0704398a7ac7d7da244,a0864132f3d9a860f178494f080ea02b7c56e873a6c5d0704398a7ac7d7da244,6096,6096,UNCHANGED,PASS
audit/report_harmonization/report018_h06_daily_order48_stopped_independent_acceptance_manifest.csv,c963b3cea63e11258e5bf2bd8c76b926545896c7a8a169406d94c390519f34fc,c963b3cea63e11258e5bf2bd8c76b926545896c7a8a169406d94c390519f34fc,4278,4278,UNCHANGED,PASS
scripts/report_harmonization/check_h06_daily_order48_stopped_acceptance.R,5705f04a16abb7389b32d6d2c0aa53baa2c214c6603864711d20cf31e998e563,5705f04a16abb7389b32d6d2c0aa53baa2c214c6603864711d20cf31e998e563,6108,6108,UNCHANGED,PASS
audit/hypotheses/H06_daily/report018_order48_result_render/order48_fail_closed_completion.md,43b2f7aa09e449e770cf7e4d6bf4f7ec7e5eaaf5861011d0b0c2acba2e7dcc22,43b2f7aa09e449e770cf7e4d6bf4f7ec7e5eaaf5861011d0b0c2acba2e7dcc22,7609,7609,UNCHANGED,PASS
audit/hypotheses/H06_daily/report018_order48_result_render/order48_fail_closed_manifest.csv,795e163e1b3cea96e635097c0095f92765794b71f9eabb715be23c52874cbc8b,795e163e1b3cea96e635097c0095f92765794b71f9eabb715be23c52874cbc8b,19336,19336,UNCHANGED,PASS
audit/hypotheses/H06_daily/report018_order48_result_render/verify_order48_fail_closed_package.R,eed1ffe2cc6c6a3a6fbeedb7ac6e605c77c931b7b59f72ef03999919694568fb,eed1ffe2cc6c6a3a6fbeedb7ac6e605c77c931b7b59f72ef03999919694568fb,3519,3519,UNCHANGED,PASS
notebooks/hypotheses/H06_daily.qmd,01213a193515c49419dcd1ed9cffcc070a88d639a7382e218275a89bd704cb08,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,65344,65349,AUTHORIZED_POSTIMAGE,PASS
_build/nathealth/notebooks/hypotheses/H06_daily.html,15c537269ac0be96ce06c6b574946dc0b98d46afe36c3c696f804a216a7d0c76,15c537269ac0be96ce06c6b574946dc0b98d46afe36c3c696f804a216a7d0c76,11691631,11691631,UNCHANGED,PASS
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709,ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709,35409,35409,UNCHANGED,PASS
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259,7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259,4613650,4613650,UNCHANGED,PASS
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,7480,UNCHANGED,PASS
artifacts/11_source_data/H06_daily/H06_daily_stage3_placement_results.csv,55fc295f3d5ad4e4e19fc0dce745d64c1c954ada15e99ca7e28086058dd9769b,55fc295f3d5ad4e4e19fc0dce745d64c1c954ada15e99ca7e28086058dd9769b,112128,112128,UNCHANGED,PASS
artifacts/11_source_data/H06_daily/H06_daily_non_l10_production_primary_ratio_effects.csv,c7a1c0018e82db71e2fb0fe74d6e3e5a6645948017b10dd938fce18f6c5c2a9d,c7a1c0018e82db71e2fb0fe74d6e3e5a6645948017b10dd938fce18f6c5c2a9d,5398,5398,UNCHANGED,PASS
artifacts/11_source_data/H06_daily/H06_daily_non_l10_production_primary_absolute_effects.csv,2b695be686e6fdfdef9bdad4082be1fdcd1100e0d3d763fac35b4a75b8df11a7,2b695be686e6fdfdef9bdad4082be1fdcd1100e0d3d763fac35b4a75b8df11a7,4958,4958,UNCHANGED,PASS
artifacts/11_source_data/H06_daily/H06_daily_stage3_fdr_overview_figure.csv,4a9a7c3f0877872e2efe7bfddd73afac1c50299f60474bd8d328ce945f17ddf1,4a9a7c3f0877872e2efe7bfddd73afac1c50299f60474bd8d328ce945f17ddf1,24744,24744,UNCHANGED,PASS
artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_deviation_figure.csv,12193a0a1795fe478bf4829a3986c2b1290510038e4c4aed59aa7e61714bcbcc,12193a0a1795fe478bf4829a3986c2b1290510038e4c4aed59aa7e61714bcbcc,85705,85705,UNCHANGED,PASS
config/site_display_registry.csv,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,295,295,UNCHANGED,PASS
artifacts/10_figures/H06_daily/H06_daily_non_l10_production_primary_ratio_effects.png,a50f6b25c1c09abca1700870594d26a15e2085ec1c2a4c8eb5f6bc0f727cfa66,a50f6b25c1c09abca1700870594d26a15e2085ec1c2a4c8eb5f6bc0f727cfa66,123364,123364,UNCHANGED,PASS
artifacts/10_figures/H06_daily/H06_daily_non_l10_production_primary_absolute_effects.png,da67b5f8a27b49d7c4d0e6426563d79aaa540ef835e350d02fd952a3a134c686,da67b5f8a27b49d7c4d0e6426563d79aaa540ef835e350d02fd952a3a134c686,123076,123076,UNCHANGED,PASS
artifacts/10_figures/H06_daily/H06_daily_stage3_fdr_overview.png,48283afc83e9ebcd0f7d02177dacc162287940126c335b47efab11cc54c9edd9,48283afc83e9ebcd0f7d02177dacc162287940126c335b47efab11cc54c9edd9,534607,534607,UNCHANGED,PASS
artifacts/10_figures/H06_daily/H06_daily_stage3_fdr_overview.svg,ef8a3ba3d502804c5b7a01f9d21fada9d598006b8d6fcd83f0c721bd96dbda84,ef8a3ba3d502804c5b7a01f9d21fada9d598006b8d6fcd83f0c721bd96dbda84,24947,24947,UNCHANGED,PASS
artifacts/10_figures/H06_daily/H06_daily_stage3_primary_site_deviations.png,a1ddd2ae719d5a6ab11c1c591801d4b4aa7cb06f9eb0bcad7c983d8024fd86e1,a1ddd2ae719d5a6ab11c1c591801d4b4aa7cb06f9eb0bcad7c983d8024fd86e1,476355,476355,UNCHANGED,PASS
artifacts/10_figures/H06_daily/H06_daily_stage3_primary_site_deviations.svg,b23f9a6838c2ecc476bdb5e68c203e0c7a85d05479a65841f75ee02d21e20b1c,b23f9a6838c2ecc476bdb5e68c203e0c7a85d05479a65841f75ee02d21e20b1c,72789,72789,UNCHANGED,PASS
artifacts/10_figures/H06_daily/H06_daily_temporal_h02_primary_context_functions.png,e28c639f23b3f33687ca046a77069153bb66073d29cd03d96fd03408c4317d98,e28c639f23b3f33687ca046a77069153bb66073d29cd03d96fd03408c4317d98,256215,256215,UNCHANGED,PASS
