timestamp,call_id,within_call_index,observation_id,image_path,metadata_path,bytes,sha256
2026-09-14T16:45:05.569Z,call_Tjfv1pzjuVWWrMawRqh5p8rd,1,P1440-S4,browser_captures/2026-09-14T164505569Z_call_Tjfv1pzjuVWWrMawRqh5p8rd_1.jpg,browser_captures/2026-09-14T164505569Z_call_Tjfv1pzjuVWWrMawRqh5p8rd.json,177293,c6f685707aeef0bab40db6aaa2802cebac2839a3eea6dc82a3f54c99cc8342c7
2026-09-14T16:45:23.537Z,call_isjRdqdjYuNbt9pcreMPB7Oa,1,P1440-S4-full,browser_captures/2026-09-14T164523537Z_call_isjRdqdjYuNbt9pcreMPB7Oa_1.jpg,browser_captures/2026-09-14T164523537Z_call_isjRdqdjYuNbt9pcreMPB7Oa.json,177716,97f0094e1d41fd1a5c634035b5a50b35cbac2295e0c346052486cb76da16a7f1
2026-09-14T16:45:23.537Z,call_isjRdqdjYuNbt9pcreMPB7Oa,2,P1440-S7,browser_captures/2026-09-14T164523537Z_call_isjRdqdjYuNbt9pcreMPB7Oa_2.jpg,browser_captures/2026-09-14T164523537Z_call_isjRdqdjYuNbt9pcreMPB7Oa.json,157038,b482b8288b72be02d87677d4644b06980b55cb9522b2acbc89c6c8c24e271f63
2026-09-14T16:46:03.699Z,call_4uy2fL2DzYUQPK3LQTPtSNos,1,P1440-S7-footnotes,browser_captures/2026-09-14T164603699Z_call_4uy2fL2DzYUQPK3LQTPtSNos_1.jpg,browser_captures/2026-09-14T164603699Z_call_4uy2fL2DzYUQPK3LQTPtSNos.json,173144,9759bcfe8a38c4b28b00632f01be4b83b2a2b80e3534c42477f6a267abb1a280
2026-09-14T16:46:03.699Z,call_4uy2fL2DzYUQPK3LQTPtSNos,2,P1440-Table2,browser_captures/2026-09-14T164603699Z_call_4uy2fL2DzYUQPK3LQTPtSNos_2.jpg,browser_captures/2026-09-14T164603699Z_call_4uy2fL2DzYUQPK3LQTPtSNos.json,207733,595e8081178d1ae279e4fd1b7e164c679cd7eb19e992bb2b63e3e78d3e60c814
2026-09-14T16:46:35.023Z,call_Dcg5ySGkeADSpLETBSNd6Lde,1,P1440-Table2-right,browser_captures/2026-09-14T164635023Z_call_Dcg5ySGkeADSpLETBSNd6Lde_1.jpg,browser_captures/2026-09-14T164635023Z_call_Dcg5ySGkeADSpLETBSNd6Lde.json,190493,57d140809ad77f7bbf2c0b9a832b314c6965f8507ea1f790628c85e64b1f6d83
2026-09-14T16:46:35.023Z,call_Dcg5ySGkeADSpLETBSNd6Lde,2,P1440-person-links,browser_captures/2026-09-14T164635023Z_call_Dcg5ySGkeADSpLETBSNd6Lde_2.jpg,browser_captures/2026-09-14T164635023Z_call_Dcg5ySGkeADSpLETBSNd6Lde.json,215084,f0acfcd8b24fa7d6a6997255789f0ba47f00de50820b0b51d7a850f692765a68
2026-09-14T16:47:23.530Z,call_1OQuCwkAq0nNZg4zvhupQOzJ,1,D1440-S15-link,browser_captures/2026-09-14T164723530Z_call_1OQuCwkAq0nNZg4zvhupQOzJ_1.jpg,browser_captures/2026-09-14T164723530Z_call_1OQuCwkAq0nNZg4zvhupQOzJ.json,190605,165c643b03336158b11676258c2bcd06bfdb7bd24d25c3319ca48063d7ba091b
2026-09-14T16:47:49.141Z,call_mGDqEWhEZEh8TeStd4qSzU3O,1,D1331-S16-link,browser_captures/2026-09-14T164749141Z_call_mGDqEWhEZEh8TeStd4qSzU3O_1.jpg,browser_captures/2026-09-14T164749141Z_call_mGDqEWhEZEh8TeStd4qSzU3O.json,239973,f0177b60b034c9bf1c9971c48b044fec4d041b6efb5da7cfc1f78768e3998add
2026-09-14T16:48:11.542Z,call_VLFJkR0GzGTTDU7sczey3Bm4,1,D1331-S17-link,browser_captures/2026-09-14T164811542Z_call_VLFJkR0GzGTTDU7sczey3Bm4_1.jpg,browser_captures/2026-09-14T164811542Z_call_VLFJkR0GzGTTDU7sczey3Bm4.json,161381,0ad1305c859151ddc24175df9ad2f325db4e3ebdbc1616872b259abffd369b0c
2026-09-14T16:48:33.885Z,call_UlRk4SovOdXJz9K3QACVAUXe,1,D1331-S18-link,browser_captures/2026-09-14T164833885Z_call_UlRk4SovOdXJz9K3QACVAUXe_1.jpg,browser_captures/2026-09-14T164833885Z_call_UlRk4SovOdXJz9K3QACVAUXe.json,172673,afd8e45fbf36927f508a17b4e4023d0e441ea3299f2876f74056420b7f99330b
2026-09-14T16:48:33.885Z,call_UlRk4SovOdXJz9K3QACVAUXe,2,P708-S4,browser_captures/2026-09-14T164833885Z_call_UlRk4SovOdXJz9K3QACVAUXe_2.jpg,browser_captures/2026-09-14T164833885Z_call_UlRk4SovOdXJz9K3QACVAUXe.json,119522,3b34e7cdc39109ffe29355923415de26d390f77515d4b1568af474370b9d4b10
