"path","role","sha256","bytes","observed_sha256","observed_bytes","exact"
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/docx_svg_compatibility_recovery_001/completion_manifest.csv","protected_input_or_authority","aa4ccbbd1bf9f2e796dd18bc3e7d228d99b3031130c902b95af06e862cba5e01",112422,"aa4ccbbd1bf9f2e796dd18bc3e7d228d99b3031130c902b95af06e862cba5e01",112422,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/Nature_Health_non_S5_preview_attempt1.docx","protected_input_or_authority","f055f0c0f6225e372ed83ddb6bbe189e64f35d7306e7e54af563687991f6492c",13498777,"f055f0c0f6225e372ed83ddb6bbe189e64f35d7306e7e54af563687991f6492c",13498777,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/00_initial_view.png","native_review_evidence","ac319b89443e9c2cf593248f385f627ad590bc1b42645dc794762fb4068366d8",120508,"ac319b89443e9c2cf593248f385f627ad590bc1b42645dc794762fb4068366d8",120508,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/01_page_1.png","native_review_evidence","4c6c8e3d3b791f00e33dcca0578eaee6fb0d4dabab3caffac5808c56fe34bf85",194482,"4c6c8e3d3b791f00e33dcca0578eaee6fb0d4dabab3caffac5808c56fe34bf85",194482,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/01_page_1.txt","native_review_evidence","9a25713ced876461cafc7330dc70ed2854295368bdd74b6b330cf4bd93d6ac08",195559,"9a25713ced876461cafc7330dc70ed2854295368bdd74b6b330cf4bd93d6ac08",195559,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/02_state_refresh.png","native_review_evidence","4a16e79205197d3634ae42150bba0b25445ddecc2d7b0cd8f12c05a7d11cbdf4",151512,"4a16e79205197d3634ae42150bba0b25445ddecc2d7b0cd8f12c05a7d11cbdf4",151512,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/02_state_refresh.txt","native_review_evidence","538c829798f137a48cc8ef394114f18c3028f3e7431e481025fa66cdcdc55772",192782,"538c829798f137a48cc8ef394114f18c3028f3e7431e481025fa66cdcdc55772",192782,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/03_page1_zoom100.png","native_review_evidence","f8cbd19bf0c7635c7e9185de58e3ef98c1e3bbce1ca4a47359dcc38dc9c3dd3d",145894,"f8cbd19bf0c7635c7e9185de58e3ef98c1e3bbce1ca4a47359dcc38dc9c3dd3d",145894,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/03_page1_zoom100.txt","native_review_evidence","328b8d312c4d5b72bc7415f0ffcce3763f4fb40af09ed0b7cc99e23d9007d603",195560,"328b8d312c4d5b72bc7415f0ffcce3763f4fb40af09ed0b7cc99e23d9007d603",195560,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/04_page2_abstract.png","native_review_evidence","8b8c505e0f3f69471dc4a333cdc0c51038e7974d03595298802acb5c6f3d73fc",117142,"8b8c505e0f3f69471dc4a333cdc0c51038e7974d03595298802acb5c6f3d73fc",117142,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/04_page2_abstract.txt","native_review_evidence","73327d13d619ba4e49ee7049c5c599d0e034fdd8bb5ce7820b6246de7d0b71c6",193984,"73327d13d619ba4e49ee7049c5c599d0e034fdd8bb5ce7820b6246de7d0b71c6",193984,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/05_page6_figure1.png","native_review_evidence","f7dee7f762ee3efb2b2e5ab6f4da282dce31c481baa1c6278128a0b85bfd707f",138798,"f7dee7f762ee3efb2b2e5ab6f4da282dce31c481baa1c6278128a0b85bfd707f",138798,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/05_page6_figure1.txt","native_review_evidence","e5e31eec6f20fa72cc5702c4f970e7d59e81371835624590974e2bb3a30806a4",193900,"e5e31eec6f20fa72cc5702c4f970e7d59e81371835624590974e2bb3a30806a4",193900,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/06_page7_table1a.png","native_review_evidence","00e0ac5fc9ea0117683449336eafe13c451caddc9f94c7f7b34b3e090b730fb5",136990,"00e0ac5fc9ea0117683449336eafe13c451caddc9f94c7f7b34b3e090b730fb5",136990,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/06_page7_table1a.txt","native_review_evidence","a7779a2ccd787b2c5a85c71dff7e6dab8a94802c62b8601026ca8a2c28c25209",193486,"a7779a2ccd787b2c5a85c71dff7e6dab8a94802c62b8601026ca8a2c28c25209",193486,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/07_page8_table1b.png","native_review_evidence","9d7c5bce2aff5c0028a659e4bc91adc62c625af61f8444311c35126fc1eda74d",138459,"9d7c5bce2aff5c0028a659e4bc91adc62c625af61f8444311c35126fc1eda74d",138459,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/07_page8_table1b.txt","native_review_evidence","c2b4fa6c4377344b974155caaf55fcbcc03d496437f42e7da2ce2336264ffa2e",193000,"c2b4fa6c4377344b974155caaf55fcbcc03d496437f42e7da2ce2336264ffa2e",193000,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/final_documents_readiness_2026_09_12/native_word_review_001/08_page10_table2_caption.png","native_review_evidence","bef487fd4b99985a0ac5df5b244491bf90b7e0ed5fce1dfb29023f7ce81d9eef",131066,"bef487fd4b99985a0ac5df5b244491bf90b7e0ed5fce1dfb29023f7ce81d9eef",131066,TRUE
