run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,omitted_participant,maximum_absolute_dfbeta,maximum_dfbeta_term,refit_status,refit_error
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR::UCR_S020,0.12809080277850038,photoperiod_centered_hours,PASS,
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR::UCR_S028,0.05328093091067877,photoperiod_centered_hours,PASS,
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR::UCR_S015,0.03020543535997869,photoperiod_centered_hours,PASS,
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S007,2.6216387719895193,site4,PASS,
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S005,0.3732723027309983,site4,PASS,
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S013,0.30217627321800444,site4,PASS,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH::IZTECH_S011,0.3579070107491931,site3,PASS,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH::IZTECH_S003,0.10908302025843523,site3,PASS,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S011,0.1692787099625771,site4,PASS,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH::IZTECH_S017,0.7477815402198288,site3,PASS,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU::FUSPCEU_S018,0.3264594183327316,site2,PASS,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TUM::TUM_S007,0.5978929685081228,site7,PASS,
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE::RISE_S001,1.0540743273319912,site6,PASS,
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S011,0.48174707498092684,site4,PASS,
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH::IZTECH_S003,0.09436599605085451,site3,PASS,
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA::BAUA_S011,0.5301510083990959,site1,PASS,
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA::BAUA_S012,0.42905681305563,site1,PASS,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE::RISE_S001,1.0495146375862212,site5,PASS,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S011,0.3080552542953731,site4,PASS,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH::IZTECH_S003,0.07085176031648097,site3,PASS,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA::BAUA_S012,0.44729482232639134,site1,PASS,
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH::IZTECH_S008,0.44284614779893156,site3,PASS,
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR::UCR_S020,0.1294717289064925,photoperiod_centered_hours,PASS,
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR::UCR_S028,0.05373494740676484,photoperiod_centered_hours,PASS,
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR::UCR_S015,0.030245281109441115,photoperiod_centered_hours,PASS,
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S007,2.6282804956771035,site4,PASS,
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S005,0.3705202199512093,site4,PASS,
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S013,0.3006171656389908,site4,PASS,
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH::IZTECH_S011,0.3533497784593129,site3,PASS,
