run_id,placement,time_hour,activity,estimated_mel_edi_lx,pointwise_conf_low_lx,pointwise_conf_high_lx,pointwise_log_se,sites_standardized,estimand,interval_type,covariance_source,interval_critical_value,resampling_replicates,simultaneous_band,curve_wide_inference,activity_code,display_order
temporal_activity_long__chest,Chest,0,Sleeping,0.19575691618139285,0.09455958174059324,0.40525528484225776,0.37124670179670616,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,0.5,Sleeping,0.12904582469589948,0.07122186880943547,0.23381617401815016,0.3032488030739821,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,1,Sleeping,0.09013713978199037,0.054018391835569786,0.15040625409229882,0.2612284223436928,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,1.5,Sleeping,0.06327086710432096,0.03862671519826332,0.10363818418379594,0.25177594246482815,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,2,Sleeping,0.04255066729655358,0.026041412384477623,0.0695261555191686,0.25051402175351783,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,2.5,Sleeping,0.027970151764640197,0.017474720336401527,0.04476920801458196,0.23999114736020508,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,3,Sleeping,0.019648020980962057,0.012569392887337046,0.030713076751482837,0.22791423311823852,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,3.5,Sleeping,0.01622991987881657,0.010457542180149297,0.025188547627645785,0.22425152402804144,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,4,Sleeping,0.017307003204770684,0.01118367504693311,0.02678299920848318,0.22278372409158842,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,4.5,Sleeping,0.02540259085374137,0.01686811401703977,0.0382551138456099,0.20889085495293658,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,5,Sleeping,0.049583486714027375,0.034601819270950386,0.07105181769399498,0.1835467287644531,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,5.5,Sleeping,0.11808597213268475,0.08650547547407146,0.16119553979794915,0.15877817569637478,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,6,Sleeping,0.3121627956046775,0.23547922689781045,0.413818289806156,0.14382761808644823,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,6.5,Sleeping,0.8240536253214168,0.6287293534633744,1.0800583329929223,0.13802792021667354,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,7,Sleeping,1.9977782367030608,1.5327252686169295,2.603935594175868,0.13519811693669853,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,7.5,Sleeping,4.281397097656589,3.281492528261442,5.585982887346027,0.1357046035783795,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,8,Sleeping,7.915941513698703,6.024597817493758,10.401047828677477,0.13929995636838427,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,8.5,Sleeping,12.705108827824345,9.545847971979354,16.90994773860717,0.1458662703373532,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,9,Sleeping,18.044010270251746,13.332014159482695,24.421389201823636,0.15441100316931947,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,9.5,Sleeping,23.786654414736933,17.14409319879537,33.002907863676356,0.16707703578444374,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,10,Sleeping,30.672923943544976,21.450859758180723,43.85969951100401,0.1824569299323319,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,10.5,Sleeping,39.884819162966366,27.05834579964598,58.79142839852913,0.1979593313016536,8,equal-site standardized conditional arithmetic mean; participant and participant-day smooths excluded,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
