run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,formula,site_random_effect_sd,converged,positive_definite_hessian,singular,max_gradient,warnings,error,random_site_status,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,wald_p_raw,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,effect_status,fixed_estimate_model_per_point,estimate_change_random_minus_fixed,sign_concordant,relative_absolute_change,stability_class
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,response_value ~ leba_centered + (1 | site),0,FALSE,TRUE,TRUE,0,,,DESCRIPTIVE_UNSTABLE,-0.00148070133761367,0.00851386500062653,-0.01816757010807776,0.01520616743285042,0.861931109559431,odds_ratio,0.998520394359745,0.9819964653166022,1.015322369445482,-0.00590110198807092,0.03393066812672326,-0.07240398948782963,0.06060178551168779,0.994116275315716,0.9301550470357862,1.0624757367032494,wald_normal,PASS,5.022305227256318e-4,-0.0019829318603393,FALSE,3.948250396208151,fit_unstable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,response_value ~ leba_centered + (1 | site),0,FALSE,TRUE,TRUE,0,,,DESCRIPTIVE_UNSTABLE,-0.00962810503557773,0.01087388690538004,-0.0309405317420843,0.01168432167092883,0.3759228069187467,odds_ratio,0.9904180967702036,0.9695332278137452,1.0117528499996458,-0.02996866512786997,0.03384631493959501,-0.09630622341887614,0.0363688931631362,0.9704759428116436,0.9081858657020312,1.03703833228908,wald_normal,PASS,-0.0108051835331566,0.00117707849757887,TRUE,0.10893646498154395,fit_unstable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,response_value ~ leba_centered + (1 | site),0,FALSE,TRUE,TRUE,0,,,DESCRIPTIVE_UNSTABLE,-0.00420539936313501,0.00813179854265257,-0.02014343163626936,0.01173263290999933,0.6050480406051164,odds_ratio,0.9958034309461044,0.9800580918893262,1.0118017302141848,-0.01753364743800448,0.03390405437676656,-0.08398437294635451,0.04891707807034554,0.9826191724911424,0.9194456242089524,1.0501332680525646,wald_normal,PASS,-1.313516020632476e-4,-0.00407404776107176,TRUE,31.016353794528182,fit_unstable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,response_value ~ leba_centered + (1 | site),0,FALSE,TRUE,TRUE,0,,,DESCRIPTIVE_UNSTABLE,0.01740356183450351,0.00906752278024082,-3.684562437650009e-4,0.03517557991277204,0.05494267659199177,odds_ratio,1.0175558861958574,0.9996316116279006,1.035801558781894,0.06435042385740984,0.03352755831213803,-0.0013623829239472,0.1300632306387669,1.0664660484362911,0.9986385446983618,1.138900394447376,wald_normal,PASS,0.01704003572451818,3.6352610998533624e-4,TRUE,0.02133364717435856,fit_unstable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,response_value ~ leba_centered + (1 | site),0.104986801687759,TRUE,TRUE,FALSE,3.234390533179976e-7,,,DESCRIPTIVE_PASS,-0.00703680226676076,0.00829066859072023,-0.02328621411232987,0.00921260957880834,0.3960138857752265,difference,-0.00703680226676076,-0.02328621411232987,0.00921260957880834,-0.02804406722085244,0.03304115398584254,-0.09280353904074586,0.03671540459904097,-0.02804406722085244,-0.09280353904074586,0.03671540459904097,wald_normal,PASS,-0.01042630959061688,0.00338950732385612,TRUE,0.3250917589198093,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,response_value ~ leba_centered + (1 | site),0.10027957851354324,TRUE,TRUE,FALSE,1.170832319985493e-6,,,DESCRIPTIVE_PASS,-0.01028600402333026,0.0102521411465933,-0.0303798314350743,0.00980782338841376,0.3157146865408139,difference,-0.01028600402333026,-0.0303798314350743,0.00980782338841376,-0.03201645691857691,0.03191105453571481,-0.09456097451727144,0.03052806068011762,-0.03201645691857691,-0.09456097451727144,0.03052806068011762,wald_normal,PASS,-0.012617957357694441,0.00233195333436417,TRUE,0.1848122693917768,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,response_value ~ leba_centered + (1 | site),0.09749175578352746,TRUE,TRUE,FALSE,8.641620752314338e-7,,,DESCRIPTIVE_PASS,0.00469726569064122,0.00772810128039576,-0.01044953448781234,0.01984406586909479,0.5433093375036511,difference,0.00469726569064122,-0.01044953448781234,0.01984406586909479,0.01958439459146645,0.03222091209778406,-0.04356743266922121,0.08273622185215411,0.01958439459146645,-0.04356743266922121,0.08273622185215411,wald_normal,PASS,0.0055865998661748,-8.893341755335784e-4,TRUE,0.15919059836703756,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,response_value ~ leba_centered + (1 | site),0.09221664665692536,TRUE,TRUE,FALSE,1.1078782335971482e-6,,,DESCRIPTIVE_PASS,0.01146474758535566,0.00879841400098053,-0.00577982697763912,0.02870932214835046,0.1925586922575472,difference,0.01146474758535566,-0.00577982697763912,0.02870932214835046,0.0423914008839961,0.03253251694222616,-0.02137116064920628,0.10615396241719847,0.0423914008839961,-0.02137116064920628,0.10615396241719847,wald_normal,PASS,0.01099599489860676,4.6875268674890537e-4,TRUE,0.04262940198419865,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,response_value ~ leba_centered + (1 | site) + (1 | participant_key),0.14061533597255493,TRUE,TRUE,FALSE,0.00306465437915903,,,DESCRIPTIVE_PASS,0.00366446822176294,0.00637069594217537,-0.00882186638135625,0.01615080282488214,0.5651513812528287,ratio,1.0084734480462476,0.9798918230804878,1.0378887459404282,0.01464614553665434,0.02546239571262678,-0.0352592330202012,0.0645515240935099,1.0342990970367398,0.9220209029753098,1.1602498584130927,wald_normal,PASS,0.00438294197417644,-7.184737524134981e-4,TRUE,0.1639249975579474,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,response_value ~ leba_centered + (1 | site) + (1 | participant_key),0.13618160633588394,TRUE,TRUE,FALSE,6.538016350532416e-5,,,DESCRIPTIVE_PASS,-0.01339396000573767,0.00764382530115453,-0.02837558230011658,0.00158766228864123,0.07972932021737857,ratio,0.9696299911824834,0.9367515442327732,1.0036624178405595,-0.04270487350751664,0.02437132800602099,-0.09047179865473017,0.00506205163969685,0.9063483041632784,0.811947971875093,1.0117239982293125,wald_normal,PASS,-0.0128931785367844,-5.007814689532691e-4,TRUE,0.03884080775927621,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,response_value ~ leba_centered + (1 | site) + (1 | participant_key),0.1393624243568445,TRUE,TRUE,FALSE,6.883163905513356e-4,,,DESCRIPTIVE_PASS,-0.0011758614466563,0.00592811511796614,-0.01279475357407736,0.01044303068076475,0.8427686196202192,ratio,0.997296140990837,0.9709687360924965,1.0243374022914655,-0.0048917182925378,0.02466163785307006,-0.05322764028432481,0.04344420369924921,0.9887995991990852,0.8846517882060608,1.1052084677960674,wald_normal,PASS,-0.00176288356508806,5.870221184317596e-4,TRUE,0.3329897277716322,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,response_value ~ leba_centered + (1 | site) + (1 | participant_key),0.1398097414196696,TRUE,TRUE,FALSE,1.7137608665507287e-4,,,DESCRIPTIVE_PASS,-0.00215362275738144,0.00682295137736458,-0.01552636172528398,0.01121911621052109,0.7522728374855367,ratio,0.9950533753872056,0.9648807416553716,1.0261695327971612,-0.00796945674230878,0.02524825467710845,-0.05745512658193632,0.04151621309731875,0.981816990258926,0.8760822340339901,1.1003129214508145,wald_normal,PASS,-0.00294661438152593,7.929916241444959e-4,TRUE,0.26911957978493123,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,response_value ~ leba_centered + (1 | site) + (1 | participant_key),0.19945668964457505,TRUE,TRUE,FALSE,8.982624422060326e-5,,,DESCRIPTIVE_PASS,0.0100342217842141,0.00918823314003268,-0.00797438425180733,0.02804282782023554,0.2748009942060064,ratio,1.0233736294824347,0.9818058506168132,1.0667013084736623,0.04010477474626996,0.03672352757609339,-0.03187201668813656,0.11208156618067648,1.0967427564556955,0.9292401865167113,1.2944389311733728,wald_normal,PASS,0.01057698716452026,-5.427653803061552e-4,TRUE,0.05131568866102272,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,response_value ~ leba_centered + (1 | site) + (1 | participant_key),0.18510045947118353,TRUE,TRUE,FALSE,4.956461907568155e-4,,,DESCRIPTIVE_PASS,-0.02177770514660318,0.01108245388277687,-0.04349891561717192,-5.6494676034437447e-5,0.04940710221805038,ratio,0.9510914879438088,0.9046926966477786,0.99986992466166,-0.06943533825480186,0.03533494134775173,-0.1386905506922304,-1.8012581737329963e-4,0.8522453920429692,0.7266235165221396,0.9995853309770272,wald_normal,PASS,-0.01978849883382251,-0.00198920631278067,TRUE,0.100523355990032,stable
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,response_value ~ leba_centered + (1 | site) + (1 | participant_key),0.19627156286240852,TRUE,TRUE,FALSE,9.696350389276631e-6,,,DESCRIPTIVE_PASS,0.00185522523655285,0.00857579318224383,-0.01495302053950919,0.01866347101261489,0.828728354074058,ratio,1.0042809511773247,0.9661553864284296,1.043910993060892,0.0077179494677964,0.03567628184587026,-0.06220627805240944,0.07764217698800226,1.0179300833765228,0.8665501902533543,1.1957549214085166,wald_normal,PASS,0.00114324324394591,7.11981992606932e-4,TRUE,0.6227738465783684,direction_stable_magnitude_sensitive
