"check","pass"
"planning_manifest_pin",TRUE
"planning_seal_pin",TRUE
"planning_12_exact_non_circular",TRUE
"all_52_current_file_pins",TRUE
"37_unique_sources_and_routes",TRUE
"all_live_source_snapshot_pins",TRUE
"all_37_accepted_html_pins",TRUE
"exactly_16_source_transitions",TRUE
"33_R_bearing_and_4_static",TRUE
"893_current_build_file_pins",TRUE
"exact_current_build_membership",TRUE
"zero_build_symlinks",TRUE
"22_SVG_sources_23_appearances_exact",TRUE
"19_native_DOCX_pins",TRUE
"19_complete_table_mappings",TRUE
"19_fragment_whole_file_pins",TRUE
"corrected_main_html_mappings_exact",TRUE
"170_existing_complete_mean_SD_nowrap_spans",TRUE
