path,sha256,bytes,seal_status
notebooks/hypotheses/H03.qmd,45ea5a009efd3b451c392dfc23bef584c7b16e087bf4093780b051cfde42ae41,68198,current_result_source
audit/hypotheses/H03/H03_analysis_preparation.qmd,59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131,75638,current_companion_source
audit/handoffs/H03_worker_handoff.md,49beea589f5709e598975703f2bed4337e203c40a1ec64d4e218be4eda4a6a48,30095,current_handoff
tests/hypotheses/H03/test_h03_report017_source_harmonization.R,1783acab381999fb123b8a7d11873b42e8b331f0c684ad65585e69ce41febd51,26503,passed_corrected_source_test
tests/hypotheses/H03/test_h03_participant_random_intercept_assessment.R,30fa488114886eb4e9feeccc55f6f752e229585bfc1f2eb5b5a85bfba582bfc8,7568,passed_unchanged_auxiliary_test
tests/hypotheses/H03/test_h03_stage3_reader_report.R,0af80c8dfede663d724c488f5b7947ca8635a944d789f7a552f6e932999bd3ef,18080,preserved_render_coupled_test
tests/hypotheses/H03/test_h03_preparation_report.R,bddaa2393ead9317c5f526a00f75d2fd86e0e7efeaf84dcd2737e61b149a058a,8412,preserved_render_coupled_test
tests/hypotheses/H03/test_h03_stage2.R,a174e3fe2a1a7832a5f6e8e8a98a3da8d88d85bd30e22917e554ae658f7ce596,19424,preserved_scientific_test
artifacts/12_manifests/H03/H03_stage3_artifacts.csv,5f4f10528f1c49d52518a6dde36d6ce0ffd71869cab9bcde382bf9c9edce3170,83962,preserved_scientific_closure_manifest
artifacts/12_manifests/H03/H03_preparation_report_manifest.csv,5235b02c6c542a010336eca9569b77b269deb673d4659d794393d2427146393a,81124,preserved_preparation_manifest
_build/nathealth/notebooks/hypotheses/H03.html,68aa07eb7470286d0d6da76114ce7bf346ee635974fe7403c1860ad4560c3d25,330938,preserved_stale_render_context
_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf,900339,preserved_stale_render_context
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,preserved_shared_profile
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,preserved_lockfile
audit/hypotheses/H03/report017_order34/H03_order34_execution_record.md,e1ea676182eb08464b5206cefbd439080bfd627f369bfa590ff0c8dbdb4438ad,5734,current_execution_record
audit/hypotheses/H03/report017_order34/H03_order34_source_audit.md,8043342d632c7c6127447657d904f0f2d529ccec3e68ecf6b4610ef1262c9831,5075,current_source_audit
audit/hypotheses/H03/report017_order34/H03_order34a_test_contract_correction.md,ccb5b015e6a5bbd0e7fc8d1ecc39457d499210cf554f77737c0a44b3bdb1201e,7628,current_correction_record
audit/hypotheses/H03/report017_order34/H03_order34_source_manifest.csv,155084278391e9720e1bbc5d04d158f753d1f9182cb33238751277ee75b722fe,15925,historical_stopped_manifest
audit/hypotheses/H03/report017_order34/H03_order34_source_diff.md,d67e219ef754d748168bb8df347d6853b718d43c157568455d21c0c1c46e075e,3455,order34_source_diff
audit/hypotheses/H03/report017_order34/H03_order34_reverse_proof.md,d95a6f18b0ef4d47c276c0c0478b4a45dc8e7b407fc5742133aa88de4030ab8d,1751,order34_reverse_proof
audit/hypotheses/H03/report017_order34/H03_order34_protected_inventory.csv,205b581a65d20f851e09274032bcf4b1ea8fa9f59f88da6d29b678650b5f8d82,3446,protected_identity_inventory
audit/hypotheses/H03/report017_order34/H03_order34_stored_figure_label_inventory.md,1c0f1b9dde502e4f78dda40b406798b5f90e4976da72cbe4d462bf6915732c0f,2625,deferred_baked_label_inventory
audit/report_harmonization/owner_orders/34_h03_consolidated_reader_and_companion_synchronization.md,3df58a1fc775a534ec8f0770ecf3e5491a66410ec301007866085fd2c905d95a,19848,order34_authority
audit/report_harmonization/owner_orders/34a_h03_final_source_test_contract_correction.md,87ed65c8ca3a975d756244a21e09cd26148f3894cb953b9ce9e05d8e3af454fa,8346,order34a_authority
audit/report_harmonization/report017_h03_order34_stopped_state_independent_acceptance.md,58fedadec5089f0f56d3e09f015e05bd17428113092bbd31955df44bc17b0b28,3575,independent_stopped_state_acceptance
audit/report_harmonization/report017_h03_order34a_dispatch_manifest.csv,61229c5ad91bd2664061e1009b156a23a5cea0e0a5570393bc3514031b41bbcc,3596,order34a_dispatch_manifest
