path,sha256,bytes,seal_status
notebooks/hypotheses/H03.qmd,45ea5a009efd3b451c392dfc23bef584c7b16e087bf4093780b051cfde42ae41,68198,stopped_state
audit/hypotheses/H03/H03_analysis_preparation.qmd,59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131,75638,stopped_state
audit/handoffs/H03_worker_handoff.md,4d9e00d53b63ca8a69629bf73d90fbcd2710d8866bc24d338921d291343f7c43,28615,stopped_state
tests/hypotheses/H03/test_h03_report017_source_harmonization.R,130647380e680f372a4e97e36e744d739cc173a7b764acc2da671c1a1c3d020d,24956,stopped_state
tests/hypotheses/H03/test_h03_stage3_reader_report.R,0af80c8dfede663d724c488f5b7947ca8635a944d789f7a552f6e932999bd3ef,18080,stopped_state
tests/hypotheses/H03/test_h03_preparation_report.R,bddaa2393ead9317c5f526a00f75d2fd86e0e7efeaf84dcd2737e61b149a058a,8412,stopped_state
tests/hypotheses/H03/test_h03_participant_random_intercept_assessment.R,30fa488114886eb4e9feeccc55f6f752e229585bfc1f2eb5b5a85bfba582bfc8,7568,stopped_state
tests/hypotheses/H03/test_h03_stage2.R,a174e3fe2a1a7832a5f6e8e8a98a3da8d88d85bd30e22917e554ae658f7ce596,19424,stopped_state
artifacts/12_manifests/H03/H03_stage3_artifacts.csv,5f4f10528f1c49d52518a6dde36d6ce0ffd71869cab9bcde382bf9c9edce3170,83962,stopped_state
artifacts/12_manifests/H03/H03_preparation_report_manifest.csv,5235b02c6c542a010336eca9569b77b269deb673d4659d794393d2427146393a,81124,stopped_state
_build/nathealth/notebooks/hypotheses/H03.html,68aa07eb7470286d0d6da76114ce7bf346ee635974fe7403c1860ad4560c3d25,330938,stale_render_context
_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf,900339,stale_render_context
notebooks/preregistration_deviations.qmd,b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d,94061,stopped_state
config/site_display_registry.csv,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,295,stopped_state
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,stopped_state
audit/report_harmonization/phase2_main_supplement_output_catalog.csv,43110e4f20a4e9d6257351fad4905c08587f85a28aa27d2a932b0d33b88b6894,165132,stopped_state
audit/decisions/h03_auxiliary_model_assessments_closure.md,85be31f6c105ea2c47a5353a32d4081dcdbc50a0738998f2106c0952c4527827,6530,stopped_state
audit/report_harmonization/h03_postclosure_synchronization_check.md,569767a839a34f1dc3e58ea8c5b554da23a56163a2cf48ad90d7a17cd05b1aea,6621,stopped_state
audit/report_harmonization/report017_h03_consolidated_full_document_audit.md,e43a703aec1d2e70a79b9bac970857fe2928b727ad46849745673770d8e0b176,17288,stopped_state
audit/report_harmonization/report017_h03_consolidated_change_matrix.csv,917e29f200fd9e3554e14561307c262203a5ce455eb4614e5006bf878abd313c,12758,stopped_state
audit/report_harmonization/report017_h03_consolidated_audit_manifest.csv,635194645bf1252099f602ba07ad92054475eda491bc93f6169924d7f0bafa8b,5563,stopped_state
audit/report_harmonization/report017_consolidated_document_pass_protocol.md,13b5bb6708e0b044117a48f9577026e57896a935aed58f6b512948a828fe6923,3839,stopped_state
audit/report_harmonization/owner_orders/34_h03_consolidated_reader_and_companion_synchronization.md,3df58a1fc775a534ec8f0770ecf3e5491a66410ec301007866085fd2c905d95a,19848,stopped_state
scripts/hypotheses/H03/run_h03_participant_random_intercept_assessment.R,662e7ac81b3b67693023acdb196b2187d7058e863294b7b77e0105b8ca456f4c,16328,stopped_state
artifacts/07_models/H03/H03_near_eye_participant_random_intercept_assessment.rds,0b5cf7ba4025bde8b9cd76c6a3c7da7e47674cbc744fc13abc85482ca9ab6a73,925628,stopped_state
artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_diagnostics.csv,5c752f7aa5a2b1d0d301aa0d991b9880bca9b3935bf6d156d30ae04d08957880,1059,stopped_state
artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_shapley_models.csv,c4fcee2bf57342dddc65bbe96621be5c2076ddda1ac6cb64973a91908ec53fce,1455,stopped_state
artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_marginal_r2_shapley.csv,c52d4bea68679a41b5c5d2e1056efe915a74a8f8330eb2e4959c88b6c94ee806,2025,stopped_state
artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_summary.csv,0c32e9db4f4f9411cb72bdf88b8ee844ac6337eea49ceebd9041d31e1604746a,1123,stopped_state
artifacts/12_manifests/H03/H03_near_eye_participant_random_intercept_environment.csv,1199deb0d2fba80ad98f40aacc88e0823de278d8473ddbe44ae09ccef2185cde,111,stopped_state
artifacts/12_manifests/H03/H03_near_eye_participant_random_intercept_manifest.csv,81bab5291ca9f9aa24a39cae991857b8f5b39046090da2e4f4c984f4ea7c2306,2190,stopped_state
artifacts/06_model_data/H03/H03_model_frames.rds,1356a0cbf0cd0487ef5bd3d756b0b6701b9507e354fdb7c3ce90c9f785fed617,4449656,stopped_state
artifacts/06_model_data/H03/H03_model_frame_index.csv,43d9b26e767faf18e442916874e22004278ee1c1db7f69693e51fc01ddb46e50,8491,stopped_state
artifacts/09_tables/H03/H03_primary_category_estimands.csv,ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33,5384,stopped_state
