"path","classification","type_pre","exists_pre","sha256_pre","bytes_pre","mtime_utc_pre","mode_pre","link_target_pre","type_post","exists_post","sha256_post","bytes_post","mtime_utc_post","mode_post","link_target_post","byte_exact","allowed","disposition"
"_build/nathealth/artifacts/10_figures/H02/figure4_exact_layout_replication_chest.png","target_resource","file",TRUE,"a82659874f9246b27e8cc25733b7a8236bbf8327d67f6378f868cc8f9c2f2cb1",2189439,"2026-08-01 08:38:32.869999 UTC",644,,"file",TRUE,"a82659874f9246b27e8cc25733b7a8236bbf8327d67f6378f868cc8f9c2f2cb1",2189439,"2026-08-01 08:38:32.869999 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/artifacts/10_figures/H02/figure4_exact_layout_replication.png","target_resource","file",TRUE,"2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2",2389678,"2026-08-01 08:38:30.131000 UTC",644,,"file",TRUE,"2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2",2389678,"2026-08-01 08:38:30.131000 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/artifacts/10_figures/H02/model_diagnostics_chest.png","target_resource","file",TRUE,"10e8d1b1fce74474987b5f8b699260c85a4dba28126da2164fb9442e409424e8",936716,"2026-07-31 21:54:59.170000 UTC",644,,"file",TRUE,"10e8d1b1fce74474987b5f8b699260c85a4dba28126da2164fb9442e409424e8",936716,"2026-07-31 21:54:59.170000 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/artifacts/10_figures/H02/model_diagnostics_near_eye.png","target_resource","file",TRUE,"63feccccbde19e1804fe1405260e0a2015344837549046015e16374e8d5df05c",920581,"2026-07-31 21:54:46.437000 UTC",644,,"file",TRUE,"63feccccbde19e1804fe1405260e0a2015344837549046015e16374e8d5df05c",920581,"2026-07-31 21:54:46.437000 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/artifacts/10_figures/H02/primary_residual_acf.png","target_resource","file",TRUE,"2398056695dcab79580a1262a74253ed6bb7e133c98418c3b8b123224efa234d",108708,"2026-07-31 15:41:04.002000 UTC",644,,"file",TRUE,"2398056695dcab79580a1262a74253ed6bb7e133c98418c3b8b123224efa234d",108708,"2026-07-31 15:41:04.002000 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/artifacts/10_figures/H02/primary_site_curves.png","target_resource","file",TRUE,"d5356ee523ce10009fe995ea4d95ea3aba50f0a75ce4adbdbaec906e2d93534b",412690,"2026-07-31 15:41:03.828000 UTC",644,,"file",TRUE,"d5356ee523ce10009fe995ea4d95ea3aba50f0a75ce4adbdbaec906e2d93534b",412690,"2026-07-31 15:41:03.828000 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation_files/figure-html/fig-h02-prep-ar-change-1.png","protected","file",TRUE,"ea097fc744b0aa6917553b27e6e5b55f9b2dffce9571a5ee937320fa03b888d4",134674,"2026-08-01 12:32:01.151017 UTC",644,,"file",TRUE,"ea097fc744b0aa6917553b27e6e5b55f9b2dffce9571a5ee937320fa03b888d4",134674,"2026-08-01 12:32:01.151017 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation_files/figure-html/fig-h02-prep-clock-support-1.png","protected","file",TRUE,"01f571490000e3d41bdcf50ea37a85f4bf29abbfc85b08e8a584a6aece60ef20",151811,"2026-08-01 12:31:59.556021 UTC",644,,"file",TRUE,"01f571490000e3d41bdcf50ea37a85f4bf29abbfc85b08e8a584a6aece60ef20",151811,"2026-08-01 12:31:59.556021 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation_files/figure-html/fig-h02-prep-day-support-1.png","protected","file",TRUE,"4f20ac2ace32a2fd75918667e247aac439db200d5174dfa5223876b151a52aec",85740,"2026-08-01 12:31:59.958088 UTC",644,,"file",TRUE,"4f20ac2ace32a2fd75918667e247aac439db200d5174dfa5223876b151a52aec",85740,"2026-08-01 12:31:59.958088 UTC",644,,TRUE,TRUE,"byte_identical"
"_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation_files/figure-html/fig-h02-prep-response-distribution-1.png","protected","file",TRUE,"e395d031368892a786bfa10882f5ca09f5b072e796c24ab0a5ea9a8bd27849ea",123336,"2026-08-01 12:31:59.257249 UTC",644,,"file",TRUE,"e395d031368892a786bfa10882f5ca09f5b072e796c24ab0a5ea9a8bd27849ea",123336,"2026-08-01 12:31:59.257249 UTC",644,,TRUE,TRUE,"byte_identical"
