data_scenario,placement,site,Id,local_date,abs_latitude_deg,photoperiod_hours,metric_order,metric_id,source_column,original_value,site_participant,response_value,row_key,run_id
primary,chest,RISE,RISE_S001,2025-03-04,57.715675,12.179657288326158,4,duration_above_1000,duration_above_1000_h,1.0666666666666667,RISE.RISE_S001,1.0666666666666667,RISE__RISE_S001__2025-03-04,prep_common_primary__chest
primary,chest,RISE,RISE_S001,2025-03-05,57.715675,12.261009983155462,4,duration_above_1000,duration_above_1000_h,0.06666666666666667,RISE.RISE_S001,0.06666666666666667,RISE__RISE_S001__2025-03-05,prep_common_primary__chest
primary,chest,RISE,RISE_S001,2025-03-06,57.715675,12.34262978831927,4,duration_above_1000,duration_above_1000_h,1.3333333333333333,RISE.RISE_S001,1.3333333333333333,RISE__RISE_S001__2025-03-06,prep_common_primary__chest
primary,chest,RISE,RISE_S001,2025-03-07,57.715675,12.424510966539383,4,duration_above_1000,duration_above_1000_h,2.15,RISE.RISE_S001,2.15,RISE__RISE_S001__2025-03-07,prep_common_primary__chest
primary,chest,RISE,RISE_S001,2025-03-08,57.715675,12.506648212075234,4,duration_above_1000,duration_above_1000_h,1.0833333333333333,RISE.RISE_S001,1.0833333333333333,RISE__RISE_S001__2025-03-08,prep_common_primary__chest
primary,chest,RISE,RISE_S001,2025-03-09,57.715675,12.58903662721316,4,duration_above_1000,duration_above_1000_h,2.816666666666667,RISE.RISE_S001,2.816666666666667,RISE__RISE_S001__2025-03-09,prep_common_primary__chest
primary,chest,RISE,RISE_S002,2025-03-18,57.715675,13.341199753284455,4,duration_above_1000,duration_above_1000_h,0.7,RISE.RISE_S002,0.7,RISE__RISE_S002__2025-03-18,prep_common_primary__chest
primary,chest,RISE,RISE_S002,2025-03-19,57.715675,13.42590415040652,4,duration_above_1000,duration_above_1000_h,0.6333333333333333,RISE.RISE_S002,0.6333333333333333,RISE__RISE_S002__2025-03-19,prep_common_primary__chest
primary,chest,RISE,RISE_S002,2025-03-20,57.715675,13.510826363431082,4,duration_above_1000,duration_above_1000_h,0.8,RISE.RISE_S002,0.8,RISE__RISE_S002__2025-03-20,prep_common_primary__chest
primary,chest,RISE,RISE_S002,2025-03-21,57.715675,13.595964657399389,4,duration_above_1000,duration_above_1000_h,0.6666666666666666,RISE.RISE_S002,0.6666666666666666,RISE__RISE_S002__2025-03-21,prep_common_primary__chest
primary,chest,RISE,RISE_S002,2025-03-22,57.715675,13.68131742046939,4,duration_above_1000,duration_above_1000_h,0.26666666666666666,RISE.RISE_S002,0.26666666666666666,RISE__RISE_S002__2025-03-22,prep_common_primary__chest
primary,chest,RISE,RISE_S002,2025-03-23,57.715675,13.766883142524295,4,duration_above_1000,duration_above_1000_h,0.5333333333333333,RISE.RISE_S002,0.5333333333333333,RISE__RISE_S002__2025-03-23,prep_common_primary__chest
primary,chest,RISE,RISE_S003,2025-03-18,57.715675,13.341199753284455,4,duration_above_1000,duration_above_1000_h,0.7,RISE.RISE_S003,0.7,RISE__RISE_S003__2025-03-18,prep_common_primary__chest
primary,chest,RISE,RISE_S003,2025-03-19,57.715675,13.42590415040652,4,duration_above_1000,duration_above_1000_h,1.1,RISE.RISE_S003,1.1,RISE__RISE_S003__2025-03-19,prep_common_primary__chest
primary,chest,RISE,RISE_S003,2025-03-20,57.715675,13.510826363431082,4,duration_above_1000,duration_above_1000_h,1.6666666666666667,RISE.RISE_S003,1.6666666666666667,RISE__RISE_S003__2025-03-20,prep_common_primary__chest
primary,chest,RISE,RISE_S003,2025-03-21,57.715675,13.595964657399389,4,duration_above_1000,duration_above_1000_h,1.4,RISE.RISE_S003,1.4,RISE__RISE_S003__2025-03-21,prep_common_primary__chest
primary,chest,RISE,RISE_S003,2025-03-22,57.715675,13.68131742046939,4,duration_above_1000,duration_above_1000_h,2.466666666666667,RISE.RISE_S003,2.466666666666667,RISE__RISE_S003__2025-03-22,prep_common_primary__chest
primary,chest,RISE,RISE_S003,2025-03-23,57.715675,13.766883142524295,4,duration_above_1000,duration_above_1000_h,0.18333333333333332,RISE.RISE_S003,0.18333333333333332,RISE__RISE_S003__2025-03-23,prep_common_primary__chest
primary,chest,RISE,RISE_S004,2025-03-25,57.715675,13.938647803200615,4,duration_above_1000,duration_above_1000_h,0.4,RISE.RISE_S004,0.4,RISE__RISE_S004__2025-03-25,prep_common_primary__chest
primary,chest,RISE,RISE_S004,2025-03-26,57.715675,14.024844036764568,4,duration_above_1000,duration_above_1000_h,5.166666666666667,RISE.RISE_S004,5.166666666666667,RISE__RISE_S004__2025-03-26,prep_common_primary__chest
primary,chest,RISE,RISE_S004,2025-03-27,57.715675,14.111247775289748,4,duration_above_1000,duration_above_1000_h,0.23333333333333334,RISE.RISE_S004,0.23333333333333334,RISE__RISE_S004__2025-03-27,prep_common_primary__chest
primary,chest,RISE,RISE_S004,2025-03-28,57.715675,14.19785769297017,4,duration_above_1000,duration_above_1000_h,0.5833333333333334,RISE.RISE_S004,0.5833333333333334,RISE__RISE_S004__2025-03-28,prep_common_primary__chest
primary,chest,RISE,RISE_S004,2025-03-29,57.715675,14.284672434462442,4,duration_above_1000,duration_above_1000_h,3.9166666666666665,RISE.RISE_S004,3.9166666666666665,RISE__RISE_S004__2025-03-29,prep_common_primary__chest
primary,chest,RISE,RISE_S004,2025-03-30,57.715675,14.371690592434671,4,duration_above_1000,duration_above_1000_h,0.5,RISE.RISE_S004,0.5,RISE__RISE_S004__2025-03-30,prep_common_primary__chest
primary,chest,RISE,RISE_S005,2025-04-01,57.715675,14.54633112874296,4,duration_above_1000,duration_above_1000_h,2.066666666666667,RISE.RISE_S005,2.066666666666667,RISE__RISE_S005__2025-04-01,prep_common_primary__chest
primary,chest,RISE,RISE_S005,2025-04-02,57.715675,14.633950222267044,4,duration_above_1000,duration_above_1000_h,2,RISE.RISE_S005,2,RISE__RISE_S005__2025-04-02,prep_common_primary__chest
primary,chest,RISE,RISE_S005,2025-04-03,57.715675,14.721766114168696,4,duration_above_1000,duration_above_1000_h,2.8833333333333333,RISE.RISE_S005,2.8833333333333333,RISE__RISE_S005__2025-04-03,prep_common_primary__chest
primary,chest,RISE,RISE_S005,2025-04-04,57.715675,14.809776781466272,4,duration_above_1000,duration_above_1000_h,1.6666666666666667,RISE.RISE_S005,1.6666666666666667,RISE__RISE_S005__2025-04-04,prep_common_primary__chest
primary,chest,RISE,RISE_S005,2025-04-05,57.715675,14.897980003555615,4,duration_above_1000,duration_above_1000_h,1.6833333333333333,RISE.RISE_S005,1.6833333333333333,RISE__RISE_S005__2025-04-05,prep_common_primary__chest
primary,chest,RISE,RISE_S005,2025-04-06,57.715675,14.986373335785336,4,duration_above_1000,duration_above_1000_h,0.65,RISE.RISE_S005,0.65,RISE__RISE_S005__2025-04-06,prep_common_primary__chest
primary,chest,RISE,RISE_S006,2025-04-15,57.715675,15.78991743306319,4,duration_above_1000,duration_above_1000_h,1.9166666666666667,RISE.RISE_S006,1.9166666666666667,RISE__RISE_S006__2025-04-15,prep_common_primary__chest
primary,chest,RISE,RISE_S006,2025-04-16,57.715675,15.880007472435633,4,duration_above_1000,duration_above_1000_h,0.95,RISE.RISE_S006,0.95,RISE__RISE_S006__2025-04-16,prep_common_primary__chest
primary,chest,RISE,RISE_S006,2025-04-17,57.715675,15.970237473911709,4,duration_above_1000,duration_above_1000_h,2.8,RISE.RISE_S006,2.8,RISE__RISE_S006__2025-04-17,prep_common_primary__chest
primary,chest,RISE,RISE_S006,2025-04-18,57.715675,16.060599889622793,4,duration_above_1000,duration_above_1000_h,3.6666666666666665,RISE.RISE_S006,3.6666666666666665,RISE__RISE_S006__2025-04-18,prep_common_primary__chest
primary,chest,RISE,RISE_S006,2025-04-19,57.715675,16.15108650598261,4,duration_above_1000,duration_above_1000_h,0,RISE.RISE_S006,0,RISE__RISE_S006__2025-04-19,prep_common_primary__chest
primary,chest,RISE,RISE_S006,2025-04-20,57.715675,16.241688398917518,4,duration_above_1000,duration_above_1000_h,0.31666666666666665,RISE.RISE_S006,0.31666666666666665,RISE__RISE_S006__2025-04-20,prep_common_primary__chest
primary,chest,RISE,RISE_S007,2025-04-15,57.715675,15.78991743306319,4,duration_above_1000,duration_above_1000_h,4.85,RISE.RISE_S007,4.85,RISE__RISE_S007__2025-04-15,prep_common_primary__chest
primary,chest,RISE,RISE_S007,2025-04-16,57.715675,15.880007472435633,4,duration_above_1000,duration_above_1000_h,2.816666666666667,RISE.RISE_S007,2.816666666666667,RISE__RISE_S007__2025-04-16,prep_common_primary__chest
primary,chest,RISE,RISE_S007,2025-04-17,57.715675,15.970237473911709,4,duration_above_1000,duration_above_1000_h,1.4,RISE.RISE_S007,1.4,RISE__RISE_S007__2025-04-17,prep_common_primary__chest
primary,chest,RISE,RISE_S007,2025-04-18,57.715675,16.060599889622793,4,duration_above_1000,duration_above_1000_h,5.466666666666667,RISE.RISE_S007,5.466666666666667,RISE__RISE_S007__2025-04-18,prep_common_primary__chest
primary,chest,RISE,RISE_S007,2025-04-19,57.715675,16.15108650598261,4,duration_above_1000,duration_above_1000_h,1.9166666666666667,RISE.RISE_S007,1.9166666666666667,RISE__RISE_S007__2025-04-19,prep_common_primary__chest
primary,chest,RISE,RISE_S007,2025-04-20,57.715675,16.241688398917518,4,duration_above_1000,duration_above_1000_h,2.55,RISE.RISE_S007,2.55,RISE__RISE_S007__2025-04-20,prep_common_primary__chest
primary,chest,RISE,RISE_S008,2025-04-29,57.715675,17.06040390630563,4,duration_above_1000,duration_above_1000_h,3.0166666666666666,RISE.RISE_S008,3.0166666666666666,RISE__RISE_S008__2025-04-29,prep_common_primary__chest
primary,chest,RISE,RISE_S008,2025-04-30,57.715675,17.151474550233946,4,duration_above_1000,duration_above_1000_h,5.566666666666666,RISE.RISE_S008,5.566666666666666,RISE__RISE_S008__2025-04-30,prep_common_primary__chest
primary,chest,RISE,RISE_S008,2025-05-01,57.715675,17.242500105102856,4,duration_above_1000,duration_above_1000_h,8.516666666666667,RISE.RISE_S008,8.516666666666667,RISE__RISE_S008__2025-05-01,prep_common_primary__chest
primary,chest,RISE,RISE_S008,2025-05-02,57.715675,17.33345867547724,4,duration_above_1000,duration_above_1000_h,4.833333333333333,RISE.RISE_S008,4.833333333333333,RISE__RISE_S008__2025-05-02,prep_common_primary__chest
primary,chest,RISE,RISE_S008,2025-05-03,57.715675,17.424326815075343,4,duration_above_1000,duration_above_1000_h,4.6,RISE.RISE_S008,4.6,RISE__RISE_S008__2025-05-03,prep_common_primary__chest
primary,chest,RISE,RISE_S008,2025-05-04,57.715675,17.515079435838594,4,duration_above_1000,duration_above_1000_h,5.483333333333333,RISE.RISE_S008,5.483333333333333,RISE__RISE_S008__2025-05-04,prep_common_primary__chest
primary,chest,RISE,RISE_S009,2025-05-27,57.715675,19.47890533533361,4,duration_above_1000,duration_above_1000_h,1.3666666666666667,RISE.RISE_S009,1.3666666666666667,RISE__RISE_S009__2025-05-27,prep_common_primary__chest
primary,chest,RISE,RISE_S009,2025-05-28,57.715675,19.55297898358769,4,duration_above_1000,duration_above_1000_h,0.38333333333333336,RISE.RISE_S009,0.38333333333333336,RISE__RISE_S009__2025-05-28,prep_common_primary__chest
primary,chest,RISE,RISE_S009,2025-05-29,57.715675,19.625408908989694,4,duration_above_1000,duration_above_1000_h,5.25,RISE.RISE_S009,5.25,RISE__RISE_S009__2025-05-29,prep_common_primary__chest
primary,chest,RISE,RISE_S009,2025-05-30,57.715675,19.696082001328467,4,duration_above_1000,duration_above_1000_h,0.45,RISE.RISE_S009,0.45,RISE__RISE_S009__2025-05-30,prep_common_primary__chest
primary,chest,RISE,RISE_S009,2025-05-31,57.715675,19.76488055811988,4,duration_above_1000,duration_above_1000_h,2.4,RISE.RISE_S009,2.4,RISE__RISE_S009__2025-05-31,prep_common_primary__chest
primary,chest,RISE,RISE_S009,2025-06-01,57.715675,19.831682472030323,4,duration_above_1000,duration_above_1000_h,1.8666666666666667,RISE.RISE_S009,1.8666666666666667,RISE__RISE_S009__2025-06-01,prep_common_primary__chest
primary,chest,RISE,RISE_S010,2025-06-10,57.715675,20.321251919137108,4,duration_above_1000,duration_above_1000_h,0.4166666666666667,RISE.RISE_S010,0.4166666666666667,RISE__RISE_S010__2025-06-10,prep_common_primary__chest
primary,chest,RISE,RISE_S010,2025-06-11,57.715675,20.360735110441844,4,duration_above_1000,duration_above_1000_h,0.8833333333333333,RISE.RISE_S010,0.8833333333333333,RISE__RISE_S010__2025-06-11,prep_common_primary__chest
primary,chest,RISE,RISE_S010,2025-06-12,57.715675,20.396744766698944,4,duration_above_1000,duration_above_1000_h,5.533333333333333,RISE.RISE_S010,5.533333333333333,RISE__RISE_S010__2025-06-12,prep_common_primary__chest
primary,chest,RISE,RISE_S010,2025-06-13,57.715675,20.429159809152285,4,duration_above_1000,duration_above_1000_h,0.13333333333333333,RISE.RISE_S010,0.13333333333333333,RISE__RISE_S010__2025-06-13,prep_common_primary__chest
primary,chest,RISE,RISE_S010,2025-06-14,57.715675,20.457867281238237,4,duration_above_1000,duration_above_1000_h,4.066666666666666,RISE.RISE_S010,4.066666666666666,RISE__RISE_S010__2025-06-14,prep_common_primary__chest
primary,chest,RISE,RISE_S012,2025-06-10,57.715675,20.321251919137108,4,duration_above_1000,duration_above_1000_h,1.45,RISE.RISE_S012,1.45,RISE__RISE_S012__2025-06-10,prep_common_primary__chest
