"check","pass"
"producer_embedding_all_eight_checks",TRUE
"52_inline_drawings_no_anchors",TRUE
"no_native_or_float_wrapper_tables",TRUE
"unique_drawing_ids",TRUE
"23_SVG_appearances_and_29_PNG_drawings",TRUE
"22_physical_SVG_sources",TRUE
"SVG_bytes_and_appearances_Main Figure 1",TRUE
"SVG_bytes_and_appearances_Main Figure 2",TRUE
"SVG_bytes_and_appearances_Main Figure 3",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S1",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S2",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S3",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S4",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S5",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S6",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S7A",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S7B",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S8",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S9",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S10",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S11",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S12",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S13",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S14",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S15A",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S15B",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S16",TRUE
"SVG_bytes_and_appearances_Supplementary Figure S17",TRUE
"29_exact_table_payloads_in_document_order",TRUE
"19_table_keys_retained",TRUE
"all_table_aspect_ratios_within_two_EMU_rounding",FALSE
"S2_three_parts_within_15_55_by_8_90_inches",TRUE
"other_table_parts_within_existing_bounds",TRUE
"31_section_orientation_sequence",TRUE
"one_A3_landscape_section_exact_margins",TRUE
"S2_part_section_12",TRUE
"S2_part_section_13",TRUE
"S2_part_section_14",TRUE
"all_13_top_level_sections_start_new_page",FALSE
"unique_paired_bookmark_names_and_ids",TRUE
"126_internal_links_104_unique_targets_all_resolve",TRUE
"exact_22_new_display_bookmarks",FALSE
"22_bookmarks_at_exact_recorded_caption_or_heading",TRUE
"all_original_body_paragraph_text_retained_in_order",TRUE
"author_block_fourteen_affiliations_precedes_abstract",TRUE
"S7A_independent_left_tag",TRUE
"S7B_independent_left_tag",TRUE
"S7B_page_start",TRUE
"S15A_independent_left_tag",TRUE
"S15B_independent_left_tag",TRUE
"S15B_page_start",TRUE
"S8_crop_and_extent_preserved_32",TRUE
"S8_crop_and_extent_preserved_33",TRUE
"source_Brown_hold_notice_retained",TRUE
"three_main_member_names_unchanged",TRUE
"nineteen_new_supplemental_member_names",TRUE
"embedding_output_hash_matches_report",TRUE
