run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,estimand,site,estimate_model,std_error,conf_low_model,conf_high_model,estimate_practical,conf_low_practical,conf_high_practical,interval_method
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,BAUA,-0.9645487308124958,0.10894981154948737,-1.1780864375719169,-0.7510110240530746,0.27596838813546204,0.23539643427496576,0.32060104366409103,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,FUSPCEU,-0.7950822966861923,0.1061700227753106,-1.0031717175635984,-0.5869928758087863,0.31107844485745106,0.2683182810404893,0.3573251252981296,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,IZTECH,-0.8964751176128478,0.10366107850309551,-1.0996470980774942,-0.6933031371482015,0.2897754000558086,0.24980602343524372,0.33329867721459944,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,KNUST,-0.8450325730199225,0.11202712595585292,-1.0646017051849264,-0.6254634408549186,0.300475925765335,0.2564310454069313,0.34853989914363637,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,RISE,-0.8125148268618302,0.11003497699389092,-1.02817941880955,-0.5968502349141106,0.307354860397508,0.2634372140120187,0.35506464054918363,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,THUAS,-0.9348772414032618,0.1103245832088932,-1.1511094511020847,-0.7186450317044388,0.2819362764098348,0.2402864956247849,0.32769142594194,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,TUM,-0.8308438405991037,0.14900497057680248,-1.1228882164470868,-0.5387994647511205,0.3034666740882297,0.245475942141454,0.36846690152772144,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,UCR,-0.8213274380477396,0.06848280038663111,-0.955551260365982,-0.687103615729497,0.3054819543139688,0.2777697902033731,0.33467769777383777,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,overall_equal_site_mean,,-0.8625877581304242,0.03704459341212519,-0.9351938270401192,-0.7899816892207291,0.2967989725118841,0.281872188638453,0.3121726011100603,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,overall_observed_sample_mean,,-0.8568457931238038,0.03404740178164199,-0.923577474382987,-0.7901141118646207,0.29799877084873055,0.2842295203552069,0.3121441679122402,emmeans_wald_normal
