path,sha256,bytes,producer,r_version
artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,6949,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
artifacts/12_manifests/H01_model_data_artifacts.csv,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,3646,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/decisions/bootstrap_execution_policy.md,8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a,2780,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/decisions/mder_mean_of_viable_ratios.md,44f93b12c8536574153eb0e0bcca85f4233eda71899353fa0ea350102cd8b83f,7675,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/handoffs/H01_shared_change_request.md,9a0392bcf4f47021aa598f20f2f0c8349bbabe7632deed5215d538e00085c4c2,16381,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/handoffs/H01_worker_handoff.md,cd3c0d63bff24076ee5c29584c9cd1a5a83d5bd498832b009890b9fdad1bc1f5,74051,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_candidate_participant_influence.csv,098264bd892e193da89bc86bb18531dbda4f714e3e2f4b38df6f1a23cd272b59,9460,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_complete_BH_impact.csv,d1df38dd4a4268e32dd868f3dd8048db45543b4923f8de1723f6d6d4c73c4387,118521,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_construct_impossible_gap_rows.csv,757fb1690e09b31d7d9d064283be64a4946779fdb925cbee0aca884bfd556b80,455,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_diagnostic_comparison.csv,2f276addca61e8724b02ffb30505e789ac779c5e807550bc82374f79b31b27af,8360,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_distribution_histograms.png,a486724446cb2852665e349ceae796ca870711deb74713ae481ca4fea6657faa,111371,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_distribution_summary.csv,16752c6e4dedb522a1b131537da731ccba82832691560944335de744c09a8a39,2951,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_exact_sample_comparison.csv,d6ebf5c4e4f9ce1de4a93fd7d3396fce94ebf7a625bc3eefc3a501e6fcb8d127,4258,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_frozen_non_mder_artifact_baseline.csv,d8669cd878c43fc8205462f1fdc895415f0eae076d96fd2701b5a355432000ef,148779,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_gate_summary.csv,6e251a67bf5deca4a64a77fb682108d0da9be678ea881e32ff9fd8f81708c778,480,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_influence_sensitivity.csv,5bd17328c67ad0485bab324ab40e7326921c0a44ddb022785337099085d537c6,8630,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_mder_test_comparison.csv,43b12a717e74edd6d796be0c842ecaa4a3ad22b2fe746535a0dd104fcd52669f,7501,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_exact_samples_by_site.csv,1dff2ab01cd64c1d610042114b6752cb031b34f80d3d7cb543477ddf9a2a2e6d,201051,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_exact_samples.csv,d3514cfcad1580ebabe0d2963bc12df921efcdb4174db6c517141805519dfb58,33832,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_latitude_loo.csv,8464f4ba3ea0544f2144e011120e92cf4348401fb8760bd3b17a6159fc207d51,460773,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
