run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,estimand,site,estimate_model,std_error,conf_low_model,conf_high_model,estimate_practical,conf_low_practical,conf_high_practical,interval_method
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,BAUA,-0.9065009257193529,0.11273707024519182,-1.127461523122491,-0.6855403283162149,0.28771638939189165,0.244629872008436,0.3350258826102689,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,FUSPCEU,-0.7438704955839787,0.11172765738229619,-0.9628526801303098,-0.5248883110376475,0.32215835341853505,0.2763074044800421,0.3717098953553133,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,IZTECH,-0.9258467061236687,0.10897444074765587,-1.1394326852244683,-0.7122607270228691,0.2837680869461415,0.24242453589798976,0.3290994947363283,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,KNUST,-0.7995731750732122,0.11777949550127752,-1.0304167443730134,-0.568729605773411,0.310116828265457,0.2630033175547947,0.36153001333402723,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,RISE,-0.7964400599243769,0.11535914912200161,-1.0225398374906853,-0.5703402823580684,0.31078753912142093,0.26453296631975687,0.3611583101810068,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,THUAS,-0.977934343167101,0.11576815003145463,-1.2048357477855816,-0.7510329385486205,0.27330184735219254,0.23061608113060994,0.3205962703547784,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,TUM,-0.8392959567722349,0.15611189686170118,-1.1452696521794006,-0.5333222613650692,0.3016830843541863,0.2413541607352751,0.3697423572119157,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,site_mean,UCR,-0.7955834633230388,0.07202388311972596,-0.9367476802644239,-0.6544192463816536,0.31097105068454173,0.28155776390197873,0.34199436239367714,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,overall_equal_site_mean,,-0.8481306407108706,0.03873571340453491,-0.9240512438992244,-0.7722100375225168,0.29982514526525195,0.2841331450698961,0.31600122478408915,emmeans_wald_normal
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,overall_observed_sample_mean,,-0.8380579986431983,0.03564311159859876,-0.9079172136733937,-0.7681987836130029,0.3019439495007877,0.2874262287596709,0.3168688742760932,emmeans_wald_normal
