run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,term,term_label,estimate_model,std_error,conf_low_model,conf_high_model,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,interval_method,status
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,photoperiod_centered_hours,Photoperiod per hour,-0.003049399000760092,0.02165103319893234,-0.0454846442987485,0.039385846297228314,0.8879938801488868,odds_ratio,0.9969552456939975,0.9555342753581667,1.0401717526503422,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.012991765610967673,0.01990870001064537,-0.05201210061084478,0.026028569388909434,0.5140353048914078,odds_ratio,0.9870922630885278,0.9493173794532106,1.0263702708260116,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,-0.02381207359975197,0.018885877098144255,-0.06082771252856453,0.013203565329060588,0.20736641661059982,difference,-0.02381207359975197,-0.06082771252856453,0.013203565329060588,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.013469431446428315,0.017617056205450277,-0.021059364229872084,0.047998227122728714,0.44452903255403947,difference,0.013469431446428315,-0.021059364229872084,0.047998227122728714,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.058256721247176124,0.01387948576027346,0.031053429033103624,0.08546001346124862,2.7008546627469735e-5,ratio,1.1435541156223872,1.0741215479039135,1.2174748918395992,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01292965592366748,0.013673593638250946,-0.03972940699387533,0.01387009514654037,0.34435616018295445,ratio,0.970667176602934,0.9125792570122724,1.0324525354860665,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.07707454218052988,0.01980089279826428,0.03826550543419337,0.11588357892686639,9.92254466750361e-5,ratio,1.1941930578292348,1.0921077912516934,1.3058207905769548,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.011614551324503711,0.019419325654274632,-0.02644662756192928,0.0496757302109367,0.549778272899196,ratio,1.027104309260494,0.9409214570790179,1.1211810020534825,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.027368915620873343,0.010582359442027381,0.0066278722430423015,0.048109958998704384,0.009701885271634746,ratio,1.0650473487784657,1.0153782872170187,1.117146062133193,wald_normal,PASS
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03904926235492387,0.010567705563810594,-0.059761584659216174,-0.018336940050631568,2.1975659059343024e-4,ratio,0.9140095587873164,0.8714418555050808,0.9586565853787065,wald_normal,PASS
