run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,site,reference,estimate_model,std_error,conf_low_model,conf_high_model,z_value,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,p_adjusted_within_metric,contrast_family_n,contrast_adjustment_method,interval_method,sensitivity_id
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,BAUA,equally_weighted_overall_site_mean,0.26994485768702936,0.24025581558818704,-0.200947887942114,0.7408376033161728,1.1235726262282497,0.2611943742982659,difference,0.26994485768702936,-0.200947887942114,0.7408376033161728,0.29850785634087534,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,FUSPCEU,equally_weighted_overall_site_mean,0.31207350536689593,0.25692162213522257,-0.19148362086774884,0.8156306316015407,1.214664234069976,0.22449417898043705,difference,0.31207350536689593,-0.19148362086774884,0.8156306316015407,0.29850785634087534,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,IZTECH,equally_weighted_overall_site_mean,0.6372122656444927,0.23521138316678833,0.17620642588373703,1.0982181054052484,2.7091047085618545,0.006746504433056556,difference,0.6372122656444927,0.17620642588373703,1.0982181054052484,0.015509354877190799,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,KNUST,equally_weighted_overall_site_mean,-0.9839901379641294,0.25758684777327584,-1.4888510824909513,-0.47912919343730753,-3.820032530660195,1.334340743070623e-4,difference,-0.9839901379641294,-1.4888510824909513,-0.47912919343730753,7.290845224167057e-4,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,RISE,equally_weighted_overall_site_mean,-0.4250372251871815,0.24155822190194154,-0.8984826402845212,0.04840818991015822,-1.759564306445846,0.07848170793188296,difference,-0.4250372251871815,-0.8984826402845212,0.04840818991015822,0.12557073269101274,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,THUAS,equally_weighted_overall_site_mean,-0.026030920178792438,0.2403465849272417,-0.49710157044338343,0.44503973008579856,-0.10830576264136468,0.9137531515812841,difference,-0.026030920178792438,-0.49710157044338343,0.44503973008579856,0.9137531515812841,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,TUM,equally_weighted_overall_site_mean,0.8559484217873436,0.32147469935464895,0.2258695891113902,1.486027254463297,2.6625685427364427,0.007754677438595399,difference,0.8559484217873436,0.2258695891113902,1.486027254463297,0.015509354877190799,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,UCR,equally_weighted_overall_site_mean,-0.6401207671556597,0.17104552700355993,-0.9753638397993103,-0.3048776945120091,-3.742399923397804,1.8227113060417642e-4,difference,-0.6401207671556597,-0.9753638397993103,-0.3048776945120091,7.290845224167057e-4,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,BAUA,equally_weighted_overall_site_mean,0.20425081091475011,0.2608906767105027,-0.3070855193401177,0.715587141169618,0.7828980839411023,0.43368696277396324,difference,0.20425081091475011,-0.3070855193401177,0.715587141169618,0.4956422431702437,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,FUSPCEU,equally_weighted_overall_site_mean,0.3410787061552188,0.2725447973193956,-0.19309928076456512,0.8752566930750028,1.2514592445347918,0.21076697403286718,difference,0.3410787061552188,-0.19309928076456512,0.8752566930750028,0.2810226320438229,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,IZTECH,equally_weighted_overall_site_mean,0.6664972587239217,0.23979952394450602,0.19649882828283977,1.1364956891650038,2.7793935857777656,0.005446049403103472,difference,0.6664972587239217,0.19649882828283977,1.1364956891650038,0.015109098471086307,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,KNUST,equally_weighted_overall_site_mean,-1.0039300223841099,0.2676681087961075,-1.5285498754344293,-0.47931016933379056,-3.750652354139207,1.763750981675433e-4,difference,-1.0039300223841099,-1.5285498754344293,-0.47931016933379056,0.0014110007853403465,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,RISE,equally_weighted_overall_site_mean,-0.3872128048056157,0.2726354262389274,-0.9215684211436397,0.14714281153240827,-1.4202585854205059,0.15553241335004755,difference,-0.3872128048056157,-0.9215684211436397,0.14714281153240827,0.2488518613600761,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,THUAS,equally_weighted_overall_site_mean,-0.05601460705693112,0.2579679898391634,-0.5616225763058857,0.44959336219202356,-0.2171378204398725,0.8281009405695168,difference,-0.05601460705693112,-0.5616225763058857,0.44959336219202356,0.8281009405695168,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,TUM,equally_weighted_overall_site_mean,0.8836066291869433,0.3193934926770149,0.2576068866435368,1.5096063717303498,2.7665141884417985,0.0056659119266573655,difference,0.8836066291869433,0.2576068866435368,1.5096063717303498,0.015109098471086307,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,UCR,equally_weighted_overall_site_mean,-0.6482759707341774,0.3797832225243761,-1.3926374088145153,0.09608546734616041,-1.7069631628937172,0.08782889946843367,difference,-0.6482759707341774,-1.3926374088145153,0.09608546734616041,0.17565779893686734,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,BAUA,equally_weighted_overall_site_mean,0.15963546323590458,0.28271232389631656,-0.3944705095864982,0.7137414360583074,0.564656895871473,0.5723071579527346,difference,0.15963546323590458,-0.3944705095864982,0.7137414360583074,0.6588194425125613,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,FUSPCEU,equally_weighted_overall_site_mean,0.12442428213735564,0.28179382057035735,-0.4278814572464868,0.6767300215211981,0.44154368568309255,0.6588194425125613,difference,0.12442428213735564,-0.4278814572464868,0.6767300215211981,0.6588194425125613,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,IZTECH,equally_weighted_overall_site_mean,0.5793350554638175,0.26228903361455386,0.06525799603947646,1.0934121148881584,2.2087658316480656,0.027190932789218303,difference,0.5793350554638175,0.06525799603947646,1.0934121148881584,0.08157279836765491,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,KNUST,equally_weighted_overall_site_mean,-0.948485027995801,0.2884222541735628,-1.5137822585158411,-0.3831877974757608,-3.2885292804938504,0.0010071230797040554,difference,-0.948485027995801,-1.5137822585158411,-0.3831877974757608,0.009064107717336498,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,MPI,equally_weighted_overall_site_mean,0.22015060130898098,0.23366537191955775,-0.23782511208750892,0.6781263147054709,0.9421618595021028,0.34610977770151097,difference,0.22015060130898098,-0.23782511208750892,0.6781263147054709,0.5191646665522665,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,RISE,equally_weighted_overall_site_mean,-0.38800680267549614,0.30480976914652125,-0.9854229723386457,0.20940936698765344,-1.2729473985099944,0.20303670820074846,difference,-0.38800680267549614,-0.9854229723386457,0.20940936698765344,0.36546607476134724,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,THUAS,equally_weighted_overall_site_mean,-0.1329736501380046,0.2896776805783447,-0.7007314711966579,0.43478417092064875,-0.4590400263925106,0.6462054229701263,difference,-0.1329736501380046,-0.7007314711966579,0.43478417092064875,0.6588194425125613,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,TUM,equally_weighted_overall_site_mean,0.9670042200592326,0.3556925750083799,0.26985958347449646,1.6641488566439686,2.7186516896970665,0.0065548592510140365,difference,0.9670042200592326,0.26985958347449646,1.6641488566439686,0.029496866629563166,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,UCR,equally_weighted_overall_site_mean,-0.5810841413959894,0.42287376926496695,-1.4099014991620251,0.24773321637004642,-1.3741314397580664,0.16940088050795307,difference,-0.5810841413959894,-1.4099014991620251,0.24773321637004642,0.36546607476134724,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,BAUA,equally_weighted_overall_site_mean,0.18078832948519996,0.28473886042100965,-0.37728958193895623,0.7388662409093562,0.6349267859606155,0.5254761663124208,difference,0.18078832948519996,-0.37728958193895623,0.7388662409093562,0.6179064127897326,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,FUSPCEU,equally_weighted_overall_site_mean,0.18186810649492124,0.29726580196842484,-0.40076215919860714,0.7644983721884496,0.6118029900870973,0.540668111191016,difference,0.18186810649492124,-0.40076215919860714,0.7644983721884496,0.6179064127897326,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,IZTECH,equally_weighted_overall_site_mean,0.627240833538957,0.261850690202255,0.11402291141558218,1.1404587556623318,2.395414092872822,0.0166016040797354,difference,0.627240833538957,0.11402291141558218,1.1404587556623318,0.044270944212627734,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,KNUST,equally_weighted_overall_site_mean,-0.9256686439436224,0.29121642444352164,-1.4964423475594544,-0.35489494032779034,-3.178627873453429,0.0014797393159735341,difference,-0.9256686439436224,-1.4964423475594544,-0.35489494032779034,0.011837914527788273,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
