run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,equal_site_estimate_model,observed_sample_estimate_model,equal_site_estimate_practical,observed_sample_estimate_practical,practical_difference,observed_site_weights
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,-0.8481306407108706,-0.8380579986431983,0.29982514526525195,0.3019439495007877,0.0021188042355357317,BAUA=0.12987013;FUSPCEU=0.14285714;IZTECH=0.11038961;KNUST=0.097402597;RISE=0.1038961;THUAS=0.097402597;TUM=0.064935065;UCR=0.25324675
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,1.344422927119823,1.3245035724837326,1.344422927119823,1.3245035724837326,-0.019919354636090292,BAUA=0.12987013;FUSPCEU=0.14285714;IZTECH=0.11038961;KNUST=0.097402597;RISE=0.1038961;THUAS=0.097402597;TUM=0.064935065;UCR=0.25324675
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,0.589822353963181,0.6139305832544665,3.788860405204083,4.0108400902220245,0.22197968501794163,BAUA=0.12597547;FUSPCEU=0.13600892;IZTECH=0.1148272;KNUST=0.092530658;RISE=0.10702341;THUAS=0.10479376;TUM=0.066889632;UCR=0.25195095
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,1.8712910983445359,1.902640510644027,74.25173347517278,79.8172462276377,5.565512752464912,BAUA=0.12597547;FUSPCEU=0.13600892;IZTECH=0.1148272;KNUST=0.092530658;RISE=0.10702341;THUAS=0.10479376;TUM=0.066889632;UCR=0.25195095
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,-0.7068182466277764,-0.693253670806827,0.09641821201872022,0.10264986986725366,0.0062316578485334395,BAUA=0.12597547;FUSPCEU=0.13600892;IZTECH=0.1148272;KNUST=0.092530658;RISE=0.10702341;THUAS=0.10479376;TUM=0.066889632;UCR=0.25195095
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,-0.03574604944952341,0.02342031297118151,0.9648852955245499,1.0236967221460953,0.05881142662154537,BAUA=0.12597547;FUSPCEU=0.13600892;IZTECH=0.1148272;KNUST=0.092530658;RISE=0.10702341;THUAS=0.10479376;TUM=0.066889632;UCR=0.25195095
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,0.8647802294710198,0.9173455161240865,2.374484186984375,2.5026383518261923,0.1281541648418174,BAUA=0.11799762;FUSPCEU=0.13230036;IZTECH=0.11799762;KNUST=0.098927294;RISE=0.10727056;THUAS=0.095351609;TUM=0.071513707;UCR=0.25864124
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,1.8554510248569835,1.8235312892884954,1.8554510248569835,1.8235312892884954,-0.03191973556848815,BAUA=0.12456747;FUSPCEU=0.1349481;IZTECH=0.11649366;KNUST=0.095732411;RISE=0.10726644;THUAS=0.096885813;TUM=0.06805075;UCR=0.25605536
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,1.9531345823333637,1.948017702711169,7.050754147172913,7.0147684327567,-0.035985714416213455,BAUA=0.12300683;FUSPCEU=0.1332574;IZTECH=0.11389522;KNUST=0.09453303;RISE=0.10933941;THUAS=0.10022779;TUM=0.06833713;UCR=0.25740319
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,-0.1951376604522918,-0.18144741073519463,0.5380612047431952,0.558495163122947,0.020433958379751815,BAUA=0.12597547;FUSPCEU=0.13600892;IZTECH=0.1148272;KNUST=0.092530658;RISE=0.10702341;THUAS=0.10479376;TUM=0.066889632;UCR=0.25195095
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,13.823178547912935,13.69819311824666,13.823178547912935,13.69819311824666,-0.12498542966627468,BAUA=0.12597547;FUSPCEU=0.13600892;IZTECH=0.1148272;KNUST=0.092530658;RISE=0.10702341;THUAS=0.10479376;TUM=0.066889632;UCR=0.25195095
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,2.769466041995899,2.6728552779994086,2.769466041995899,2.6728552779994086,-0.0966107639964906,BAUA=0.12597547;FUSPCEU=0.13600892;IZTECH=0.1148272;KNUST=0.092530658;RISE=0.10702341;THUAS=0.10479376;TUM=0.066889632;UCR=0.25195095
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,13.486695044260292,13.310155390248115,13.486695044260292,13.310155390248115,-0.17653965401217775,BAUA=0.12456747;FUSPCEU=0.13379469;IZTECH=0.11303345;KNUST=0.0911188;RISE=0.11072664;THUAS=0.10149942;TUM=0.065743945;UCR=0.25951557
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,9.50688995370451,9.252845225168151,9.50688995370451,9.252845225168151,-0.25404472853635873,BAUA=0.12456747;FUSPCEU=0.13379469;IZTECH=0.11303345;KNUST=0.0911188;RISE=0.11072664;THUAS=0.10149942;TUM=0.065743945;UCR=0.25951557
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,17.90608105167344,17.82261209957952,17.90608105167344,17.82261209957952,-0.08346895209392002,BAUA=0.12456747;FUSPCEU=0.13379469;IZTECH=0.11303345;KNUST=0.0911188;RISE=0.11072664;THUAS=0.10149942;TUM=0.065743945;UCR=0.25951557
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,3.6771431518032887,3.700511253123712,4754.819313887955,5017.675805650979,262.85649176302377,BAUA=0.12597547;FUSPCEU=0.13600892;IZTECH=0.1148272;KNUST=0.092530658;RISE=0.10702341;THUAS=0.10479376;TUM=0.066889632;UCR=0.25195095
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.7624900940675924,0.7615299745191904,0.7624900940675924,0.7615299745191904,-9.601195484020275e-4,BAUA=0.12863071;FUSPCEU=0.099585062;IZTECH=0.12863071;KNUST=0.065006916;RISE=0.12171508;THUAS=0.10926694;TUM=0.066390041;UCR=0.28077455
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,0.5920850736762383,0.5910313588385531,3.809174648719441,3.799701439979001,-0.009473208740439887,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,1.869211477974256,1.880623614979039,73.8965510611966,75.86676191371633,1.9702108525197275,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,-0.6968281783488328,-0.7129318522483217,0.10098878352381757,0.09367258433711029,-0.007316199186707284,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,-0.06424267490855083,-0.043424842384726846,0.9377773968710924,0.957504515142694,0.019727118271601563,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
