run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,omitted_site,observations,participants,sites,refit_error,refit_warnings,term,term_label,estimate_model,std_error,conf_low_model,conf_high_model,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,interval_method,status
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,788,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.030754931882396485,0.011497269130323805,-0.05328916529839528,-0.008220698466397686,0.007473435004615523,ratio,0.9316334387830167,0.8845264714893231,0.9812491680404679,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,779,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.028755079549378407,0.012176157236898813,-0.05261990920379681,-0.004890249894960001,0.01819680126712531,ratio,0.9359333451206081,0.8858905944822193,0.9888029424453191,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,800,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03842093461059788,0.009637490365445485,-0.057310068628222785,-0.019531800592972975,6.702350025836465e-5,ratio,0.9153328848467175,0.8763749016297108,0.9560226890612381,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,818,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.047710708435352,0.011785923566754397,-0.07081069415073246,-0.024610722719971535,5.1633004390948256e-5,ratio,0.8959613832212485,0.8495507073987734,0.944907459004597,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,806,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03518794136645081,0.011962559127294523,-0.05863412641887897,-0.01174175631402265,0.0032662034596963245,ratio,0.9221722698315651,0.8737071174034642,0.97332581858046,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,809,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.038531507709972275,0.011204763069094343,-0.060492439780701665,-0.01657057563924289,5.841892453556778e-4,ratio,0.9150998671249615,0.8699765775276929,0.9625635775067357,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,842,144,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03719379405551715,0.010388508116006986,-0.057554895815992886,-0.01683269229504141,3.43222903602412e-4,ratio,0.9179229028205259,0.8758809972739142,0.9619828014820602,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,672,115,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.023044445022533923,0.016600908939533178,-0.05558162865464796,0.009492738609580116,0.1650933310903572,ratio,0.9483214085951772,0.8798697185391675,1.0220984710021113,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,549,96,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02641682760218659,0.01679144684777349,-0.05932745867214124,0.00649380346776806,0.11566529989905051,ratio,0.9409860224481904,0.8723133947920868,1.0150648834802218,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,520,90,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.022817888755382782,0.01797470605667466,-0.05804766525915908,0.01241188774839352,0.20428263256259319,ratio,0.9488162438198527,0.8748877481271071,1.0289917380413722,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,542,95,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.027904010167558682,0.013320854831977013,-0.05401240588151997,-0.0017956144535973932,0.03619222372098329,ratio,0.937769254243426,0.8830546750735453,0.9958739804316529,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,565,97,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.07808822887142189,0.02446479114233468,-0.12603833839969236,-0.030138119343151408,0.00141359018780462,ratio,0.8354332789733898,0.7481034569473457,0.932957543685504,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,565,99,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02993711297020125,0.01700778414391714,-0.06327175734911022,0.003397531408707726,0.07837378918673547,ratio,0.9333894483590293,0.8644268392326069,1.0078537856152094,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,566,99,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03051259361622871,0.01668671358707695,-0.0632179512672347,0.002192764034777271,0.06746611902860195,ratio,0.9321534394826413,0.8645339423724487,1.0050617935888793,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,583,102,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03128940126591882,0.015084853652381505,-0.06085517113664406,-0.0017236313951935894,0.038058292081194565,ratio,0.9304876188272431,0.8692502592132817,0.9960390573531666,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,611,106,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.024239012257472006,0.017564141072655942,-0.05866409617925836,0.010186071664314345,0.1675779225519643,ratio,0.9457165467434147,0.8736468267698432,1.0237315118411205,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,709,123,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.021608137824456027,0.015928871881258154,-0.009611877377162719,0.05282815302607477,0.17492769759953447,ratio,1.0510131209205449,0.9781109539219277,1.1293489515866464,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,687,118,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02340046278087219,0.016141223686445286,-0.008235754310965404,0.055036679872709784,0.1471330216630796,ratio,1.0553595945511933,0.9812151513087455,1.1351066810634687,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,715,124,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.022388519796493287,0.01414756201853335,-0.005340192228878857,0.050117231821865435,0.11353542552379677,ratio,1.0529033798744727,0.9877790429149493,1.1223213686327846,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,735,126,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.041872672746413715,0.024989437525569112,-0.09085107029044288,0.007105724797615454,0.09381365709910189,ratio,0.9080867256879552,0.8112392030081004,1.0164961189165285,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,MPI,666,115,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,1.6756602152768476e-4,0.016280931938094642,-0.0317424742118857,0.03207760625494107,0.9917881862276648,ratio,1.0003859094671685,0.9295174040146024,1.0766575897751909,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,738,128,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.023442779325366977,0.015584934418116996,-0.007103130835561029,0.05398868948629498,0.13253118299928784,ratio,1.055462431103142,0.9837774628220819,1.1323708720410322,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,738,128,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02058390168813088,0.015968835258549766,-0.01071444029368001,0.05188224366994177,0.197396496455632,ratio,1.048537341758256,0.9756309290984012,1.126891864813546,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,756,131,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.016448520832358256,0.01480905312573738,-0.012576689939227309,0.04547373160394382,0.26669443403706533,ratio,1.0386004844470946,0.9714563916954806,1.11038537140211,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,784,135,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.03162940816104903,0.017021075841629887,-0.0017312874666703254,0.06499010378876839,0.06313357082017901,ratio,1.0755470369522264,0.9960214985783751,1.161422148365091,wald_normal,PASS
