"member_id","analysis_state","state_display","site","site_display","state_order","site_order","family","sample_id_primary","estimate_primary","standard_error_primary","conf_low_primary","conf_high_primary","from_M4_minus_M1_primary","from_free_M5_minus_work_M5_primary","state_sum_primary","reconciliation_passed_primary","statistic","p_value","p_adjusted","fdr_significant","sample_id_80","estimate_80","standard_error_80","conf_low_80","conf_high_80","from_M4_minus_M1_80","from_free_M5_minus_work_M5_80","state_sum_80","reconciliation_passed_80","direction_retained","interval_exclusion_retained","fully_estimable","unqualified_claim_blocked","sensitivity_qualification_required"
"BA-M6-01","Wake outside the three hours before sleep","Daytime","S1","Site 1",1,1,"BA-M6","primary_any_valid",-0.0160000000000001,0.00421637021355784,-0.0242639337640609,-0.00773606623593925,-0.016,-0.016,2.42861286636753e-17,TRUE,-3.79473319220207,0.000147802310334444,0.000285047312787883,TRUE,"support_80",-0.0160000000000001,0.00421637021355784,-0.0242639337640609,-0.00773606623593925,-0.016,-0.016,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-02","Wake outside the three hours before sleep","Daytime","S2","Site 2",1,2,"BA-M6","primary_any_valid",-0.012,0.00421637021355784,-0.0202639337640608,-0.00373606623593919,-0.012,-0.0119999999999999,2.42861286636753e-17,TRUE,-2.84604989415154,0.00442652585791981,0.00663978878688014,TRUE,"support_80",-0.012,0.00421637021355784,-0.0202639337640608,-0.00373606623593919,-0.012,-0.0119999999999999,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-03","Wake outside the three hours before sleep","Daytime","S3","Site 3",1,3,"BA-M6","primary_any_valid",-0.00799999999999995,0.00421637021355784,-0.0162639337640608,0.000263933764060871,-0.00799999999999995,-0.00799999999999996,2.42861286636753e-17,TRUE,-1.89736659610102,0.0577795711235989,0.0709112918335085,FALSE,"support_80",-0.00799999999999995,0.00421637021355784,-0.0162639337640608,0.000263933764060871,-0.00799999999999995,-0.00799999999999996,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-04","Wake outside the three hours before sleep","Daytime","S4","Site 4",1,4,"BA-M6","primary_any_valid",-0.004,0.00421637021355784,-0.0122639337640608,0.00426393376406082,-0.00399999999999995,-0.00400000000000001,2.42861286636753e-17,TRUE,-0.948683298050514,0.342781711147911,0.3856294250414,FALSE,"support_80",-0.004,0.00421637021355784,-0.0122639337640608,0.00426393376406082,-0.00399999999999995,-0.00400000000000001,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-05","Wake outside the three hours before sleep","Daytime","S5","Site 5",1,5,"BA-M6","primary_any_valid",3.24000086019775e-17,0.00421637021355784,-0.00826393376406078,0.00826393376406085,5.55111512312578e-17,4.85722573273506e-17,2.42861286636753e-17,TRUE,7.68433675434726e-15,0.999999999999994,0.999999999999997,FALSE,"support_80",3.24000086019775e-17,0.00421637021355784,-0.00826393376406078,0.00826393376406085,5.55111512312578e-17,4.85722573273506e-17,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-06","Wake outside the three hours before sleep","Daytime","S6","Site 6",1,6,"BA-M6","primary_any_valid",0.00400000000000006,0.00421637021355784,-0.00426393376406076,0.0122639337640609,0.00400000000000006,0.00400000000000005,2.42861286636753e-17,TRUE,0.948683298050529,0.342781711147904,0.3856294250414,FALSE,"support_80",0.00400000000000006,0.00421637021355784,-0.00426393376406076,0.0122639337640609,0.00400000000000006,0.00400000000000005,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-07","Wake outside the three hours before sleep","Daytime","S7","Site 7",1,7,"BA-M6","primary_any_valid",0.00799999999999998,0.00421637021355784,-0.000263933764060835,0.0162639337640608,0.00800000000000001,0.00800000000000003,2.42861286636753e-17,TRUE,1.89736659610102,0.0577795711235978,0.0709112918335085,FALSE,"support_80",0.00799999999999998,0.00421637021355784,-0.000263933764060835,0.0162639337640608,0.00800000000000001,0.00800000000000003,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-08","Wake outside the three hours before sleep","Daytime","S8","Site 8",1,8,"BA-M6","primary_any_valid",0.012,0.00421637021355784,0.00373606623593916,0.0202639337640608,0.012,0.0120000000000001,2.42861286636753e-17,TRUE,2.84604989415153,0.00442652585791992,0.00663978878688014,TRUE,"support_80",0.012,0.00421637021355784,0.00373606623593916,0.0202639337640608,0.012,0.0120000000000001,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-09","Wake outside the three hours before sleep","Daytime","S9","Site 9",1,9,"BA-M6","primary_any_valid",0.016,0.00421637021355784,0.00773606623593916,0.0242639337640608,0.016,0.016,2.42861286636753e-17,TRUE,3.79473319220205,0.000147802310334458,0.000285047312787883,TRUE,"support_80",0.016,0.00421637021355784,0.00773606623593916,0.0242639337640608,0.016,0.016,2.42861286636753e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-10","Pre-sleep","Pre-sleep","S1","Site 1",2,1,"BA-M6","primary_any_valid",-0.032,0.00421637021355784,-0.0402639337640608,-0.0237360662359392,-0.0319999999999999,-0.032,3.46944695195361e-17,TRUE,-7.58946638440411,3.21225593201234e-14,1.44551516940556e-13,TRUE,"support_80",-0.032,0.00421637021355784,-0.0402639337640608,-0.0237360662359392,-0.0319999999999999,-0.032,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BA-M6-11","Pre-sleep","Pre-sleep","S2","Site 2",2,2,"BA-M6","primary_any_valid",-0.024,0.00421637021355784,-0.0322639337640608,-0.0157360662359392,-0.0239999999999999,-0.024,3.46944695195361e-17,TRUE,-5.69209978830308,1.25486474976152e-08,3.38813482435668e-08,TRUE,"support_80",-0.024,0.00421637021355784,-0.0322639337640608,-0.0157360662359392,-0.0239999999999999,-0.024,3.46944695195361e-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
