"scenario_id","analysis_state","state_display","contrast","weighting","estimate","standard_error","conf_low","conf_high","scenario","primary_estimate","primary_conf_low","primary_conf_high","shift_percentage_points","direction_retained","interval_exclusion_retained"
"SENS-SUPPORT70","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0524548973816616,0.0138955381627085,-0.0796896517263721,-0.0252201430369511,"SENS-SUPPORT70",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,-0.158787861131871,TRUE,TRUE
"SENS-SUPPORT70","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0434715809698252,0.0244519760555047,-0.00445341144979965,0.0913965733894501,"SENS-SUPPORT70",0.059179818185073,0.0138004439137757,0.10455919245637,-1.57082372152477,TRUE,FALSE
"SENS-SUPPORT70","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.0655359730095094,0.0135810269756055,-0.0921542967547631,-0.0389176492642556,"SENS-SUPPORT70",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,-0.062635096456945,TRUE,TRUE
"SENS-SUPPORT90","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0530457243815763,0.0161999510850717,-0.0847970450596274,-0.0212944037035253,"SENS-SUPPORT90",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,-0.217870561123345,TRUE,TRUE
"SENS-SUPPORT90","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0238158076590291,0.027110599495719,-0.0293199909518699,0.0769516062699282,"SENS-SUPPORT90",0.059179818185073,0.0138004439137757,0.10455919245637,-3.53640105260438,TRUE,FALSE
"SENS-SUPPORT90","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.0637263006653211,0.0138497947582364,-0.0908713995847361,-0.0365812017459062,"SENS-SUPPORT90",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,0.118332137961877,TRUE,TRUE
"SENS-TINYGT5","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0508193000468106,0.0138611296030534,-0.0779866148538372,-0.0236519852397841,"SENS-TINYGT5",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,0.0047718723532271,TRUE,TRUE
"SENS-TINYGT5","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0583503106172884,0.0231836661696748,0.0129111598951262,0.103789461339451,"SENS-TINYGT5",0.059179818185073,0.0138004439137757,0.10455919245637,-0.0829507567784507,TRUE,TRUE
"SENS-TINYGT5","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.065146529197687,0.0135038354924422,-0.0916135604160274,-0.0386794979793467,"SENS-TINYGT5",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,-0.0236907152747087,TRUE,TRUE
"SENS-TINYGT30","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0504839188507975,0.0138838033839521,-0.077695673451779,-0.023272164249816,"SENS-TINYGT30",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,0.0383099919545396,TRUE,TRUE
"SENS-TINYGT30","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0594984372840281,0.0232279622138041,0.0139724679107148,0.105024406657341,"SENS-TINYGT30",0.059179818185073,0.0138004439137757,0.10455919245637,0.031861909895517,TRUE,TRUE
"SENS-TINYGT30","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.0647850374998748,0.0135209323039356,-0.0912855778529927,-0.0382844971467568,"SENS-TINYGT30",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,0.0124584545065171,TRUE,TRUE
"SENS-COMPLETE-TRIADS","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0527039933126617,0.0140051748997301,-0.080153631713317,-0.0252543549120064,"SENS-COMPLETE-TRIADS",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,-0.183697454231884,TRUE,TRUE
"SENS-COMPLETE-TRIADS","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0552843733205482,0.0234841858062999,0.00925621493395368,0.101312531707143,"SENS-COMPLETE-TRIADS",0.059179818185073,0.0138004439137757,0.10455919245637,-0.38954448645248,TRUE,TRUE
"SENS-COMPLETE-TRIADS","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.0696347032088812,0.0136895356849906,-0.0964657001165386,-0.0428037063012238,"SENS-COMPLETE-TRIADS",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,-0.472508116394126,TRUE,TRUE
"SENS-BOTH-DAYTYPES","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0480466803864195,0.0145823670572394,-0.076627594627952,-0.0194657661448871,"SENS-BOTH-DAYTYPES",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,0.282033838392334,TRUE,TRUE
"SENS-BOTH-DAYTYPES","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0383418825713683,0.0231356051477835,-0.0070030702788268,0.0836868354215634,"SENS-BOTH-DAYTYPES",0.059179818185073,0.0138004439137757,0.10455919245637,-2.08379356137046,TRUE,FALSE
"SENS-BOTH-DAYTYPES","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.0714346239429695,0.0133334351721042,-0.0975676766704933,-0.0453015712154457,"SENS-BOTH-DAYTYPES",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,-0.652500189802958,TRUE,TRUE
"SENS-STRICT","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0508681292029857,0.013853155677978,-0.0780198154040491,-0.0237164430019224,"SENS-STRICT",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,-0.000111043264285071,TRUE,TRUE
"SENS-STRICT","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0591603606020294,0.023153539670722,0.013780256732795,0.104540464471264,"SENS-STRICT",0.059179818185073,0.0138004439137757,0.10455919245637,-0.00194575830435306,TRUE,TRUE
"SENS-STRICT","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.0649434971004492,0.0135461140078179,-0.0914933926862458,-0.0383936015146525,"SENS-STRICT",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,-0.00338750555092665,TRUE,TRUE
"SENS-EXCLUDE-ZERO-NOZERO","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0448901374433274,0.013824358674151,-0.0719853825540273,-0.0177948923326276,"SENS-EXCLUDE-ZERO-NOZERO",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,0.597688132701547,TRUE,TRUE
"SENS-EXCLUDE-ZERO-NOZERO","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0611272208832993,0.0225666485127293,0.0168974025465755,0.105357039220023,"SENS-EXCLUDE-ZERO-NOZERO",0.059179818185073,0.0138004439137757,0.10455919245637,0.194740269822634,TRUE,TRUE
"SENS-EXCLUDE-ZERO-NOZERO","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.0636181446328067,0.0132431453447231,-0.0895742325504933,-0.0376620567151201,"SENS-EXCLUDE-ZERO-NOZERO",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,0.129147741213319,TRUE,TRUE
"SENS-DISPERSION-D1","Wake outside the three hours before sleep","Daytime","Free day minus Work day","equal_site",-0.0520275371436082,0.0167305393694048,-0.084818791749571,-0.0192362825376453,"SENS-DISPERSION-D1",-0.0508670187703429,-0.0780191443346177,-0.0237148932060681,-0.116051837326528,TRUE,TRUE
"SENS-DISPERSION-D1","Pre-sleep","Pre-sleep","Free day minus Work day","equal_site",0.0668609600293323,0.0204998824753412,0.0266819286903596,0.107039991368305,"SENS-DISPERSION-D1",0.059179818185073,0.0138004439137757,0.10455919245637,0.76811418442593,TRUE,TRUE
"SENS-DISPERSION-D1","Sleep environment","Sleep","Free day minus Work day","equal_site",-0.0639204093394796,0.0140783866776371,-0.0915135401880767,-0.0363272784908825,"SENS-DISPERSION-D1",-0.0649096220449399,-0.0914469665972006,-0.0383722774926792,0.0989212705460291,TRUE,TRUE
