data_scenario,placement,site,Id,local_date,abs_latitude_deg,photoperiod_hours,metric_order,metric_id,source_column,original_value,site_participant,response_value,row_key,run_id
primary,near_eye,RISE,RISE_S001,2025-03-05,57.715675,12.261009983155462,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,2.6,RISE.RISE_S001,2.6,RISE__RISE_S001__2025-03-05,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S001,2025-03-06,57.715675,12.34262978831927,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,2.7666666666666666,RISE.RISE_S001,2.7666666666666666,RISE__RISE_S001__2025-03-06,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S001,2025-03-07,57.715675,12.424510966539383,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,1.9833333333333334,RISE.RISE_S001,1.9833333333333334,RISE__RISE_S001__2025-03-07,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S001,2025-03-08,57.715675,12.506648212075234,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,2.25,RISE.RISE_S001,2.25,RISE__RISE_S001__2025-03-08,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S001,2025-03-09,57.715675,12.58903662721316,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,1.55,RISE.RISE_S001,1.55,RISE__RISE_S001__2025-03-09,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S002,2025-03-18,57.715675,13.341199753284455,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,3.0166666666666666,RISE.RISE_S002,3.0166666666666666,RISE__RISE_S002__2025-03-18,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S002,2025-03-21,57.715675,13.595964657399389,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,2.1666666666666665,RISE.RISE_S002,2.1666666666666665,RISE__RISE_S002__2025-03-21,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S002,2025-03-22,57.715675,13.68131742046939,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,1.45,RISE.RISE_S002,1.45,RISE__RISE_S002__2025-03-22,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S002,2025-03-23,57.715675,13.766883142524295,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,3.3833333333333333,RISE.RISE_S002,3.3833333333333333,RISE__RISE_S002__2025-03-23,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S003,2025-03-18,57.715675,13.341199753284455,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,2.533333333333333,RISE.RISE_S003,2.533333333333333,RISE__RISE_S003__2025-03-18,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S003,2025-03-19,57.715675,13.42590415040652,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,2.95,RISE.RISE_S003,2.95,RISE__RISE_S003__2025-03-19,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S003,2025-03-20,57.715675,13.510826363431082,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,2.4833333333333334,RISE.RISE_S003,2.4833333333333334,RISE__RISE_S003__2025-03-20,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S003,2025-03-21,57.715675,13.595964657399389,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,2.433333333333333,RISE.RISE_S003,2.433333333333333,RISE__RISE_S003__2025-03-21,loso__near_eye__omit_mpi
primary,near_eye,RISE,RISE_S003,2025-03-22,57.715675,13.68131742046939,6,duration_below_10_pre_sleep,duration_below_10_pre_sleep_h,1.5,RISE.RISE_S003,1.5,RISE__RISE_S003__2025-03-22,loso__near_eye__omit_mpi
