"path","expected_sha256","expected_bytes","current_sha256","current_bytes","current_exact"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/author_context.csv","92a684e65d3e3ab48c1c8fb7b8b044651d7b55d684718fd5eb9f4dfc28d34c5a",550,"92a684e65d3e3ab48c1c8fb7b8b044651d7b55d684718fd5eb9f4dfc28d34c5a",550,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/decision.md","27effcf84d1683a9571266dcb17260e5869a256d551de2ab0a816e29fabc7097",6417,"27effcf84d1683a9571266dcb17260e5869a256d551de2ab0a816e29fabc7097",6417,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/dispatch_message.md","588f560349c40e93893972f00f7d193d10c7aa668b76534bee0085369f4cd9f5",2536,"588f560349c40e93893972f00f7d193d10c7aa668b76534bee0085369f4cd9f5",2536,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/process_snapshot.json","d837a531853683f80e270363ed9d805b7980d07ce1f241217afddf0db795e8bf",10112,"d837a531853683f80e270363ed9d805b7980d07ce1f241217afddf0db795e8bf",10112,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/readiness/brown_read_only_readiness.R","c7e97a9182415239d7dd0b2ffa82bb4081a2ffde812c99763e1834e02b0dd52d",3239,"c7e97a9182415239d7dd0b2ffa82bb4081a2ffde812c99763e1834e02b0dd52d",3239,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/readiness/brown_readiness_identity_rehash.csv","711d07e653cec7ebf88dab51f79af6842bb19993399e2e3fd6d652db56d471ff",1493705,"711d07e653cec7ebf88dab51f79af6842bb19993399e2e3fd6d652db56d471ff",1493705,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/readiness/brown_readiness_session.txt","fe4f5327139d8b3b77f69fe9a9786231d1213102383714f31e3568493fd47a4d",1023,"fe4f5327139d8b3b77f69fe9a9786231d1213102383714f31e3568493fd47a4d",1023,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/readiness/brown_readiness_summary.csv","136396b3ab4740dda3b8d027a91e806a39656751aa1894dceca9ea5002568e39",176,"136396b3ab4740dda3b8d027a91e806a39656751aa1894dceca9ea5002568e39",176,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/readiness/brown_unconsumed_path_state.csv","17c51834996e2c2bd0276b501142c0cb68734e508f0dce19d559f97a9e176006",654,"17c51834996e2c2bd0276b501142c0cb68734e508f0dce19d559f97a9e176006",654,TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_author_confirmation_2026_09_12/seal_confirmation.R","659c7a1a7bf90d43ffa14e0b118980602c5e0e2c9aea72e8ed6beef9e4846483",5011,"659c7a1a7bf90d43ffa14e0b118980602c5e0e2c9aea72e8ed6beef9e4846483",5011,TRUE
