"check","pass"
"original_field_defect_reproduced",TRUE
"old_defect_before_any_output",TRUE
"primary_any_valid_complete_export_path",TRUE
"primary_any_valid_14_checks",TRUE
"primary_any_valid_technical_status_correct",TRUE
"primary_any_valid_M1_failure_preserved",TRUE
"primary_any_valid_endpoint_failure_not_hidden",TRUE
"primary_any_valid_14_unique_manifest_members",TRUE
"support_80_complete_export_path",TRUE
"support_80_14_checks",TRUE
"support_80_technical_status_correct",TRUE
"support_80_M1_failure_preserved",TRUE
"support_80_endpoint_failure_not_hidden",TRUE
"support_80_14_unique_manifest_members",TRUE
"missing_actual_field_still_fails_before_export",TRUE
"author_driver_unchanged",TRUE
"diagnostic_interface_unchanged",TRUE
