path,scope,role,sha256,bytes
/private/tmp/H01-order32h-semantic-audit.LHzeUC/001__build__nathealth__notebooks__hypotheses__H01.html_gt_semantic_ledger.csv,external,retained_semantic_audit,20de7cedefb5f2d35501dbb49ca4b387d6c819c304c0ce3ef0a485afe4d78af5,1617360
/private/tmp/H01-order32h-semantic-audit.LHzeUC/gt_html_semantic_post_render_summary.csv,external,retained_semantic_audit,e5ac3c6ff47cfb5be2c00fc09515e8cce792054c4a15d2908ebb29774c48ab0b,459
_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,project,current_or_controlling_identity,5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38,667418
_build/nathealth/notebooks/hypotheses/H01.html,project,current_or_controlling_identity,df78ac3c2ed91515058b6af38e01b85b4baae74118699c008a29ba4dacf4d007,1643915
artifacts/12_manifests/H01/H01_preparation_report_manifest.csv,project,current_or_controlling_identity,69c2215a3c789e31b4b9e820ae1a1c90485a74ec106d4c09269a71d859cdffd5,13841
artifacts/12_manifests/H01_reporting_artifacts.csv,project,current_or_controlling_identity,dfa9e15f44f0919277264765e84b49b7be78e4822df014abed678b29a9a951b4,11054
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,project,current_or_controlling_identity,9bf3cf607f2a333ac1dd07036e5f24894c8a581b2ef7fd62b06c350de60216bf,29706
artifacts/12_manifests/H01_worker_artifacts.csv,project,current_or_controlling_identity,882c1e63290384723b47d1bf67eb524c6a18e21d710eb60c989067bfe08c387c,397567
audit/hypotheses/H01/H01_analysis_preparation.qmd,project,current_or_controlling_identity,ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f,55827
audit/hypotheses/H01/report017_order32h_completion/order32h_combined_stopped_state.md,project,owner_evidence,69ca9386bb8f8060723e6eae689191f5c8290bdbbdc3357f5e2dd08727c03b20,5539
audit/hypotheses/H01/report017_order32h_completion/order32h_external_semantic_audit_files.csv,project,owner_evidence,0470425a5614c6a4d6e632323421cee0eaa1fea4e778ea8acee3b10bd1f85e26,403
audit/hypotheses/H01/report017_order32h_completion/order32h_final_identities.csv,project,owner_evidence,759046b44aca00fb48f5a3ca624610a4b958c15204bc5b8f7a882057ba2473ba,2412
audit/hypotheses/H01/report017_order32h_completion/order32h_git_diff_check.txt,project,owner_evidence,5d14448233b8a4063a7887002e3cebf52f41c72d469f4a0962e47c49915f3935,331
audit/hypotheses/H01/report017_order32h_completion/order32h_historical_display_test_recovery_audit.csv,project,owner_evidence,fc604e460dc7fc8b1af796e50ad7b7d26a85a9db9910c8b6f5994534e8df10ce,1709
audit/hypotheses/H01/report017_order32h_completion/order32h_manifest_reverse_proof.csv,project,owner_evidence,0078f1196e1b1722064c0a0d81859af86af9299556ac01454f36e627e239a4e1,870
audit/hypotheses/H01/report017_order32h_completion/order32h_package_versions.csv,project,owner_evidence,9c3d4751834abac404a122d00195019d8bfff8398f057ff5d58449e280fb654c,115
audit/hypotheses/H01/report017_order32h_completion/order32h_post_build_inventory.csv,project,owner_evidence,3b1b06d6be14d6287f6a811fdc79b9c2310bf3facbf69bde4556d6fcbd4de2df,203681
audit/hypotheses/H01/report017_order32h_completion/order32h_post_build_symlink_audit.csv,project,owner_evidence,1c23f797c2395dc465acb61ac4085cb5891b98aa791af36f4fee00d04192c62c,105
audit/hypotheses/H01/report017_order32h_completion/order32h_post_inventory_summary.csv,project,owner_evidence,a3c1c26146b625289773f80726997e72785c4b5f8e024499313e5518a2df96bf,162
audit/hypotheses/H01/report017_order32h_completion/order32h_post_protected_inventory.csv,project,owner_evidence,797368eb37a008f4ad1c957a64bf781269cbbdd8400daaea2745d7c9c91f988f,420958
