leverage_share,residual_rank,run_id,placement,leverage_source,participant,long_rows,effective_weighted_hours,leverage,mean_absolute_standardized_residual,maximum_absolute_standardized_residual
,1,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,BAUA.BAUA_S012,130,130,,3.734780439261011,17.164413755240997
,2,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,RISE.RISE_S008,162,142,,2.7522965442090683,19.04663610558585
,3,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,TUM.TUM_S008,132,132,,2.709757078079841,15.379296796759402
,4,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,KNUST.KNUST_S008,108,108,,2.675757436076997,21.854567822335138
,5,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,RISE.RISE_S012,188,168,,2.628017995203033,19.173085761321374
,6,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,KNUST.KNUST_S013,144,144,,2.576996252928413,14.52975391054801
,7,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,BAUA.BAUA_S014,137,120,,2.555172626726668,8.813808806723866
,8,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,THUAS.THUAS_S002,144,144,,2.4873720779318784,10.274904146132686
,9,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,BAUA.BAUA_S002,141,141,,2.487251635367101,15.362217561852612
,10,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,THUAS.THUAS_S018,117,108,,2.4269751333127525,16.064335410123466
,11,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,RISE.RISE_S010,124,113,,2.421293917197807,11.512386685386073
,12,temporal_activity_long__near_eye,Near-eye,unavailable for discrete bam; participant residual ranking retained,BAUA.BAUA_S009,170,140,,2.415864494413646,10.174243237627115
