run_id,placement,participant,long_rows,effective_weighted_hours,score_energy,score_share,leverage,leverage_share,score_rank,leverage_rank
main__near_eye,Near-eye,BAUA.BAUA_S012,130,130,5294.897291096342,0.39808751524899433,0.1044656607849562,0.007461832913211076,1,63
main__near_eye,Near-eye,KNUST.KNUST_S008,108,108,706.7628463038408,0.05313671821897547,0.08639441251079108,0.006171029465056438,2,98
main__near_eye,Near-eye,TUM.TUM_S008,132,132,610.7169433120725,0.04591567638004638,0.17492769066453348,0.01249483504746654,3,9
main__near_eye,Near-eye,BAUA.BAUA_S009,170,140,575.4628490637226,0.043265159474783876,0.18115117577930556,0.012939369698521684,4,8
main__near_eye,Near-eye,TUM.TUM_S009,143,143,572.7215271865875,0.04305905802378851,0.1608787448460804,0.011491338917577046,5,13
main__near_eye,Near-eye,RISE.RISE_S012,188,168.00000000000003,355.85997099926146,0.026754704358456567,0.19694577396780816,0.014067555283414714,6,4
main__near_eye,Near-eye,RISE.RISE_S008,162,142,241.38182782592455,0.01814786704683871,0.18303391464877786,0.013073851046341133,7,7
main__near_eye,Near-eye,RISE.RISE_S009,151,135,226.72537425633703,0.01704594743195015,0.11292367420198011,0.008065976728712777,8,49
main__near_eye,Near-eye,KNUST.KNUST_S004,65,65,216.59759167214057,0.01628450795876067,0.04789580920240045,0.0034211292287428517,9,125
main__near_eye,Near-eye,BAUA.BAUA_S011,144,144,186.32479203603566,0.01400850090437787,0.1002986570498875,0.0071641897892776,10,74
main__near_eye,Near-eye,KNUST.KNUST_S013,144,144,185.08406826417178,0.013915219275613852,0.11912527919298882,0.008508948513784823,11,43
main__near_eye,Near-eye,BAUA.BAUA_S025,144,144,181.5926959963934,0.013652726608716179,0.13434896707216223,0.009596354790868625,12,27
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S014,113,113,179.34602519055235,0.013483814626196017,0.07826855620272971,0.005590611157337775,13,111
main__near_eye,Near-eye,IZTECH.IZTECH_S001,167,167,154.58030346487257,0.011621847512744692,0.16570743774064295,0.01183624555290294,14,11
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S011,117,117,135.69195382745266,0.010201760254969418,0.11285098261359568,0.008060784472399603,15,50
main__near_eye,Near-eye,TUM.TUM_S007,146,140,127.2764777850281,0.009569057529460539,0.135880842340104,0.009705774452864465,16,25
main__near_eye,Near-eye,THUAS.THUAS_S006,144,117,120.91405937496674,0.009090710321461845,0.11518445728818225,0.008227461234870071,17,47
main__near_eye,Near-eye,THUAS.THUAS_S001,161,161,118.28907772704167,0.008893355705432959,0.12629556218498356,0.009021111584641583,18,33
main__near_eye,Near-eye,BAUA.BAUA_S014,137,120,111.97827156614765,0.008418888873369411,0.1332336960500325,0.009516692575002216,19,28
main__near_eye,Near-eye,BAUA.BAUA_S016,133,133,105.70932782283217,0.00794756939334689,0.087680370248271855,0.006262883589162207,20,94
main__near_eye,Near-eye,KNUST.KNUST_S014,144,144,101.31679657975228,0.007617324678090252,0.09929684214656123,0.007092631581897153,21,76
main__near_eye,Near-eye,KNUST.KNUST_S001,134,134,95.44702959814748,0.007176016598946413,0.08084070524534381,0.005774336088953067,22,109
main__near_eye,Near-eye,TUM.TUM_S001,140,140,94.5902695277622,0.00711160260395585,0.15033977214149227,0.010738555152963616,23,16
main__near_eye,Near-eye,RISE.RISE_S016,134,134,92.48104248370181,0.006953024088282295,0.10250978144714193,0.007322127246224343,24,70
main__near_eye,Near-eye,BAUA.BAUA_S024,144,141,90.87380560459184,0.00683218681789797,0.08221182753730581,0.005872273395521779,25,105
main__near_eye,Near-eye,RISE.RISE_S010,124,113,89.98896179984176,0.0067656613968650175,0.09387611441700014,0.006705436744071366,26,83
main__near_eye,Near-eye,BAUA.BAUA_S018,120,117,89.42938360214337,0.006723590496890462,0.10757234671847918,0.007683739051319857,27,59
main__near_eye,Near-eye,BAUA.BAUA_S005,115,114,89.3841820246526,0.006720192096000062,0.1847100034049762,0.013193571671783871,28,6
main__near_eye,Near-eye,RISE.RISE_S003,175,140.99999999999997,86.75306092496011,0.006522375896117002,0.12406163292041869,0.008861545208601239,29,36
main__near_eye,Near-eye,IZTECH.IZTECH_S012,155,144,86.56868031923977,0.006508513565432187,0.11925745015517128,0.008518389296797855,30,42
main__near_eye,Near-eye,IZTECH.IZTECH_S011,142,142,80.84246991426888,0.006077998534339712,0.07677952598738841,0.00548425185624197,31,113
main__near_eye,Near-eye,RISE.RISE_S002,162,141,77.69385197877249,0.0058412752474654075,0.11175630382467312,0.007982593130333707,32,51
main__near_eye,Near-eye,BAUA.BAUA_S003,134,134,75.45893024487184,0.005673246598199528,0.09168546683962006,0.006548961917115647,33,86
main__near_eye,Near-eye,TUM.TUM_S005,137,137,72.22318902721294,0.005429973100998248,0.12160698387144657,0.00868621313367466,34,40
main__near_eye,Near-eye,TUM.TUM_S004,144,144,70.85702193668206,0.0053272602375402725,0.14125299249263068,0.010089499463759224,35,19
main__near_eye,Near-eye,RISE.RISE_S001,153,139,57.41514642733517,0.004316656532195453,0.11756593855422205,0.008397567039587198,36,44
main__near_eye,Near-eye,KNUST.KNUST_S009,141,141,50.80565494014394,0.0038197335706075535,0.10928643941050346,0.007806174243607305,37,54
main__near_eye,Near-eye,BAUA.BAUA_S006,139,139,46.90509393337606,0.0035264767699756698,0.10870809574896811,0.007764863982069066,38,55
main__near_eye,Near-eye,THUAS.THUAS_S018,117,108,46.18654454376105,0.003472453901283482,0.09852170189786408,0.007037264421275929,39,77
main__near_eye,Near-eye,IZTECH.IZTECH_S003,161,143,45.09525425467087,0.0033904071653949913,0.10093650296138644,0.007209750211527524,40,73
main__near_eye,Near-eye,TUM.TUM_S002,137,137,44.50613968640933,0.003346115625487205,0.1497958087188018,0.01069970062277144,41,17
main__near_eye,Near-eye,KNUST.KNUST_S003,133,133,44.0855682786942,0.00331449570587826,0.08860813087472148,0.00632915220533718,42,93
main__near_eye,Near-eye,UCR.UCR_S001,114,94,43.748873589704154,0.0032891819094495803,0.1349416541132074,0.00963868957951471,43,26
main__near_eye,Near-eye,KNUST.KNUST_S005,68,68,41.84137770996217,0.003145770195611227,0.038596820186898764,0.002756915727635596,44,126
main__near_eye,Near-eye,KNUST.KNUST_S006,139,139,40.55001123310318,0.0030486810843808557,0.11412009650740282,0.008151435464814397,45,48
main__near_eye,Near-eye,TUM.TUM_S006,149,143,40.18353180701433,0.00302112797501896,0.17373418959918988,0.01240958497137057,46,10
main__near_eye,Near-eye,BAUA.BAUA_S004,150,135,38.98470477350184,0.00293099627864275,0.10976862989909934,0.007840616421364154,47,52
main__near_eye,Near-eye,MPI.MPI_S219,138,137,38.865831570816525,0.0029220590065324368,0.09159244253862012,0.00654231732418708,48,87
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S003,139,139,38.83843526368392,0.0029199992634942186,0.09352024409501054,0.0066800174353578235,49,84
main__near_eye,Near-eye,THUAS.THUAS_S005,144,137,38.83768517415417,0.002919942869335711,0.12163420246262778,0.008688157318759031,50,39
main__near_eye,Near-eye,RISE.RISE_S006,145,141,36.47918674577559,0.0027426233242237264,0.1368599802444473,0.00977571287460327,51,24
main__near_eye,Near-eye,IZTECH.IZTECH_S007,139,139,36.040220249157755,0.002709620402295477,0.10937832483422884,0.007812737488159117,52,53
main__near_eye,Near-eye,THUAS.THUAS_S002,144,144,33.38195609168459,0.0025097634994801173,0.13734349225497922,0.009810249446784122,53,23
main__near_eye,Near-eye,IZTECH.IZTECH_S014,140,136,33.193269537457695,0.002495577433650401,0.09431362015185521,0.00673668715370387,54,82
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S006,125,116,32.80500713890273,0.0024663866099180376,0.06471074588242683,0.0046221961344590085,55,120
main__near_eye,Near-eye,TUM.TUM_S010,135,135,31.96445116313468,0.0024031908912052554,0.12818376281114474,0.00915598305793881,56,31
main__near_eye,Near-eye,THUAS.THUAS_S003,153,136,30.40067097259609,0.0022856208353150475,0.13838136669663317,0.00988438333547369,57,22
main__near_eye,Near-eye,KNUST.KNUST_S002,137,137,30.317562959540133,0.002279372505914899,0.08542276566343203,0.006101626118816507,58,100
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S018,138,138,29.87376143214176,0.0022460060707240196,0.08176295808589974,0.005840211291849918,59,106
main__near_eye,Near-eye,KNUST.KNUST_S010,138,138,27.814198662990012,0.002091161475976235,0.08238849801738858,0.005884892715527692,60,104
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S019,143,143,27.796397495154007,0.0020898231265649475,0.08730249678086162,0.0062358926272043334,61,95
main__near_eye,Near-eye,THUAS.THUAS_S014,77,76,27.170709801541715,0.002042781900724584,0.14025180218613129,0.01001798587043784,62,20
main__near_eye,Near-eye,BAUA.BAUA_S002,141,141,26.783960207257756,0.0020137048145134973,0.11710181208228732,0.008364415148734717,63,45
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S015,154,142,26.27770885537668,0.0019756431993995143,0.10310309688995123,0.007364506920710722,64,68
main__near_eye,Near-eye,IZTECH.IZTECH_S004,131,119,26.265845189096485,0.0019747512505718817,0.06459090745278089,0.004613636246627156,65,121
main__near_eye,Near-eye,TUM.TUM_S003,139,139,24.166920618492853,0.0018169473081967023,0.12405055719340692,0.008860754085243255,66,37
main__near_eye,Near-eye,UCR.UCR_S003,114,114,23.50328977966257,0.0017670533938960809,0.19672688890491644,0.014051920636065307,67,5
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S025,100,86,20.703076790867723,0.0015565243185253876,0.0652791578636361,0.004662796990259671,68,119
main__near_eye,Near-eye,MPI.MPI_S218,135,135,20.2829353662958,0.0015249367264407868,0.10718412890683213,0.0076560092076307824,69,60
main__near_eye,Near-eye,BAUA.BAUA_S015,134,134,20.253269178351594,0.0015227063264166962,0.13923660086829112,0.009945471490592115,70,21
main__near_eye,Near-eye,MPI.MPI_S228,138,138,20.237103826247974,0.0015214909629264778,0.09748475738118263,0.006963196955798684,71,78
main__near_eye,Near-eye,RISE.RISE_S004,157,141,18.893271273485915,0.0014204572823035635,0.1255755080030548,0.008969679143075246,72,34
main__near_eye,Near-eye,THUAS.THUAS_S010,133,133,18.167773848278717,0.0013659120378082777,0.13101944623779438,0.009358531874128068,73,30
main__near_eye,Near-eye,KNUST.KNUST_S011,141,141,17.601730364480762,0.0013233550566998952,0.11643173238702567,0.008316552313358885,74,46
main__near_eye,Near-eye,MPI.MPI_S222,133,133,15.609785869631411,0.001173594222660317,0.09458885865275889,0.006756347046625561,75,81
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S005,135,135,14.931677157355784,0.0011226118149765213,0.09051840792733092,0.006465600566237852,76,91
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S024,118,117,14.637564801979682,0.0011004994962064136,0.08010928659960599,0.0057220918999717945,77,110
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S004,118,118,14.287133109334691,0.0010741529073832227,0.10292346093859184,0.007351675781327908,78,69
main__near_eye,Near-eye,IZTECH.IZTECH_S009,150,133,13.697136917873689,0.0010297950841899328,0.08361367058501495,0.005972405041786717,79,103
main__near_eye,Near-eye,BAUA.BAUA_S007,114,106,13.468639767486994,0.0010126159288941594,0.1567056091377875,0.011193257795556128,80,14
main__near_eye,Near-eye,THUAS.THUAS_S007,125,112,13.274673744198397,9.980329354934132e-4,0.10708169007036268,0.007648692147882965,81,61
main__near_eye,Near-eye,THUAS.THUAS_S016,99,94,11.813765511190738,8.881971263148748e-4,0.10456519520759872,0.007468942514828398,82,62
main__near_eye,Near-eye,IZTECH.IZTECH_S017,144,144,11.46610862764405,8.620591566203477e-4,0.1083645891504604,0.007740327796461373,83,56
main__near_eye,Near-eye,THUAS.THUAS_S015,152,139,10.727304529538332,8.065134733895815e-4,0.14126793980270477,0.010090567128764516,84,18
main__near_eye,Near-eye,IZTECH.IZTECH_S008,141,120,10.537421931909767,7.922374851459401e-4,0.08681792697189594,0.0062012804979925,85,97
main__near_eye,Near-eye,KNUST.KNUST_S007,92,92,9.463029571888306,7.114611902548851e-4,0.0854281055791396,0.006102007541367048,86,99
main__near_eye,Near-eye,RISE.RISE_S005,177,143,8.791340322003016,6.609614185301477e-4,0.12040549261344695,0.00860039232953183,87,41
main__near_eye,Near-eye,MPI.MPI_S221,137,136,8.343786856332919,6.27312900476874e-4,0.10325803810789236,0.007375574150563659,88,67
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S021,86,86,8.010139173974187,6.022281878683558e-4,0.060415436352723895,0.004315388310908803,89,122
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S023,144,144,7.248461362711823,5.44962784851833e-4,0.09265022960826456,0.006617873543447396,90,85
main__near_eye,Near-eye,RISE.RISE_S013,136,136,7.245934695590654,0.00054477282184011995,0.1313341676789099,0.00938101197706489,91,29
