"sample_id","analysis_state","state_display","day_type","day_type_display","weighting","estimate","standard_error","conf_low","conf_high","contrast_estimate","contrast_standard_error","contrast_conf_low","contrast_conf_high","contrast_p_value","contrast_p_adjusted","row_kind","location","site","site_display","contrast_type","contrast_significant"
"primary_any_valid","Pre-sleep","Pre-sleep","Work day","Work day","equal_site",0.619801876291874,0.0163164680324888,0.587822186593296,0.651781565990451,0.059179818185073,0.0231531674200363,0.0138004439137757,0.10455919245637,0.0105878883655668,0.0105878883655668,"average","Equal-site average",,,,TRUE
"primary_any_valid","Pre-sleep","Pre-sleep","Free day","Free day","equal_site",0.678981694476946,0.0186879812388463,0.642353924305047,0.715609464648845,0.059179818185073,0.0231531674200363,0.0138004439137757,0.10455919245637,0.0105878883655668,0.0105878883655668,"average","Equal-site average",,,"Free day minus Work day",TRUE
"primary_any_valid","Sleep environment","Sleep","Work day","Work day","equal_site",0.904313186400006,0.00767514166681701,0.889270185156802,0.91935618764321,-0.0649096220449399,0.0135397103016096,-0.0914469665972006,-0.0383722774926792,1.63473166635237e-06,4.90419499905712e-06,"average","Equal-site average",,,,TRUE
"primary_any_valid","Sleep environment","Sleep","Free day","Free day","equal_site",0.839403564355066,0.0129767323354291,0.813969636340609,0.864837492369523,-0.0649096220449399,0.0135397103016096,-0.0914469665972006,-0.0383722774926792,1.63473166635237e-06,4.90419499905712e-06,"average","Equal-site average",,,"Free day minus Work day",TRUE
"primary_any_valid","Wake outside the three hours before sleep","Daytime","Work day","Work day","equal_site",0.265756671374737,0.0106410286019584,0.244900638556438,0.286612704193036,-0.0508670187703429,0.0138533798470009,-0.0780191443346177,-0.0237148932060681,0.000240835981544935,0.000361253972317403,"average","Equal-site average",,,,TRUE
"primary_any_valid","Wake outside the three hours before sleep","Daytime","Free day","Free day","equal_site",0.214889652604394,0.0117939848503503,0.191773867063497,0.238005438145292,-0.0508670187703429,0.0138533798470009,-0.0780191443346177,-0.0237148932060681,0.000240835981544935,0.000361253972317403,"average","Equal-site average",,,"Free day minus Work day",TRUE
"primary_any_valid","Pre-sleep","Pre-sleep","Free day","Free day",,0.668833775987279,0.0514730373551685,0.567948476596264,0.769719075378294,-0.0101479184896674,0.0488003513086631,-0.105794849487549,0.0854990125082143,0.835269841129218,0.939678571270371,"site","Dortmund (DE)","BAUA","Dortmund (DE)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Work day","Work day",,0.58455942659557,0.0413092521955169,0.503594780064074,0.665524073127065,-0.0352424496963039,0.0399985397027753,-0.113638146947939,0.043153247555331,0.378267264414503,0.600728718277709,"site","Dortmund (DE)","BAUA","Dortmund (DE)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Free day","Free day",,0.680952314193609,0.0468454915448891,0.589136837927551,0.772767790459668,0.00197061971666294,0.04543103122082,-0.087072565256659,0.0910138046899849,0.965401750901586,0.997378508776002,"site","Madrid (ES)","FUSPCEU","Madrid (ES)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Work day","Work day",,0.609612651181465,0.0441395591225569,0.523100705007777,0.696124597355153,-0.0101892251104086,0.0424228185576931,-0.0933364216061644,0.0729579713853472,0.810188661006435,0.930855057326542,"site","Madrid (ES)","FUSPCEU","Madrid (ES)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Free day","Free day",,0.572773368878507,0.0560257556545981,0.462964905588854,0.682581832168161,-0.106208325598439,0.0527702988862005,-0.209636210868806,-0.00278044032807206,0.0441510967531598,0.113531391650982,"site","Izmir (TR)","IZTECH","Izmir (TR)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Work day","Work day",,0.553421380742132,0.0388916084657331,0.477195228848462,0.629647532635802,-0.0663804955497414,0.0383782296187535,-0.141600443392907,0.00883945229342385,0.0836947336647848,0.19650067903906,"site","Izmir (TR)","IZTECH","Izmir (TR)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Free day","Free day",,0.834136341019773,0.0317943109902557,0.771820636565606,0.89645204547394,0.155154646542826,0.0333217602011637,0.0898451966470653,0.220464096438587,3.22011467223852e-06,2.48408846144114e-05,"site","Kumasi (GH)","KNUST","Kumasi (GH)","Site minus equal-site mean",TRUE
"primary_any_valid","Pre-sleep","Pre-sleep","Work day","Work day",,0.728950518539651,0.0545084188140347,0.622115980809917,0.835785056269384,0.109148642247777,0.051078270343161,0.00903707198258127,0.209260212512973,0.032606944113029,0.0936627242200037,"site","Kumasi (GH)","KNUST","Kumasi (GH)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Free day","Free day",,0.620996827916813,0.0384922652021552,0.545553374437224,0.696440281396401,-0.0579848665601337,0.038381774990163,-0.133211763203573,0.0172420300833059,0.130854814386827,0.261709628773654,"site","Tübingen (DE)","MPI","Tübingen (DE)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Work day","Work day",,0.613774716392086,0.0335922797078529,0.547935058006099,0.679614374778073,-0.00602715989978717,0.0341832400709546,-0.0730250793137445,0.0609707595141702,0.860043216667761,0.947802728572635,"site","Tübingen (DE)","MPI","Tübingen (DE)","Site minus equal-site mean",FALSE
"primary_any_valid","Pre-sleep","Pre-sleep","Free day","Free day",,0.683034449586524,0.0508330191988731,0.583403562731299,0.782665336441748,0.00405275510957708,0.048199228077728,-0.0904159960054015,0.0985215062245557,0.932990120547963,0.997378508776002,"site","Borås (SE)","RISE","Borås (SE)","Site minus equal-site mean",FALSE
