run_id,model_role,predictor_id,effect_id,distribution,covariance_type,site_specific,site,log_estimate,log_standard_error,estimate_ratio,conf_low_ratio,conf_high_ratio,statistic,denominator_df,p_raw,status,p_adjusted
main__glasses__all_available,p18_additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.1392457791688337,0.11773165458920037,1.149406565480434,0.9106690561256433,1.4507305852580241,1.1827386581349113,136,0.23897629202118537,ESTIMABLE,0.2600304989922493
main__glasses__all_available,p18_additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.6473637094175687,0.12570272653873388,1.9104975574516725,1.4900041838523994,2.4496581664567847,5.149957580419633,136,8.948646171780577e-7,ESTIMABLE,2.684593851534169e-6
main__glasses__all_available,p18_additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.048490591656861634,0.04287272297473008,0.9526663022751397,0.8752252414106959,1.0369594483218438,-1.131035966281937,136,0.26003049899224917,ESTIMABLE,0.2600304989922493
main__chest__all_available,p18_additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.22247648346246354,0.11358070088313268,1.2491664432356868,0.998029050483812,1.5634983792802999,1.958752514578843,148,0.05202154168368015,ESTIMABLE,
main__chest__all_available,p18_additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.4641837192294293,0.13738874078611624,1.5907151885648574,1.2125029031688757,2.0869020639190197,3.378615427825052,148,9.313126459432686e-4,ESTIMABLE,
main__chest__all_available,p18_additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.07124010620502119,0.038743555889113886,0.9312382691952527,0.8626017910081591,1.005336092567384,-1.8387601388193215,148,0.06795478484464608,ESTIMABLE,
main__glasses__paired_common,p18_additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.21375613780581057,0.1326542111271932,1.2383206383817706,0.9520025915866273,1.6107498204249389,1.6113784552293948,108,0.1100160154173,ESTIMABLE,
main__glasses__paired_common,p18_additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.5645480977955115,0.13633024650331782,1.7586528640164063,1.3422105221669085,2.3043031216294554,4.141033353018784,108,6.881935072392366e-5,ESTIMABLE,
main__glasses__paired_common,p18_additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.06988833864230615,0.04766446281314633,0.9324979380786643,0.8484301046209505,1.0248957454302576,-1.4662567144894005,108,0.14548402236157978,ESTIMABLE,
main__chest__paired_common,p18_additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.1936188280525104,0.12795654701833106,1.2136335916996845,0.9417520586179717,1.564006663349776,1.5131607765624728,108,0.13315975153373674,ESTIMABLE,
main__chest__paired_common,p18_additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.4145810030959883,0.17093956148752265,1.513736356951865,1.0786919363894287,2.1242374037091762,2.425307515055546,108,0.016953457498910883,ESTIMABLE,
main__chest__paired_common,p18_additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.07608211579065353,0.042703193408308464,0.9267401034384668,0.8515242897775259,1.0085997893794991,-1.7816493268592593,108,0.07761709968940668,ESTIMABLE,
gap_timing_unaware__glasses__all_available,p18_additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.13925691120560485,0.11430180695011583,1.1494193607878047,0.9168770823869847,1.4409400042090086,1.2183264195147856,136,0.22520924363645384,ESTIMABLE,0.22520924363645378
gap_timing_unaware__glasses__all_available,p18_additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.6598843413698219,0.1254768049713709,1.9345685719112364,1.5094514904696887,2.479414266080275,5.259014536753488,136,5.485037421663196e-7,ESTIMABLE,1.6455112264989588e-6
gap_timing_unaware__glasses__all_available,p18_additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.059836011890647973,0.04162002222287997,0.9419189844332713,0.8674979455915321,1.022724466086004,-1.4376737131522732,136,0.15282359163661177,ESTIMABLE,0.22520924363645378
gap_timing_unaware__chest__all_available,p18_additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.2143676561062551,0.11361160311820664,1.2390781256990322,0.9899084762581927,1.5509662139567122,1.8868465035496182,148,0.06113946752772981,ESTIMABLE,
gap_timing_unaware__chest__all_available,p18_additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.4902776072554707,0.13934101881464347,1.6327694256849499,1.2397660416080156,2.1503541055163584,3.5185447287970235,148,5.767045352700259e-4,ESTIMABLE,
gap_timing_unaware__chest__all_available,p18_additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.08153236639267389,0.03998118657886686,0.9217028771738505,0.851683680155684,0.9974785399612949,-2.039268300150202,148,0.04320249327238212,ESTIMABLE,
