run_id,model_role,predictor_id,effect_id,distribution,covariance_type,site_specific,site,log_estimate,log_standard_error,estimate_ratio,conf_low_ratio,conf_high_ratio,statistic,denominator_df,p_raw,status,family_id,p_adjusted
main__glasses__all_available,additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.37236969771635997,0.12283668109124216,1.4511693761394848,1.1382052676937056,1.8501869724361208,3.031421025123323,136,0.0029150275741208088,ESTIMABLE,H06-F1-main,0.004372541361181204
main__glasses__all_available,additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.723722844168114,0.14771170163113473,2.062095799803583,1.539740624796573,2.76165934644309,4.899563380397532,136,2.687843739971238e-6,ESTIMABLE,H06-F1-main,8.063531219913748e-6
main__glasses__all_available,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.022456359710173235,0.06892579221465789,0.9777939074717709,0.8531999910395318,1.1205824373298843,-0.32580488360926846,136,0.7450727383019362,ESTIMABLE,H06-F1-main,0.7450727383019363
main__glasses__all_available,additive,work_free_day,free_vs_work,observed_sample,HC3,FALSE,,0.3723696977163599,0.12283668109124213,1.4511693761394848,1.1382052676937056,1.8501869724361206,3.031421025123323,136,0.0029150275741208088,ESTIMABLE,H06-F1-main,0.004372541361181204
main__glasses__all_available,additive,activity_status,active_vs_sedentary,observed_sample,HC3,FALSE,,0.7237228441681139,0.14771170163113473,2.0620957998035827,1.5397406247965728,2.7616593464430896,4.899563380397531,136,2.687843739971254e-6,ESTIMABLE,H06-F1-main,8.063531219913748e-6
main__glasses__all_available,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,observed_sample,HC3,FALSE,,-0.02245635971017323,0.06892579221465787,0.9777939074717709,0.8531999910395318,1.1205824373298843,-0.32580488360926846,136,0.7450727383019362,ESTIMABLE,H06-F1-main,0.7450727383019363
main__chest__all_available,additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.4145180127566937,0.11158160280022764,1.5136410091881634,1.2141194694902921,1.8870540850959323,3.7149315151784865,148,2.874429350940307e-4,ESTIMABLE,,
main__chest__all_available,additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.5917964695590598,0.1730955256596165,1.8072321384234795,1.2836896979001267,2.5442971206307914,3.4189010218715725,148,8.124628858399411e-4,ESTIMABLE,,
main__chest__all_available,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.053765355627337086,0.060828368546981045,0.947654442197959,0.840322390163312,1.06869572003549,-0.883886201646378,148,0.37819122853896814,ESTIMABLE,,
main__chest__all_available,additive,work_free_day,free_vs_work,observed_sample,HC3,FALSE,,0.41451801275669364,0.11158160280022762,1.5136410091881634,1.2141194694902921,1.887054085095932,3.7149315151784865,148,2.874429350940307e-4,ESTIMABLE,,
main__chest__all_available,additive,activity_status,active_vs_sedentary,observed_sample,HC3,FALSE,,0.5917964695590597,0.1730955256596165,1.8072321384234793,1.2836896979001267,2.544297120630791,3.4189010218715716,148,8.124628858399441e-4,ESTIMABLE,,
main__chest__all_available,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,observed_sample,HC3,FALSE,,-0.05376535562733708,0.06082836854698104,0.947654442197959,0.840322390163312,1.06869572003549,-0.883886201646378,148,0.37819122853896814,ESTIMABLE,,
main__glasses__paired_common,additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.466429564495267,0.1318681004842729,1.5942917033865573,1.227579215260197,2.0705515406991144,3.5370917058966453,108,5.975166468063109e-4,ESTIMABLE,,
main__glasses__paired_common,additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.6726415649070974,0.16729712465372187,1.9594063895720681,1.4063949266125437,2.7298686356492756,4.020640320623305,108,1.0776452957830632e-4,ESTIMABLE,,
main__glasses__paired_common,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.036509279697075014,0.07919151333844072,0.9641491468427933,0.8240858253326357,1.1280179185007424,-0.4610251548173518,108,0.6457076411171526,ESTIMABLE,,
main__glasses__paired_common,additive,work_free_day,free_vs_work,observed_sample,HC3,FALSE,,0.466429564495267,0.1318681004842729,1.5942917033865573,1.227579215260197,2.0705515406991144,3.5370917058966453,108,5.975166468063109e-4,ESTIMABLE,,
main__glasses__paired_common,additive,activity_status,active_vs_sedentary,observed_sample,HC3,FALSE,,0.6726415649070974,0.16729712465372187,1.9594063895720681,1.4063949266125437,2.7298686356492756,4.020640320623305,108,1.0776452957830632e-4,ESTIMABLE,,
main__glasses__paired_common,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,observed_sample,HC3,FALSE,,-0.036509279697075014,0.07919151333844072,0.9641491468427933,0.8240858253326357,1.1280179185007424,-0.4610251548173518,108,0.6457076411171526,ESTIMABLE,,
main__chest__paired_common,additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.4253645425422974,0.1220080173072092,1.5301481220905906,1.2014431820367488,1.9487840212037142,3.4863655022870654,108,7.090438117368572e-4,ESTIMABLE,,
main__chest__paired_common,additive,activity_status,active_vs_sedentary,equal_site,HC3,FALSE,,0.5981122655129828,0.23285207218076645,1.8186823684476037,1.1463225804572623,2.8854055688083875,2.568636215737258,108,0.011575403768957052,ESTIMABLE,,
main__chest__paired_common,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,FALSE,,-0.050668026905909325,0.07355173571041569,0.9505941898519966,0.8216339272637929,1.0997955218203346,-0.688876019260742,108,0.49237853522572683,ESTIMABLE,,
main__chest__paired_common,additive,work_free_day,free_vs_work,observed_sample,HC3,FALSE,,0.4253645425422974,0.1220080173072092,1.5301481220905906,1.2014431820367488,1.9487840212037142,3.4863655022870654,108,7.090438117368572e-4,ESTIMABLE,,
main__chest__paired_common,additive,activity_status,active_vs_sedentary,observed_sample,HC3,FALSE,,0.5981122655129828,0.23285207218076645,1.8186823684476037,1.1463225804572623,2.8854055688083875,2.568636215737258,108,0.011575403768957052,ESTIMABLE,,
main__chest__paired_common,additive,previous_sleep_duration_centered_h,per_hour_previous_sleep,observed_sample,HC3,FALSE,,-0.050668026905909325,0.07355173571041569,0.9505941898519966,0.8216339272637929,1.0997955218203346,-0.688876019260742,108,0.49237853522572683,ESTIMABLE,,
gap_timing_unaware__glasses__all_available,additive,work_free_day,free_vs_work,equal_site,HC3,FALSE,,0.365226588007265,0.11833827784329212,1.4408404483300792,1.1402020133253132,1.8207485807619865,3.086292910996317,136,0.002456323256222643,ESTIMABLE,H06-F1-gap,0.0036844848843339576
