run_id,model_role,predictor_id,effect_id,distribution,covariance_type,site_specific,site,log_estimate,log_standard_error,estimate_ratio,conf_low_ratio,conf_high_ratio,statistic,denominator_df,p_raw,status
main__glasses__all_available,full,work_free_day,free_vs_work,equal_site,HC3,TRUE,RISE,0.667912056004891,0.2192655536591313,1.950161239352829,1.2640250296136157,3.008744898537882,3.0461330786285856,136,0.0027848468306512124,ESTIMABLE
main__glasses__all_available,full,activity_status,active_vs_sedentary,equal_site,HC3,TRUE,RISE,1.1238425889218797,0.5761025306896499,3.0766538341482152,0.984683332795796,9.613038527119999,1.9507683598899184,136,0.05314077031434944,ESTIMABLE
main__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,TRUE,RISE,0.18574474849707312,0.20681532866133856,1.204114869018232,0.7999187384150142,1.8125498855842028,0.8981188662337082,136,0.37070943772914733,ESTIMABLE
main__glasses__all_available,full,work_free_day,free_vs_work,equal_site,HC3,TRUE,THUAS,0.7500649508331089,0.3366591465879746,2.1171375219929414,1.0879563492681101,4.119899929850793,2.227965461312974,136,0.027525376952542202,ESTIMABLE
main__glasses__all_available,full,activity_status,active_vs_sedentary,equal_site,HC3,TRUE,THUAS,0.8168818269281313,0.6325521071623839,2.263431052654143,0.6478938489963909,7.907344911600759,1.291406380088823,136,0.1987533771363021,ESTIMABLE
main__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,TRUE,THUAS,-0.028416142515674724,0.22724097445661734,0.9719837988448754,0.6201468461066307,1.5234335402142323,-0.1250484978935859,136,0.9006698084378281,ESTIMABLE
main__glasses__all_available,full,work_free_day,free_vs_work,equal_site,HC3,TRUE,BAUA,0.8935508557390857,0.27584455058155355,2.4437918153335674,1.4163051763639785,4.216688985083923,3.23932756277129,136,0.0015060021052565186,ESTIMABLE
main__glasses__all_available,full,activity_status,active_vs_sedentary,equal_site,HC3,TRUE,BAUA,0.775859547184531,0.36570537022812605,2.1724586556048333,1.0540658782447327,4.477496812790832,2.121542668899152,136,0.03568987213484497,ESTIMABLE
main__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,TRUE,BAUA,-0.0816172356435885,0.2803785526549445,0.921624656260421,0.529361950862454,1.6045581017738084,-0.2910965723688323,136,0.7714209400735779,ESTIMABLE
main__glasses__all_available,full,work_free_day,free_vs_work,equal_site,HC3,TRUE,MPI,0.02388272455184043,0.24853574671333803,1.0241702008280742,0.6264966701142197,1.674270032549388,0.09609372039100211,136,0.923587593336447,ESTIMABLE
main__glasses__all_available,full,activity_status,active_vs_sedentary,equal_site,HC3,TRUE,MPI,1.0501718743313306,0.3281039463588739,2.858142317149305,1.4938047360062963,5.4685711647423565,3.200729177401214,136,0.001706527954154323,ESTIMABLE
main__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,equal_site,HC3,TRUE,MPI,-0.00840277371079209,0.09449187264502892,0.9916324309177084,0.8226156529343001,1.1953758411235822,-0.08892588828626785,136,0.9292716272905563,ESTIMABLE
main__glasses__all_available,full,work_free_day,free_vs_work,equal_site,HC3,TRUE,TUM,0.10688202631619023,0.2869887903722301,1.1128029652699747,0.6308698176895677,1.9628937774338002,0.3724257877025864,136,0.7101555819904778,ESTIMABLE
