run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,site,reference,estimate_model,std_error,conf_low_model,conf_high_model,z_value,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,p_adjusted_within_metric,contrast_family_n,contrast_adjustment_method,interval_method,overall_site_p_adjusted,inferential_followup_supported,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label,display_order,display_name,color_hex,site_participants,site_participant_days,site_observations,null_value,supported_within_metric,support_display,scale_group,figure_panel_tag,figure_panel_label,metric_facet_label,site_panel_key,site_axis_label,display_half_range,display_x_min,display_x_max
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,equally_weighted_overall_site_mean,0.01403208924337324,0.07887748689168744,-0.1405649442553643,0.16862912274211078,0.17789726570069034,0.8588036582504532,ratio,1.032837717475809,0.7234942031029441,1.4744468526016,0.9856280651624008,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,1,Borås (SE),#88CCEE,13,78,78,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__RISE,"Borås (SE, n=78)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,equally_weighted_overall_site_mean,-0.01849940292471216,0.07497973000455414,-0.1654569733041755,0.12845816745475117,-0.2467253872958537,0.8051207576127228,ratio,0.9582980337895688,0.6831924002933095,1.3441822847717448,0.9856280651624008,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,2,Delft (NL),#117733,13,78,78,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__THUAS,"Delft (NL, n=78)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.03752985994302933,0.07299948082156388,-0.18060621324341689,0.10554649335735822,-0.5141113268293697,0.6071741586932151,ratio,0.9172128701961336,0.6597718574060609,1.275106599061346,0.9856280651624008,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,3,Dortmund (DE),#DDCC77,18,107,107,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__BAUA,"Dortmund (DE, n=107)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,MPI,equally_weighted_overall_site_mean,0.16534575466631218,0.06019774003339721,0.0473603522501487,0.2833311570824757,2.746710334550429,0.00601962736257849,ratio,1.4633417204019286,1.1152194939399993,1.92013231682631,0.02708832313160323,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,4,Tübingen (DE),#DDCC77,26,150,150,1,TRUE,Adjusted p < 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__MPI,"Tübingen (DE, n=150)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,equally_weighted_overall_site_mean,-0.00165813278199609,0.09204933195409852,-0.18207150821300108,0.1787552426490089,-0.01801352325753914,0.9856280651624008,ratio,0.9961892874377596,0.6575495604437294,1.5092293510713652,0.9856280651624008,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,5,Munich (DE),#DDCC77,10,60,60,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__TUM,"Munich (DE, n=60)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,0.00140390937032842,0.07242064206576984,-0.14053794081584683,0.1433457595565037,0.01938548637905529,0.9845335884259544,ratio,1.0032378513412257,0.7235391897195356,1.391059669834749,0.9856280651624008,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,6,Madrid (ES),#CC6677,23,129,129,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__FUSPCEU,"Madrid (ES, n=129)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,equally_weighted_overall_site_mean,0.15009679300325074,0.06787244669583688,0.0170692419367959,0.28312434406970555,2.2114539892144083,0.02700441470005139,ratio,1.4128523977790148,1.04008597918811,1.9192181587411696,0.08101324410015417,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,7,Izmir (TR),#332288,17,101,101,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__IZTECH,"Izmir (TR, n=101)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,equally_weighted_overall_site_mean,0.03979405683414846,0.1066680662905972,-0.16927151139595298,0.2488596250642499,0.3730643876653486,0.709100522940824,ratio,1.0959583676198863,0.6772179933849797,1.7736161107480195,0.9856280651624008,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,8,San José (CR),#44AA99,6,32,32,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__UCR,"San José (CR, n=32)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,equally_weighted_overall_site_mean,-0.3129852074676754,0.07380060388335277,-0.4576317331163536,-0.16833868181899714,-4.240957268620339,2.2256851069519e-5,ratio,0.48642377352078553,0.3486328184494429,0.6786741664153234,2.0031165962567095e-4,9,BH,emmeans_wald_normal,7.026725303808444e-4,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,9,Kumasi (GH),#AA4499,15,81,81,1,TRUE,Adjusted p < 0.050,Ratios,A,A. Ratios,Mean melEDI,daily_geometric_mean_medi__KNUST,"Kumasi (GH, n=81)",0.9937429021724148,0.0062570978275851,1.993742902172415
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,equally_weighted_overall_site_mean,0.16567599637568176,0.116422571925339,-0.06250805158550662,0.39386004433687016,1.4230573473495212,0.15471953153982532,ratio,1.4644548827245032,0.8659482689972907,2.476623812666052,0.40193084967866705,9,BH,emmeans_wald_normal,0.01204774777089813,TRUE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,1,Borås (SE),#88CCEE,13,78,78,1,FALSE,Adjusted p ≥ 0.050,Ratios,A,A. Ratios,Brightest 10 h mean,m10_mean_medi__RISE,"Borås (SE, n=78)",1.594753717679336,-0.594753717679336,2.5947537176793363
