page,path,sha256,width_px,height_px,orientation,preimage_pixel_identical,difference_bbox,status,note
1,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-1.png,6064b62aead054b6b6b5e8f078b24db68683b85c2218ee06b2149d753a517d5c,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
2,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-2.png,dcf7348f283c744a17cc94e21872d970048dc7853556d8edc15ae11b792fcf1d,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
3,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-3.png,d1ff118e0945e1d848f3f454495c5600c72a9c6945dde2ba5b3ffcc96acbb12b,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
4,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-4.png,197f3940ed04f47960a07203934ab263742e9576bc06a620785e5566ee12569f,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
5,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-5.png,3cc40b99c614b749bfbe12a1a92030f4dc4905ad08620d20f94d5f4513384b67,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
6,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-6.png,58db377d7ed07fd7c278954ca2d7b21917dd098b1b5293dbe3bbdfe991e25730,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
7,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-7.png,08e3eacadfdc63fc57209d54f6211d212b5ecaba40a5c2644f99baaf81cab403,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
8,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-8.png,e784b8b462a546ff40ded8c029ed0f76a37dc0337e0ad1186ce467662b90e12b,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
9,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-9.png,f39ada1f257695ead045031bb0ee2536baf29e2d2e1065a65263c1bfda7c4c24,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
10,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-10.png,e11d90a903757c58aefa8ae7dc227b5dc02cc92f7dc43eccb9c218ce357547d1,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
11,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-11.png,6e30339ecd35210354ea2b2d49995b00f641d6dc4984b07e025d071025563525,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
12,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-12.png,ce7a9861745923f50439f3c2f6d5759f055db34bc3714f2a9ef44ce84d7fd36e,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
13,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-13.png,086b02d9a7c6c3e7e344bd1f1444b0390a1d6aadc4947c292e24c1fadb3d012f,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
14,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-14.png,fa8c1f0808835f73b55bf8fe3373c40793c57a228b6a107f81d463522417d2d7,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
15,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-15.png,619e6d69b6037887f6d1cfca8b49733dba1971453656e329aa7f4c9e3fa60b34,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
16,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-16.png,e1208676feb397628635e0914700f883b66d4e0a9cfaa4750ef0a468f523273a,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
17,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-17.png,da242fd39ad5dba5bd15e86d5cacaf09d26f6096b4fc1dcb5d925befd38ef941,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
18,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-18.png,920b130f4ee056c07971d7acd8486cb17d6c795461c8d2798e0b61f49a340948,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
19,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-19.png,14553060bbbcaf822bc72813238bf1011c051643e6a12c1914505383664c6bcf,2000,1414,landscape,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
20,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-20.png,85b8d81d995e6a1eddd864b465e631568000d79ac5bc51bc7a4935be760fe7f1,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
21,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-21.png,6cc91d41310bb191c7e3ae6b72b968253438ac4df8830b165ee06fb645700cb5,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
22,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-22.png,4d2042a024655be6e891be32bc70b085932494a8c49579ae9cb4f559381a35f7,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
23,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-23.png,a082ca9ed864dccab701cabf21ef4539b91da49a70aeb01abd7c761dad0a23d2,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
24,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-24.png,1107abe6977607ba23957eaf39c7ac46796fc02a4b66154f2a6980e2bdcc02b8,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
25,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-25.png,5750acfb45edf03c728635df3fd53b8db7d3e31fd80ec3818a8571b552968610,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
26,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-26.png,2c811d5df356e513885767dc1e6579f1a1540777bea92b6dd5a241f903804b5b,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
27,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-27.png,53f9f90c677cb3072e7b6aca6236ab6d6ec4987ae0e669c5353f598eb0079172,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
28,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-28.png,3ef08c8cd89f5989fa3d5fd664043c791692ab2e2d4d633aad86604e3e503c05,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
29,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-29.png,69347ed1e86c6010e97104489cfff242543d72bf1eade6a018049e82ccfe7640,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
30,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-30.png,2289b972210fc5f39d5d00898624a04a486c2dad7af0d31ae62c7f3361975a8c,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
31,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-31.png,622d9c6f5fd0e22a4c9a65ecf616a4ef0cd183adb222824b780c5eb854665589,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
32,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-32.png,e418a4e8a5b5a5918e95b976a190a1cbb7a4a1bbd1ee1f448b34ee043b3fb7ac,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
33,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-33.png,4f4da450d9afa07387525590354de6ec2e8393b2c2379314ba4cc1ed51e7a369,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
34,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-34.png,fdf5551d15c55cdc704751161ca47622e5bbe79fb7e9f12f4a9011e7d0422ba0,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
35,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-35.png,5397d705338fb2b659f59ac09d098a59d4e7a9c6aacb4b01b009bf661237527e,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
36,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-36.png,55c4c2772a7650b4257a6a1c3129346c374f08351c236675379076fcd698be76,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
37,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-37.png,5eba6814fbe51301d872f84646e213623bf1701d0d3bc010841e4b8d0a797457,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
38,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render_s3fixed/page-38.png,b68c8af33807974f0370672dc8af46c49ae37da3c7047ef6f73c0046bfc65f5b,1414,2000,portrait,True,,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
