page,orientation,status,note
1,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
2,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
3,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
4,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
5,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
6,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
7,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
8,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
9,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
10,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
11,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
12,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
13,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
14,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
15,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
16,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
17,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
18,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
19,landscape,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
20,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
21,portrait,PASS,Decoded pixels are identical to the previously inspected Order 71b2c page; the earlier original-resolution QA therefore carries forward exactly.
