"path","sha256","bytes"
"manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd","bc24cc7393a550d50ea0d4c337ad637c6347bb4762293f6f127183dab1d9a5ff",78609
"index.qmd","86766c377e7ee1dcfea6b1ada8704b04320bbc231630c4044cd9c9d93aa0bf80",91250
"manuscript/R0_NatMed/ZaunerEtAl2026_NatMed.docx","9cd2e1ffb1395337528db4e3151a8fbbb3ab4be8352852424bda06aca9527e35",10063517
"audit/decisions/brown_adherence_stage3_stage4_language_harmonization_source_independent_acceptance.md","eb7da424f42cc7e2e953c45a4e559fcff8c1375ec6e64f000520c4753580d6ca",4908
"audit/decisions/brown_adherence_stage3_order50_independent_acceptance.md","cc5f751f7f86ce2ec1cd930f60bea19cca8e6bdfd2b33113c978694a6357a7be",3779
"audit/decisions/brown_adherence_stage4_order51_environment_retry_independent_acceptance.md","9890452d0d970e37ed929823939898f2d13a8fbce910ad13912bc94568c54bd0",3524
"audit/manuscript_nature_health/narrative_blueprint.qmd","4f16c3e5ca5133ebd7ed7c787dc3cb22ce7eb10db2284981fa7c9ba6c4108e93",47269
"audit/report_harmonization/phase2_main_supplement_output_catalog.csv","43110e4f20a4e9d6257351fad4905c08587f85a28aa27d2a932b0d33b88b6894",165132
"audit/report_harmonization/main_output_shortlist.csv","d454d5356c9cef1100c5da5137c14148dc8736dff996545ffaa946fdb4399dc3",19053
"audit/report_harmonization/phase4_corpus_manifest.csv","c42c326230818a93aa89322155b933c2f536f09bd447ab09b72f934fba75e76f",11479
"audit/report_harmonization/report018_final_corpus_independent_acceptance.md","3d1f52ae56b7961a3249bf3a764992ba1da3084aaa68d80845a4b35364dbf8fb",3959
"audit/report_harmonization/report018_final_corpus_independent_acceptance_manifest.csv","98a36bd835cddc8a3355a81ae36cafa359d88614cf4a2f6c9eac30096b5173e5",15846
"audit/hypotheses/H09/H09_stage3_observed_figure_source_verification.md","48b2e622132a22c37e8d42e15c47a75d74e9b631c666d9dcc1791a052c502eda",5974
"artifacts/12_manifests/H09/H09_stage3_observed_figure_source_seal.csv","26cecf7b8482850899c3b1f7e399a6c7be2e3695e04dd0eb7093400f489431ab",3666
"artifacts/09_tables/H02/variation_summary.csv","a07296c2e64e15a0217b9efc21b83acd578574f5b456a79eb2401382b0b4d3b0",22180
"artifacts/09_tables/H02/dominance_summary.csv","c50589ee53541845cee1a104ae4aabb0bb45296a94e3ab7547fd1142ded4e84f",9051
"artifacts/09_tables/H02/dominance_comparison_summary.csv","7240b7ab29818b085375a10c02bf53e49ad71203d6e2feb2385c590ca27e36fe",6003
"artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv","38a3f76d72b433bc3ab97d4506e59f02d582887a5d853d58fd070ebf2279309e",5593
"artifacts/09_tables/descriptives/metric_descriptive_summary_replica.csv","efd808cabcb90ca0d1254bf0195cc5ccb198a1d0d615037682bf8ed674d6a03b",107081
"artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv","93a7b41482e0e0f7fd46b2c059335b326a2f966d31f6b6b52553a992fdd7ae4d",53142
"audit/descriptives/sample_count_contract.csv","034e449164d617431e149b9ab28867ba4cc52830620e7acd606e756de61f1dd3",492
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage3_cross_state_association/source_data/table_association_effects.csv","304eac7c2521ebeb1217dbfd6a2fc27ad07c74ebe00f75bfe026d1cff3ab10b9",1275
"scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747
"scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453
"audit/manuscript_nature_health/manuscript_figure_table_selection.qmd","a50c07d734a409264b0696c35b8a85ad44236680d24050a54e5eaab78c5ff6ed",48327
"scripts/report_harmonization/build_manuscript_figure_table_selection.R","f13b817869dd59d2d687dac6c09aec778622a1ed42530849d5b79fdc79bf778e",73914
"scripts/report_harmonization/build_manuscript_table3_gt_candidate_revision.R","9b591385223617476b22c704223328cef2d20a9a3f1c185e8f65652276d4b193",12313
"scripts/report_harmonization/build_remaining_manuscript_gt_candidates.R","c18376459495062931fcc7e15c90cd90e430fa0b3fd22c79ef06d477f090e159",7226
"scripts/report_harmonization/replay_manuscript_figure_table_selection_integration.R","cb9b4558024c71550365e8fd82d28b9506cfbd97f598a65829e7cd40115683eb",19177
"scripts/report_harmonization/check_manuscript_figure_table_selection.R","5d516aa153d85c5c0ff5b73bd04f6a5bca4d0063aaab9ee177baabf43fc549cd",24756
