path,sha256,bytes,producer,r_version,inference_status,pilot_contract_sha256
artifacts/06_model_data/H01.rds,0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00,253472,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/H01.rds,3c70363fc0468202a431904aa9d9444f2858af2e3add3475a56c872b49a18bd6,192816,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,6949,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
artifacts/12_manifests/H01_model_data_artifacts.csv,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,3646,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/decisions/bootstrap_execution_policy.md,8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a,2780,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/decisions/mder_mean_of_viable_ratios.md,1664347de976057807fcb5ac6e24bd4b66af1fe32378fabd1f2acafcfc9266de,9617,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_author_gate_manifest.csv,5ee010876f8dedd59b8bbe119f9172e97aee70b39f448a125993a79e962e7feb,9950,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_complete_BH_impact.csv,b62aade0c26799534779e77582e975dd42e6cbfa7d42944c7153105306f23d47,119284,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_gate_summary.csv,0d7876c800b4862b22a4ab92c4cc7dde3b4aa77273137eb74f9d883bbe1e1b92,514,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/checkpoints/main/chest/all_available/mder_mean_of_viable_ratios_checkpoint.rds,6850057f1b2be896b734e46b9c860a40d34441d0480884cac8f0fb268bfc3da8,3844,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/checkpoints/main/chest/paired_common_sample/mder_mean_of_viable_ratios_checkpoint.rds,cece3a5738cbafbb3af19914cdfed12d5fcc82498e5e817044c4e84fd4460772,3840,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/checkpoints/main/glasses/all_available/mder_mean_of_viable_ratios_checkpoint.rds,75f01eb19c546f5b2ffc77c53f0ab27ffeb1de87d423c1106904225b5adb5f41,3832,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/checkpoints/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_checkpoint.rds,e635e4c9e8bd31e7a5e4b5888abc87b5c7e374f1da50649b7882b1c3a9773978,3996,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/checkpoints/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_checkpoint.rds,bc7232b4fa40112f7b0e7f74c4e35b127772cd0cf289788bd1888ef02eff6ea8,3848,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/checkpoints/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_checkpoint.rds,31c924070d61b158c2122d2cb3aab0d18e7b69022afcec0660a697cd1576910d,3828,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/checkpoints/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_checkpoint.rds,3d2931023ab7283b5bf64a92e804c0536a0f4199eaf5f844abf064aebf104e32,3832,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/checkpoints/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_checkpoint.rds,58b51b8946758dc33d328de08990a1aef1c9fbbf19bedd0b43faeca511171c3d,3848,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/code/run_h01_mder_METRIC010_bootstrap_pilot.R,ba52865db64102f95f9527e1c358c96dcd24e07f6d6d1a94d458ae08919e9cfc,38683,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_bootstrap_pilot_audit.csv,790c0c7ed6d285b3a4ef4be7d5610f3db02c03aab394051d86d1303758055a97,2950,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_bootstrap_pilot_failures.csv,b1b6067e56eea43d1c517e04972a06d1b25cfdbfb66b10ed03c25dd35f445b6a,214,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_bootstrap_pilot_provenance.csv,e16914696a81278195ed01cca175df04884673c3c9e6ee7b5695aa4aa87211d9,2049,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_bootstrap_pilot_runtime.csv,39aae2030efe659b5011e34b0128a4645fe46baa93407030c0e67ad23c51907c,6153,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_canonical_H01_after.csv,aee77b62b5fd2f92b0b1a821a03ce859803c7374aee821c250d6dc9487832ab4,211827,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_canonical_H01_before.csv,aee77b62b5fd2f92b0b1a821a03ce859803c7374aee821c250d6dc9487832ab4,211827,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_current_input_bridge.csv,94783b1857a62bfab5e1cc5ead1f02ccf574cdbfea22b571ec9437fbcc01e29b,3175,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/draws/main/chest/all_available/mder_mean_of_viable_ratios_draws.rds,ae4f49b3895da735cad3c83be3c5edce6e51549bd10d18406e91ce866993e830,3332,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/draws/main/chest/paired_common_sample/mder_mean_of_viable_ratios_draws.rds,ec3d1c6a1b46263b324ce453c546e9ff4d6089abb3c87d3ffdea3f586968b3cd,3332,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/draws/main/glasses/all_available/mder_mean_of_viable_ratios_draws.rds,b9a467b3eaef8a16f79e67a2988c6b58b1f8c4f3c286c6a9bef29214ee629ca3,3320,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_pilot.R,4.6.1,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e
