name,path,sha256,bytes
central_authority,audit/report_harmonization/report018_h01_metric010_point_baseline_acceptance_and_pilot_authority.md,fb9a333926928aa1d48732133ceaf5a5f0f55a5794842ed23d3ee9732fcdc536,3190
central_authority_manifest,audit/report_harmonization/report018_h01_metric010_point_baseline_acceptance_and_pilot_authority_manifest.csv,0daae7170ca077e241e687ca39901d481f74f6af234ec3fab05da2febe0ae102,727
metric_decision,audit/decisions/mder_mean_of_viable_ratios.md,1664347de976057807fcb5ac6e24bd4b66af1fe32378fabd1f2acafcfc9266de,9617
compute_policy,audit/decisions/bootstrap_execution_policy.md,8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a,2780
point_gate,audit/hypotheses/H01/mder_METRIC-010/H01_METRIC-010_author_gate.md,c4d9842dc59b51afcc7fc50426903ab9b656fc29beac9e9cba2dcf4372f142cc,12227
point_acceptance,audit/hypotheses/H01/mder_METRIC-010/H01_METRIC-010_point_baseline_acceptance.md,e0681c3488e75059fd5721d3c743843a31f258f55fe680a8d2831d3423c4b7b6,1669
point_review_manifest,audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_author_gate_manifest.csv,5ee010876f8dedd59b8bbe119f9172e97aee70b39f448a125993a79e962e7feb,9950
point_gate_summary,audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_gate_summary.csv,0d7876c800b4862b22a4ab92c4cc7dde3b4aa77273137eb74f9d883bbe1e1b92,514
complete_bh_impact,audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_complete_BH_impact.csv,b62aade0c26799534779e77582e975dd42e6cbfa7d42944c7153105306f23d47,119284
point_manifest,audit/hypotheses/H01/mder_METRIC-010/point_refit_repaired_gap/artifacts/12_manifests/H01_model_results_artifacts.csv,f9e8d2414b1242d3d71510837c9c086791bfd72292b5af615131291e491bd41e,24266
point_diagnostics,audit/hypotheses/H01/mder_METRIC-010/point_refit_repaired_gap/artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,607220a71da9f0df7571b685649b220edea1d7cceb4812285069497d353fdd40,4200
point_results,audit/hypotheses/H01/mder_METRIC-010/point_refit_repaired_gap/artifacts/09_tables/H01/H01_r2_point_summaries.csv,347a42f6c68070e45cf2431324f31bee958d1ab0148dbcadeb92dc70054ad43b,3051
primary_rds,artifacts/06_model_data/H01.rds,0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00,253472
primary_manifest,artifacts/12_manifests/H01_model_data_artifacts.csv,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,3646
gap_rds,artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/H01.rds,3c70363fc0468202a431904aa9d9444f2858af2e3add3475a56c872b49a18bd6,192816
gap_manifest,artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,6949
