run_id,base_run_id,placement,model_variant,stage,lag_30_minute_bins,lag_minutes,correlation,eligible_pairs
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,1,30,0.14375068954182402,28739
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,2,60,0.028885907451217645,27029
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,3,90,0.014078246166627022,25468
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,4,120,0.008975104923211921,23940
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,5,150,0.014640506204779342,22532
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,6,180,-0.011537211555344106,21149
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,7,210,-0.006236856181773688,19872
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,8,240,-0.003776146254388535,18620
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,9,270,-0.008778782419162977,17463
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,10,300,-0.011770084814748399,16331
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,11,330,-0.002161155866711784,15285
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,final_AR1_standardized,12,360,-0.011158918692912032,14260
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,1,30,0.08442746536706276,28739
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,2,60,0.003008811487630875,27029
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,3,90,0.0050344498703461145,25468
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,4,120,0.0065709753391243525,23940
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,5,150,0.01399355890997622,22532
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,6,180,-0.013373002322479339,21149
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,7,210,-0.0059696476639739945,19872
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,8,240,-0.007116908792134669,18620
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,9,270,-0.012865241794515023,17463
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,10,300,-0.01572899673772628,16331
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,11,330,-0.0052880166462706685,15285
activity_context__glasses__activity_adjusted,activity_context__glasses,glasses,activity_adjusted,final_AR1_standardized,12,360,-0.006134098198912179,14260
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,1,30,0.1310600543331374,34489
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,2,60,0.02961075486710256,32338
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,3,90,0.03347026236935876,30395
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,4,120,0.010981648356116201,28488
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,5,150,0.006916277812343237,26752
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,6,180,0.002288027828344125,25042
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,7,210,-0.004372495280015067,23459
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,8,240,-0.01092823234907046,21905
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,9,270,-0.009402364055157531,20479
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,10,300,-0.02193706867357148,19085
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,11,330,-0.007574879255237333,17804
activity_context__chest__restricted_unadjusted,activity_context__chest,chest,restricted_unadjusted,final_AR1_standardized,12,360,-0.015153852130387382,16554
activity_context__chest__activity_adjusted,activity_context__chest,chest,activity_adjusted,final_AR1_standardized,1,30,0.07508880518755692,34489
activity_context__chest__activity_adjusted,activity_context__chest,chest,activity_adjusted,final_AR1_standardized,2,60,0.006438391466069637,32338
activity_context__chest__activity_adjusted,activity_context__chest,chest,activity_adjusted,final_AR1_standardized,3,90,0.02756614910993552,30395
activity_context__chest__activity_adjusted,activity_context__chest,chest,activity_adjusted,final_AR1_standardized,4,120,0.007375322222089108,28488
activity_context__chest__activity_adjusted,activity_context__chest,chest,activity_adjusted,final_AR1_standardized,5,150,0.006662460277479565,26752
