run_id,base_run_id,placement,model_variant,method,elapsed_seconds,.type,.term,.concurvity
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,worst,para,0.9999999999999993
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,worst,s(time_hour),0.9999999748472906
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,worst,s(time_hour):sex_smoothFemale,0.999999974526142
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,worst,"s(time_hour,site)",1.000000000000223
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,worst,"s(time_hour,participant)",1.0000000000000044
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,worst,s(participant_day),1.0000000000000053
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,observed,para,0.9999999999999997
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,observed,s(time_hour),0.9997099850289453
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,observed,s(time_hour):sex_smoothFemale,0.9921371819890029
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,observed,"s(time_hour,site)",0.9916532823879735
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,observed,"s(time_hour,participant)",0.3678204669326234
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,observed,s(participant_day),0.05853921475069406
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,estimate,para,1
activity_context__glasses__restricted_unadjusted,activity_context__glasses,glasses,restricted_unadjusted,gratia::model_concurvity() wrapper around mgcv::concurvity(full = TRUE),94.52599999999984,estimate,s(time_hour),0.9673870097585253
